question_id,stakes_num,flipped_to_user,flipped_away_both,accuracy
701,1,0,0,0
3165,1,0,0,1
7083,1,0,0,1
10683,1,0,0,0
11247,1,0,1,0
8711,1,0,0,1
3228,1,0,1,0
5174,1,0,0,1
1016,1,0,0,1
6711,1,0,0,1
8596,1,0,0,1
12028,1,0,0,1
434,1,0,0,1
2328,1,0,0,1
2920,1,0,0,1
9310,1,0,0,1
7895,1,0,1,0
4971,1,0,0,0
6248,1,0,0,1
11532,1,0,0,1
3976,1,0,1,0
6246,1,0,0,1
1737,1,0,0,1
1050,1,0,0,0
6741,1,0,0,1
6019,1,0,0,1
8412,1,1,0,0
8626,2,0,0,1
992,2,0,1,1
1757,2,0,0,1
593,2,0,0,1
3533,2,0,0,1
9317,2,0,0,1
3609,2,0,0,1
6503,2,0,0,0
9203,2,0,0,1
1458,2,0,1,1
7434,2,0,0,1
801,2,1,0,0
453,2,0,0,0
3829,2,0,1,0
3982,2,0,0,1
1655,2,0,0,0
8396,2,1,0,0
3437,2,0,0,1
9564,2,1,0,0
9617,2,0,0,1
4377,2,0,0,1
8644,2,0,0,1
11250,2,0,0,1
7351,2,0,0,1
7835,2,0,0,0
4928,2,0,0,1
10365,2,0,0,0
12035,2,1,0,0
11882,2,1,0,0
2154,2,0,0,0
7930,2,0,0,1
8344,2,1,0,0
3647,2,0,0,1
1484,2,0,0,0
4621,2,0,0,1
5362,2,0,0,1
4775,2,0,0,1
8720,2,0,0,0
11764,2,0,1,0
1301,2,0,0,0
4186,2,0,0,0
5204,2,1,0,0
4080,2,0,0,1
4020,2,0,0,1
3584,2,0,0,1
5834,2,0,0,1
4736,2,0,0,1
745,2,0,1,0
3722,2,0,0,1
4544,2,0,0,1
10508,2,0,0,1
4319,2,0,1,0
4849,2,0,0,1
5260,2,0,0,1
3975,2,1,0,0
4336,2,0,0,1
2475,2,0,0,1
9543,2,0,0,1
1521,2,0,0,1
9434,2,0,0,1
2723,2,0,1,0
290,2,0,0,1
2227,2,0,0,0
7782,2,1,0,0
2251,2,0,0,1
206,2,0,0,1
9346,2,1,0,0
1281,2,0,0,0
5968,2,0,0,1
4007,2,0,0,1
7956,2,1,0,0
4732,2,0,0,1
3833,2,0,0,1
701,2,0,0,0
3165,2,0,0,1
7083,2,0,0,1
10683,2,0,0,0
11247,2,0,1,0
8711,2,0,0,1
3228,2,0,1,0
5174,2,0,0,1
1016,2,0,0,1
6711,2,0,0,1
8596,2,0,0,1
12028,2,0,0,1
434,2,0,0,1
2328,2,0,0,1
2920,2,0,0,1
9310,2,0,0,1
7895,2,0,1,0
4971,2,0,0,0
6248,2,0,0,1
11532,2,0,0,1
3976,2,0,1,0
6246,2,0,0,1
1737,2,0,0,1
1050,2,0,0,0
6741,2,0,0,1
6019,2,0,0,1
8412,2,1,0,0
