question_id,prompt,majority_answer,answer_counts,correct_answer,num_valid_probes,num_failed_probes,entropy,raw_responses,extraction_patterns
6741,"Question: Which of the following structures is derived from ectomesenchyme?

(A) Cardiac muscle
(B) Liver cells
(C) Blood vessels
(D) Adipose tissue
(E) Melanocytes
(F) Pancreatic cells
(G) Skeletal muscles
(H) Motor neurons

Answer with one letter.",E,{'E': 10},Melanocytes,10,0,-0.0,"['E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
8711,"Question: What is the range of the function $f(x) = \frac{1}{1-x}$? Express your answer in interval notation.

(A) (-1,1)
(B) (-\infty,0] \cup (0,1)
(C) [-\infty,\infty]
(D) [-1,1]
(E) (-\infty,1)\cup (1,\infty)
(F) (-\infty,0)\cup (0,\infty)
(G) (-\infty,-1)\cup (1,\infty)
(H) (-\infty,-1)\cup (-1,\infty)
(I) (0,1)
(J) [0,\infty)

Answer with one letter.",E,{'E': 10},"(-\infty,0)\cup (0,\infty)",10,0,-0.0,"['E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6503,"Question: A 35-year-old female develops nausea and vomiting after she underwent a cholecystectomy for protracted ileus. Her body mass index was 23 kg/m2 before surgery, and, except for the cholecystitis, she was in good health. The patient remains unable to eat 6 days after surgery. Which of the following forms of nutritional support is most appropriate for this patient?

(A) oral protein-rich diet
(B) feeding through a nasogastric feeding tube
(C) feeding through a jejunostomy tube
(D) central hyperalimentation
(E) intravenous saline solution
(F) peripheral hyperalimentation
(G) oral carbohydrate-rich diet
(H) feeding through a gastrostomy tube
(I) oral fat-free modular diet
(J) intravenous dextrose solution

Answer with one letter.",D,{'D': 10},feeding through a jejunostomy tube,10,0,-0.0,"['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1016,"Question: A man was under custodial interrogation as a suspect in the murder of a child. The police initially gave him a written list of his Miranda rights. They told him to read the list out loud, which he did. They then asked him if he understood the right to remain silent and to have a lawyer present and he nodded affirmatively. He refused to sign the writing but did not ask for an attorney. During the next three hours they interrogated him and got few answers; he was largely silent but did respond at times with a ""no"" or ""yes"" or a nod of the head. Then one of the detectives asked him if he was ready to ask God for forgiveness for killing the child. His eyes welled with tears and he said ""yes."" This opened further questioning leading to his admission of guilt. He would not sign a written confession or a waiver of the right to remain silent. He was arrested for murder and moved to suppress the confession. Will the court suppress the confession as being involuntarily given?

(A) No, the suspect's emotional response and admission of guilt indicates a voluntary confession.
(B) Yes, the confession is considered involuntary because he did not sign a written waiver of his right to remain silent.
(C) Yes, the suspect's refusal to sign the written confession and waiver of rights indicates the confession was involuntary.
(D) No, the suspect's engagement in the questioning, although minimal, demonstrates an understanding and voluntary waiver of his rights.
(E) No, the confession is not considered involuntary as the suspect voluntarily answered the questions without the presence of an attorney.
(F) Yes, the confession must be suppressed because the suspect was largely silent during the interrogation, indicating a lack of willingness to participate.
(G) Yes, the use of religious deception to get a suspect to admit to crime renders the confession involuntary.
(H) No, the circumstances indicate that he understood that he could stop the questioning and get a lawyer but he did not do so.
(I) Yes, the confession must be suppressed because he was questioned for over three hours, making anything he said essentially involuntary.
(J) No, whenever a written list of Miranda warnings is given to a suspect and he doesn't ask for a lawyer, this is proof that the suspect fully understands his rights.

Answer with one letter.",H,"{'H': 9, 'G': 1}","No, the circumstances indicate that he understood that he could stop the questioning and get a lawyer but he did not do so.",10,0,0.4689955935892812,"['H', 'H', 'H', 'H', 'G', 'H', 'H', 'H', 'H', 'H']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3976,"Question: 1 mole of ammonia at - 33.33°C and 1.00atmis converted to vapor. Calculate q, w and \DeltaE for the conversion, given that \DeltaH = 589.3 Btu lb^-1. 1 lb of liquid occupies .02345 ft^3 and 1 lb of gas occupies 18.00 ft^3.

(A) q = 1.94 kJ mol^-1, w = 23.33 kJ mol^-1, \DeltaE = 21.39 kJ mol^-1
(B) q = 21.39 kJ mol^-1, w = 23.33 kJ mol^-1, ΔE = -1.94 kJ mol^-1
(C) q = 23.33 kJ mol^-1, w = 21.39 kJ mol^-1, ΔE = 44.72 kJ mol^-1
(D) q = 1.94 kJ mol^-1, w = -21.39 kJ mol^-1, ΔE = 23.33 kJ mol^-1
(E) q = 23.33 kJ mol^-1, w = 1.94 kJ mol^-1, \DeltaE = 21.39 kJ mol^-1
(F) q = 1.94 kJ mol^-1, w = 23.33 kJ mol^-1, ΔE = 25.27 kJ mol^-1
(G) q = 589.3 kJ mol^-1, w = 0 kJ mol^-1, ΔE = 589.3 kJ mol^-1
(H) q = 21.39 kJ mol^-1, w = 1.94 kJ mol^-1, \DeltaE = 23.33 kJ mol^-1
(I) q = 21.39 kJ mol^-1, w = -1.94 kJ mol^-1, ΔE = 19.45 kJ mol^-1
(J) q = 23.33 kJ mol^-1, w = 21.39 kJ mol^-1, \DeltaE = 1.94 kJ mol^-1

Answer with one letter.",H,{'H': 10},"q = 23.33 kJ mol^-1, w = 1.94 kJ mol^-1, \DeltaE = 21.39 kJ mol^-1",10,0,-0.0,"['H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
801,"Question: Assume that the following charges (flat rates) are made on $500 for a year and that the loan in each case is to be repaid in 12 equal monthly installments: (a) 3% , (b) 5%. What is the monthly payment and the true annual interest rate that the borrower is paying in each case? (Record interest rate correct to the nearest tenth of 1%.)

(A) Monthly payments: $43.92 at 3% and $42.75 at 5%; True annual interest rates: 5.2% at 3% and 9.5% at 5%
(B) Monthly payments: $42.92 at 3% and $43.75 at 5%; True annual interest rates: 5.5% at 3% and 9.2% at 5%
(C) Monthly payments: $41.67 at 3% and $44.17 at 5%; True annual interest rates: 6.8% at 3% and 10.9% at 5%
(D) Monthly payments: $42.50 at 3% and $43.33 at 5%; True annual interest rates: 4.8% at 3% and 8.7% at 5%
(E) Monthly payments: $41.92 at 3% and $44.75 at 5%; True annual interest rates: 6.5% at 3% and 10.2% at 5%
(F) Monthly payments: $41.25 at 3% and $45.42 at 5%; True annual interest rates: 3.8% at 3% and 7.9% at 5%
(G) Monthly payments: $45.00 at 3% and $40.00 at 5%; True annual interest rates: 7.5% at 3% and 12.0% at 5%
(H) Monthly payments: $43.75 at 3% and $42.92 at 5%; True annual interest rates: 5.0% at 3% and 8.5% at 5%
(I) Monthly payments: $44.17 at 3% and $41.67 at 5%; True annual interest rates: 6.2% at 3% and 11.1% at 5%
(J) Monthly payments: $42.92 at 3% and $43.75 at 5%; True annual interest rates: 4.5% at 3% and 8.2% at 5%

Answer with one letter.",B,{'B': 10},Monthly payments: $42.92 at 3% and $43.75 at 5%; True annual interest rates: 5.5% at 3% and 9.2% at 5%,10,0,-0.0,"['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3833,"Question: The density of a gaseous compound was found to be $1.23 \mathrm{kg} \mathrm{m}^{-3}$ at $330 \mathrm{K}$ and $20 \mathrm{kPa}$. What is the molar mass of the compound?

(A) 169 $\mathrm{g} \mathrm{mol}^{-1}$
(B) 123 $\mathrm{g} \mathrm{mol}^{-1}$
(C) 200 $\mathrm{g} \mathrm{mol}^{-1}$
(D) 150 $\mathrm{g} \mathrm{mol}^{-1}$
(E) 190 $\mathrm{g} \mathrm{mol}^{-1}$
(F) 175 $\mathrm{g} \mathrm{mol}^{-1}$
(G) 110 $\mathrm{g} \mathrm{mol}^{-1}$
(H) 142 $\mathrm{g} \mathrm{mol}^{-1}$
(I) 160 $\mathrm{g} \mathrm{mol}^{-1}$
(J) 205 $\mathrm{g} \mathrm{mol}^{-1}$

Answer with one letter.",A,{'A': 10},169 $\mathrm{g} \mathrm{mol}^{-1}$,10,0,-0.0,"['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4007,"Question: A chemist wants to make up a 50 ml solution of pH 1.25HCl. TheHClis labeled 11.6 M. How should she go about the preparation?

(A) Add 50 ml of H_2O to 0.24 ml of HCl
(B) Add 49.76 ml of H_2O to 0.24 ml of the concentratedHCl
(C) Add 40 ml of H_2O to 10 ml of HCl
(D) Add 49.76 ml of H_2O to 0.5 ml of HCl
(E) Add 49.9 ml of H_2O to 0.1 ml of HCl
(F) Add 45.24 ml of H_2O to 4.76 ml of HCl
(G) Add 48 ml of H_2O to 2 ml of HCl
(H) Add 25 ml of H_2O to 25 ml of HCl
(I) Add 49.5 ml of H_2O to 0.5 ml of HCl
(J) Add 45 ml of H_2O to 0.24 ml of HCl

Answer with one letter.",B,{'B': 10},Add 49.76 ml of H_2O to 0.24 ml of the concentratedHCl,10,0,-0.0,"['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
9564,"Question: A car travels at the constant speed of 30 mph for 20 miles, at a speed of 40 mph for the next 20 miles, and then travels the final 20 miles at 50 mph. What was the average speed for the trip?

(A) 36 mph
(B) 43.3 mph
(C) 45 mph
(D) 33.3 mph
(E) 35 mph
(F) 41.7 mph
(G) 42 mph
(H) 37.5 mph
(I) 38.2 mph
(J) 40 mph

Answer with one letter.",I,"{'I': 9, 'H': 1}",38.2 mph,10,0,0.4689955935892812,"['I', 'I', 'H', 'I', 'I', 'I', 'I', 'I', 'I', 'I']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2251,"Question: Discuss cognitive development during adolescence as describedby Piaget.

(A) The stage of formal operations begins at about the age of 11 when the child begins to think abstractly, hypothetically, and idealistically.
(B) Cognitive development peaks in early adolescence and declines thereafter.
(C) Cognitive development during adolescence is marked by a return to sensory-motor thinking.
(D) Cognitive development begins in adolescence.
(E) Cognitive development ends with the stage of formal operations.
(F) Adolescents revert to egocentric thinking patterns that are typical of early childhood.
(G) The stage of formal operations is only reached by a minority of individuals, with most never advancing beyond concrete operations.
(H) The stage of formal operations is achieved by all individuals by the age of 8.
(I) Cognitive development is characterized by the ability to deal with concrete situations.
(J) Adolescents primarily focus on developing practical skills rather than abstract thinking.

Answer with one letter.",A,{'A': 10},"The stage of formal operations begins at about the age of 11 when the child begins to think abstractly, hypothetically, and idealistically.",10,0,-0.0,"['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
8396,"Question: John has 12 marbles of different colors, including one red, one green, and one blue marble. In how many ways can he choose 4 marbles, if exactly one of the chosen marbles is red, green, or blue?

(A) 84
(B) 441
(C) 300
(D) 252
(E) 210
(F) 110
(G) 120
(H) 360
(I) 495
(J) 276

Answer with one letter.",G,"{'G': 3, 'C': 2, 'E': 1, 'A': 1}",252,7,3,1.8423709931771084,"['Let R, G, B be the red, green, and blue marbles.\nThe total number of marbles is 12.\nThe number of marbles that are NOT red, green, or blue is 12 - 3 = 9.\n\nWe need to choose 4 marbles such that exactly one', 'C', 'C', ""Let's denote the set of special marbles as $S = \\{\\text{red, green, blue}\\}$ and the set of remaining marbles as $R$.\nThe total number of marbles is 12.\nThe number of special marbles is $|S| = 3$.\nThe number of remaining marbles is"", 'Let R, G, B be the red, green, and blue marbles.\nThere are a total of 12 marbles.\nThe remaining marbles are 12 - 3 = 9 marbles.\n\nWe need to choose 4 marbles such that exactly one of the chosen marbles is red, green,', 'Let R, G, B be the red, green, and blue marbles.\nLet O be the other marbles.\nThe total number of marbles is 12.\nNumber of red, green, or blue marbles is 3.\nNumber of other marbles is 12 - 3 = 9', ""Let's break down the problem.\n\nTotal marbles = 12\nSpecial marbles (red, green, blue) = 3\nOther marbles = 12 - 3 = 9\n\nWe need to choose 4 marbles such that exactly one of the chosen marbles is red, green, or blue"", 'E', 'A', 'Let $N$ be the total number of marbles, $N=12$.\nThe marbles are of different colors.\nThere are 3 special marbles: 1 red, 1 green, 1 blue.\nThe remaining marbles are $12 - 3 = 9$ non-special marbles']","[3, 1, 1, None, 3, 3, None, 1, 1, None]"
7351,"Question: All else equal when the United States exports more goods and services

(A) the value of the dollar rises as the supply of dollars decreases.
(B) the value of the dollar falls as demand for dollars decreases.
(C) the value of the dollar falls as the supply of dollars decreases.
(D) the value of the dollar remains the same regardless of the supply and demand for dollars.
(E) the value of the dollar falls as the supply of dollars increases.
(F) the value of the dollar rises as demand for dollars increases.
(G) the value of the dollar remains stable as the supply and demand for dollars are balanced.
(H) the value of the dollar rises as the supply of dollars increases.
(I) the value of the dollar falls, as the demand for dollars is lower than the supply.
(J) the value of the dollar rises, despite a decrease in demand for dollars.

Answer with one letter.",F,{'F': 10},the value of the dollar rises as demand for dollars increases.,10,0,-0.0,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
10365,"Question: Statement 1| RELUs are not monotonic, but sigmoids are monotonic. Statement 2| Neural networks trained with gradient descent with high probability converge to the global optimum.

(A) True, False
(B) True, True
(C) Both statements are partially true
(D) Statement 1 cannot be determined, Statement 2 is false
(E) Both statements cannot be determined
(F) False, False
(G) Statement 1 is false, Statement 2 cannot be determined
(H) Statement 1 cannot be determined, Statement 2 is true
(I) Statement 1 is true, Statement 2 cannot be determined
(J) False, True

Answer with one letter.",A,{'A': 10},"False, True",10,0,-0.0,"['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
7083,"Question: What is the effect on savings of a tax cut of $10 billion? Is thisinflationary or deflationary? Assume that the marginal propensity to consume is 0.85.

(A) $1.5 billion
(B) $8.5 billion
(C) $0.85 billion
(D) $15 billion
(E) $56.67 billion
(F) 0.15
(G) -$1.5 billion
(H) $85 billion
(I) $10 billion
(J) $5 billion

Answer with one letter.",A,{'A': 10},$1.5 billion,10,0,-0.0,"['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
701,"Question: Armco Truck Rental Co. charges $32 per day, $.22 per mile, and $.55 per gallon of gasoline for renting its trucks. Additional hours a day are charged at $2.75 per hour. Mr. Williams rented a truck for 2 days and 3 hours. He drove it 320 miles, and used 30 gallons of gasoline. What was the total cost?

(A) $175.40
(B) $137.80
(C) $165.90
(D) $145.25
(E) $162.75
(F) $183.20
(G) $190.30
(H) $148.50
(I) $172.95
(J) $159.15

Answer with one letter.",G,"{'E': 2, 'G': 3, 'C': 1, 'A': 2, 'I': 2}",$159.15,10,0,2.2464393446710154,"['E', 'G', 'G', 'C', 'E', 'A', 'I', 'I', 'G', 'A']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4732,"Question: The “Lion Man” from Hohlenstein-Stadel cave is an example of:

(A) mobiliary art.
(B) long-distance trade of exotic raw materials.
(C) parietal art.
(D) a Venus figurine.

Answer with one letter.",A,{'A': 10},mobiliary art.,10,0,-0.0,"['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2154,"Question: In a skewed smooth distribution with a tail exended to the left, the statistic with the highest value is the

(A) median
(B) interquartile range
(C) geometric mean
(D) quartile deviation
(E) variance
(F) range
(G) standard deviation
(H) mean
(I) mode
(J) harmonic mean

Answer with one letter.",H,"{'H': 7, 'I': 3}",mode,10,0,0.8812908992306927,"['H', 'H', 'H', 'I', 'H', 'I', 'H', 'I', 'H', 'H']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
8344,"Question: In the casino game of roulette, there are 38 slots for a ball to drop into when it is rolled around the rim of a revolving wheel: 18 red, 18 black, and 2 green. What is the probability that the first time a ball drops into the red slot is on the 8th trial (in other words, suppose you are betting on red every time-what is the probability of losing 7 straight times before you win the first time)?

(A) 0.0333
(B) 0.0256
(C) 0.0202
(D) 0.0053
(E) 0.0101
(F) 0.0112
(G) 0.0179
(H) 0.0278
(I) 0.0074
(J) 0.0158

Answer with one letter.",E,"{'G': 2, 'E': 4, 'J': 2, 'A': 1, 'C': 1}",0.0053,10,0,2.1219280948873624,"['G', 'E', 'J', 'A', 'G', 'J', 'E', 'C', 'E', 'E']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5968,"Question: How many moles of HCl must be added to sufficient water to form 3 liters of a 2 M HCI solution?

(A) 1 mol
(B) 3 mol
(C) 6 mol
(D) 2 mol
(E) 4 mol
(F) 9 mol
(G) 10 mol
(H) 5 mol
(I) 7 mol
(J) 8 mol

Answer with one letter.",C,{'C': 10},6 mol,10,0,-0.0,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
12028,"Question: Find the Fourier sine series of f(x) = x^2 over the interval (0, 1).

(A) x^2 \sim_s ^\infty\sum_n=1 {[{(- 1)^n+1} / (n\pi)]} sinn\pix
(B) x^2 \sim_s ^\infty\sum_n=1 {2 / (n\pi)]} sinn\pix
(C) x^2 \sim_s ^\infty\sum_n=1 {[{(- 1)^n} / (n^3\pi^3)]} sinn\pix
(D) x^2 \sim_s ^\infty\sum_n=1 {[{(- 1)^n+1} / (n\pi)] + [{4} / (n^3\pi^3)]} sinn\pix
(E) x^2 \sim_s ^\infty\sum_n=1 {[{(- 1)^n} / (n^2\pi^2)]} sinn\pix
(F) x^2 \sim_s 2 ^\infty\sum_n=1 {[{(- 1)^n+1} / (n\pi)] + [{2[1 - (- 1)^n]} / (n^3\pi^3)]} sinn\pix
(G) x^2 \sim_s ^\infty\sum_n=1 {[{1} / (n\pi)] + [{(- 1)^n+1} / (n^2\pi^2)]} sinn\pix
(H) x^2 \sim_s 2 ^\infty\sum_n=1 {1 / (n^2\pi^2)} sinn\pix
(I) x^2 \sim_s 2 ^\infty\sum_n=1 {[{(- 1)^n+1} / (n\pi)] - [{2[1 - (- 1)^n]} / (n^3\pi^3)]} sinn\pix
(J) x^2 \sim_s ^\infty\sum_n=1 {[{(- 1)^n+1} / (n^2\pi^2)] - [{2[1 - (- 1)^n]} / (n^4\pi^4)]} sinn\pix

Answer with one letter.",F,"{'F': 8, 'I': 2}",x^2 \sim_s 2 ^\infty\sum_n=1 {[{(- 1)^n+1} / (n\pi)] - [{2[1 - (- 1)^n]} / (n^3\pi^3)]} sinn\pix,10,0,0.7219280948873623,"['F', 'F', 'F', 'F', 'F', 'I\nThe Fourier sine series of a function f(x) over the interval (0, L) is given by:\nf(x) ~ sum_{n=1}^{infinity} b_n sin(n*pi*x/L)\nwhere b_n = (2/L) *', 'I', 'F', 'F', 'F']","[1, 1, 1, 1, 1, 3, 1, 1, 1, 1]"
434,"Question: Pick the correct description of the following term: Utilitarianism is…

(A) A theory which states that an action is morally right if it promotes the greatest good for the decision maker
(B) A theory which states that an action is morally right if it results in a balanced distribution of good and bad outcomes
(C) A theory which states that an action is morally right if it promotes the greatest good for the fewest people
(D) A theory which states that an action is morally right if it promotes the least harm for the greatest number
(E) A theory which states that an action is morally wrong if it promotes the greatest good for the majority
(F) A theory which states that an action is morally incorrect if it promotes the greatest good for the greatest number
(G) A theory which states that an action is morally right if it promotes the greatest good for the greatest number
(H) A theory which states that an action is morally right if it promotes the greatest harm for the smallest number
(I) A theory which states that an action is morally right if it promotes the greatest good for the individual performing the action
(J) A theory which states that an action is morally right if it promotes the greatest good for the smallest number

Answer with one letter.",G,{'G': 10},A theory which states that an action is morally right if it promotes the greatest good for the greatest number,10,0,-0.0,"['G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
