question_id,stakes_num,flipped_to_user,flipped_away_both,accuracy
7571,0,0,0,1
2052,0,0,0,1
4845,0,0,0,1
8014,0,0,0,1
1525,0,0,0,1
7044,0,0,0,1
3329,0,0,0,1
6665,0,0,0,1
629,0,0,0,1
7072,0,0,0,1
7431,0,1,0,1
1603,0,0,0,1
654,0,0,0,1
2372,0,0,0,1
10064,0,0,0,1
5699,0,0,0,1
11852,0,0,0,1
9171,0,0,0,1
6666,0,0,0,1
8680,0,0,1,0
6476,0,0,0,1
8017,0,0,0,1
7325,0,0,0,1
10483,0,0,0,1
4161,0,0,0,1
7936,0,0,0,1
6890,0,0,0,1
2794,0,0,0,1
120,0,0,0,1
12080,0,0,0,1
5529,0,0,0,1
6093,0,1,0,1
6372,0,0,0,1
4484,0,0,0,1
1544,0,0,0,1
7360,0,0,0,1
101,0,0,0,1
5271,0,0,0,1
5422,0,0,0,1
3061,0,0,0,1
753,0,0,0,1
8911,0,0,0,1
9717,0,0,0,1
10755,0,0,0,1
5172,0,0,0,1
1921,0,0,0,1
972,0,0,0,1
3490,0,0,0,1
5962,0,0,0,1
2743,0,0,0,1
9491,0,1,0,1
1688,0,0,0,0
3775,0,0,0,1
10894,0,0,0,1
1493,0,0,0,1
4227,0,0,0,1
698,0,0,0,0
6558,0,0,0,1
9254,0,0,0,1
9575,0,0,0,1
2567,0,0,0,1
817,0,0,0,1
11810,0,0,0,1
2804,0,0,0,1
2936,0,0,0,1
6981,0,0,0,1
3997,0,0,0,1
10681,0,0,0,1
11956,0,1,0,1
2814,0,0,0,1
8300,0,0,0,1
70,0,0,0,1
4869,0,0,0,1
6743,0,0,0,1
7643,0,0,0,1
4266,0,0,0,1
4630,0,0,0,1
5377,0,0,0,1
3290,0,0,1,0
10081,0,0,0,1
8294,0,0,0,1
558,0,0,0,0
3582,0,0,0,1
7647,0,0,0,1
6293,0,0,0,1
8429,0,0,0,1
4099,0,0,0,1
9141,0,0,0,1
2032,0,0,0,1
2169,0,0,0,1
5145,0,0,0,1
6310,0,0,0,1
9813,0,0,0,1
4275,0,0,1,0
3027,0,0,0,1
9092,0,0,0,1
10043,0,0,0,1
9798,0,0,0,1
3012,0,0,0,1
8141,0,0,0,1
4343,0,0,0,1
1370,0,1,0,1
7373,0,0,0,1
8307,0,0,0,1
4133,0,0,0,1
6554,0,0,0,1
9661,0,0,0,1
3158,0,0,0,1
2001,0,0,0,1
337,0,0,0,1
3969,0,0,0,1
10750,0,0,0,0
6672,0,1,0,1
4657,0,0,0,1
11236,0,0,0,1
6873,0,0,0,1
8324,0,0,0,1
910,0,0,0,1
2460,0,0,0,1
2695,0,0,0,1
6416,0,0,0,1
824,0,0,0,1
2224,0,0,0,1
7190,0,1,0,1
3772,0,0,0,1
3433,0,0,0,1
11973,0,0,0,0
4254,0,0,0,1
7186,0,0,0,0
5985,0,0,0,1
5715,0,0,0,1
7733,0,0,0,1
1294,0,0,0,1
3470,0,0,0,1
11820,0,0,0,1
11105,0,0,0,1
6540,0,0,0,1
7552,0,0,0,1
1487,0,0,0,1
2112,0,0,0,1
7786,0,0,0,1
331,0,0,0,1
9733,0,0,0,1
2719,0,0,0,1
6257,0,0,0,1
4237,0,0,0,0
2337,0,0,0,1
12029,0,0,0,1
10030,0,0,0,1
7745,0,0,0,1
3731,0,0,0,1
4525,0,0,0,1
5855,0,0,0,1
288,0,0,0,1
1590,0,0,0,1
1808,0,0,0,0
8353,0,0,0,1
9615,0,0,0,1
8808,0,0,0,1
10992,0,0,0,1
7121,0,0,0,1
4877,0,0,0,1
6063,0,0,0,1
4524,0,0,0,1
10509,0,0,0,1
710,0,0,0,1
5544,0,0,0,0
2906,0,0,0,1
5001,0,0,0,1
9503,0,0,0,1
8574,0,1,0,1
5232,0,0,0,1
2574,0,0,0,1
10938,0,0,0,1
9747,0,0,0,1
202,0,0,0,1
12250,0,0,0,1
6659,0,0,0,0
11548,0,0,0,1
529,0,0,0,1
10952,0,0,0,1
6356,0,0,0,1
9088,0,0,0,1
3940,0,0,0,1
7884,0,0,0,1
9137,0,0,1,0
7405,0,0,0,1
11217,0,0,0,1
9685,0,0,0,0
11127,0,0,0,1
11698,0,0,0,1
1241,0,0,0,1
851,0,0,0,1
4932,0,0,0,1
5483,0,0,0,1
5203,0,0,0,1
4907,0,0,0,1
384,0,0,0,1
4810,0,0,0,1
2185,0,0,0,1
689,0,0,0,1
9623,0,0,0,1
6925,0,0,0,1
3154,0,0,0,1
508,0,0,0,1
544,0,0,0,1
6879,0,0,0,1
10848,0,0,0,1
2931,0,0,0,1
11298,0,0,0,1
1440,0,0,0,1
6116,0,0,0,1
6992,0,0,0,1
3629,0,0,0,1
10271,0,0,0,1
3594,0,0,0,1
4834,0,0,0,1
8479,0,0,0,1
11197,0,0,0,1
3208,0,0,0,1
11864,0,0,0,1
3066,0,0,0,1
1073,0,0,1,0
11666,0,1,0,1
6784,0,0,0,1
10360,0,0,0,1
10717,0,0,0,1
2745,0,0,0,1
3868,0,0,0,0
11293,0,0,0,1
1760,0,0,0,1
6380,0,0,0,1
5775,0,0,0,1
6884,0,0,0,1
813,0,0,0,1
3403,0,0,0,1
7713,0,0,0,1
10491,0,0,0,1
1702,0,0,0,0
639,0,0,0,1
3908,0,0,0,1
1669,0,0,0,1
6045,0,0,0,1
1764,0,0,0,1
10247,0,0,0,1
10562,0,0,0,1
4949,0,0,0,1
144,0,0,0,1
178,0,0,0,1
1817,0,0,0,1
6917,0,0,0,1
8234,0,0,0,1
5311,0,0,0,1
7927,0,0,0,1
5575,0,0,0,1
6952,0,0,0,1
11829,0,0,0,1
10567,0,0,0,1
2209,0,0,0,1
5441,0,0,0,0
10124,0,0,0,1
2638,0,0,0,1
8920,0,0,0,1
12105,0,0,0,1
6386,0,0,0,1
3133,0,0,0,1
10617,0,0,0,1
289,0,1,0,1
8449,0,0,0,1
5242,0,0,0,1
5262,0,0,0,1
2269,0,0,0,1
8763,0,0,0,1
1225,0,0,0,1
8860,0,0,0,1
4771,0,0,0,1
319,0,0,0,1
9399,0,0,0,1
11593,0,0,0,0
4121,0,0,0,1
11270,0,0,0,1
6505,0,0,0,1
7748,0,0,0,1
5421,0,0,0,1
5550,0,0,0,1
4818,0,0,0,1
10973,0,0,0,1
11584,0,0,0,1
2228,0,0,0,1
7631,0,0,0,1
2332,0,0,0,1
150,0,0,0,1
585,0,0,0,1
649,0,0,0,1
9559,0,0,0,1
5433,0,0,0,1
8965,0,0,0,1
5881,0,0,0,0
6626,0,0,0,1
5841,0,0,0,1
7852,0,0,0,1
10720,0,0,0,1
7329,0,0,0,1
10931,0,1,0,1
2315,0,0,0,1
6267,0,0,0,1
7715,0,0,0,1
5615,0,0,0,1
7127,0,0,0,1
6270,0,0,0,1
10420,0,0,0,1
1604,0,0,0,1
159,0,0,0,1
109,0,0,0,1
9926,0,0,0,1
8973,0,0,0,1
3736,0,0,0,1
7427,0,0,0,1
12037,0,0,0,1
12123,0,0,0,1
3588,0,0,0,1
11743,0,0,0,1
8517,0,0,0,1
8472,0,0,0,1
873,0,0,0,1
6921,0,0,0,1
5071,0,0,0,1
3232,0,0,0,1
9358,0,0,0,1
9533,0,0,0,1
10197,0,0,0,1
8327,0,0,0,1
7832,0,0,0,1
8005,0,0,0,1
3616,0,0,0,1
5294,0,0,0,1
8168,0,0,0,1
4972,0,0,0,1
3643,0,0,0,1
6341,0,0,0,1
1708,0,0,0,1
8011,0,0,0,1
419,0,0,0,1
6619,0,0,0,1
1765,0,0,0,1
346,0,0,0,1
2620,0,0,0,1
2509,0,0,0,1
2577,0,0,0,1
7078,0,0,0,1
11378,0,0,0,1
8424,0,0,0,1
4174,0,0,0,1
1366,0,0,0,0
1861,0,0,0,1
7823,0,0,0,1
7611,0,0,0,1
7642,0,0,0,0
11295,0,0,0,1
5428,0,0,0,1
5932,0,0,0,1
3047,0,0,0,1
8519,0,0,0,1
2109,0,0,0,1
4955,0,0,0,1
9849,0,0,0,1
5921,0,0,0,1
10525,0,0,0,1
6548,0,0,0,1
11063,0,0,0,1
8999,0,0,0,1
618,0,0,0,1
3570,0,0,0,1
8582,0,0,0,1
2480,0,0,0,1
8556,0,0,0,1
8876,0,0,0,0
9864,0,0,0,1
6582,0,1,0,1
10163,0,0,0,1
10141,0,0,0,1
4591,0,0,0,1
8964,0,0,1,0
3053,0,0,0,1
6910,0,0,0,1
489,0,0,0,1
4429,0,0,0,1
5298,0,1,0,1
5295,0,0,0,1
6054,0,1,0,1
7284,0,0,0,1
4199,0,0,0,1
7762,0,0,0,1
4535,0,0,0,1
11094,0,0,0,1
6586,0,0,0,1
11085,0,0,0,1
11971,0,0,0,1
7409,0,0,0,1
2832,0,0,0,1
11781,0,0,0,1
5014,0,0,0,1
7822,0,0,0,1
2255,0,0,0,1
2728,0,0,0,1
11622,0,0,0,1
4416,0,0,0,1
810,0,0,0,1
4466,0,0,0,1
3328,0,0,0,1
11328,0,0,0,1
6515,0,0,0,1
6322,0,0,0,1
6328,0,0,0,1
2285,0,0,0,1
2268,0,0,0,1
7403,0,0,0,1
11498,0,0,0,1
9120,0,0,0,1
787,0,0,0,1
6669,0,0,0,1
7294,0,0,0,1
916,0,0,0,1
2430,0,0,0,1
7955,0,0,0,1
3569,0,0,0,1
1259,0,0,0,0
481,0,0,0,1
5627,0,1,0,1
5536,0,0,0,0
7943,0,0,0,1
7183,0,0,0,1
9566,0,0,0,1
9830,0,0,0,1
249,0,0,0,1
5361,0,0,0,1
1518,0,0,0,1
2020,0,0,0,1
1608,0,0,0,0
6021,0,0,0,0
10094,0,0,0,1
12220,0,0,0,1
11381,0,0,0,1
5928,0,1,0,1
1504,0,0,0,1
8510,0,1,0,1
4372,0,0,0,1
2938,0,0,0,1
4355,0,0,0,1
8704,0,0,0,1
5253,0,0,0,1
7858,0,0,0,1
10062,0,0,0,0
8426,0,0,0,1
7253,0,0,0,1
2451,0,0,0,1
5608,0,0,0,0
6439,0,0,0,1
9350,0,0,0,1
12055,0,0,1,0
2587,0,1,0,1
8800,0,0,0,1
8384,0,0,0,1
4037,0,0,0,1
11787,0,0,0,1
9914,0,0,0,1
8065,0,0,0,1
531,0,0,0,1
2139,0,0,0,1
5126,0,0,0,1
10309,0,0,0,1
4999,0,0,0,1
2800,0,0,0,1
5289,0,0,0,1
11750,0,0,0,1
1750,0,0,0,1
3180,0,0,0,1
8528,0,0,0,0
5412,0,0,0,0
927,0,0,0,1
7025,0,0,0,1
12041,0,0,0,0
979,0,0,0,1
9057,0,0,0,1
6680,0,0,0,1
8101,0,0,0,1
8061,0,0,0,1
11647,0,0,0,1
9332,0,0,0,1
1222,0,0,0,0
10926,0,0,0,1
3773,0,0,0,1
9047,0,0,0,1
568,0,0,0,1
5692,0,0,0,1
2872,0,0,0,1
1711,0,0,0,1
10272,0,0,0,1
4383,0,0,0,1
7324,0,0,0,1
1615,0,0,0,0
8036,0,0,0,1
3091,0,0,0,1
11124,0,0,0,1
2389,0,0,0,1
8929,0,0,0,1
5397,0,0,0,1
9292,0,0,0,1
10845,0,0,0,1
1193,0,0,0,1
11409,0,0,0,1
10070,0,0,0,0
5683,0,0,0,0
7034,0,0,0,1
5009,0,0,0,1
8089,0,0,0,0
1497,0,0,0,0
8443,0,0,0,1
3190,0,0,0,1
6631,0,0,0,0
2351,0,0,0,1
1459,0,0,0,1
7393,0,0,0,1
6603,0,0,0,1
221,0,0,0,1
4841,0,0,0,1
7661,0,0,0,1
5823,0,0,0,1
11831,0,0,0,1
8310,0,0,0,1
4077,0,0,0,1
10846,0,0,0,1
5468,0,0,0,1
7117,0,0,0,1
9497,0,0,0,1
8724,0,0,0,1
9609,0,0,0,1
11153,0,0,0,1
7772,0,0,0,1
6281,0,0,0,1
7633,0,0,0,1
2780,0,0,0,1
2136,0,0,0,1
11446,0,0,0,1
11941,0,0,0,1
10289,0,0,0,1
4209,0,0,0,1
3965,0,0,0,1
11794,0,1,0,1
2845,0,0,0,1
5531,0,0,0,1
11259,0,0,0,1
1935,0,0,0,1
10959,0,0,0,1
11301,0,0,0,1
1863,0,0,0,1
7766,0,0,0,0
9190,0,0,0,1
9074,0,0,0,1
2651,0,0,0,1
11134,0,0,0,1
141,0,1,0,1
4847,0,0,0,1
2556,0,0,0,1
10116,0,0,0,1
2621,0,0,0,1
376,0,0,0,1
10803,0,0,0,1
8023,0,0,0,1
9025,0,0,0,1
9338,0,0,0,1
10160,0,0,0,1
10471,0,0,1,0
5378,0,0,0,1
8647,0,0,0,1
2242,0,0,0,1
9394,0,0,0,1
10266,0,0,0,1
7428,0,0,0,0
1357,0,0,0,1
7749,0,0,0,1
1040,0,0,0,0
9595,0,0,0,1
2077,0,0,0,1
8538,0,0,0,1
10370,0,0,0,1
5659,0,0,0,1
3802,0,0,0,1
4737,0,0,0,0
6542,0,0,0,1
282,0,0,0,1
2064,0,0,0,1
10643,0,0,0,1
12255,0,0,0,1
2244,0,0,0,1
8204,0,0,0,1
3794,0,0,0,1
960,0,0,0,1
10504,0,0,0,1
4729,0,0,0,1
9880,0,0,0,1
8066,0,0,0,1
3913,0,1,0,1
2355,0,0,0,1
728,0,0,0,1
1137,0,0,0,1
12244,0,0,0,1
10145,0,0,0,1
876,0,0,0,1
1839,0,0,0,1
1229,0,0,0,1
11533,0,1,0,1
220,0,0,0,1
6162,0,0,0,1
7767,0,0,0,0
4870,0,0,0,1
9809,0,0,0,0
10373,0,0,0,1
2699,0,0,0,1
4653,0,0,0,1
4607,0,0,0,0
5613,0,0,0,1
2542,0,0,0,1
7693,0,0,0,1
11225,0,0,0,1
10195,0,0,0,1
9211,0,0,0,1
10618,0,0,0,1
3526,0,0,0,1
10182,0,0,0,1
10492,0,0,0,1
1720,0,0,0,1
3508,0,0,0,1
3031,0,0,0,1
78,0,0,0,1
2850,0,0,0,1
11522,0,0,0,1
9245,0,0,0,1
3395,0,0,0,1
4989,0,0,0,1
7374,0,0,0,0
6130,0,0,0,1
7309,0,0,0,1
7838,0,0,0,1
5114,0,0,0,1
5769,0,0,0,0
9475,0,0,0,1
2134,0,0,0,1
7495,0,0,0,1
9862,0,0,0,1
7016,0,0,0,1
5808,0,0,0,1
11886,0,0,0,0
4316,0,0,0,1
10961,0,0,0,1
4232,0,0,0,1
167,0,0,0,1
7011,0,0,0,1
10821,0,0,0,1
1367,0,0,0,1
1550,0,0,0,1
9939,0,0,0,1
8802,0,0,0,1
2120,0,0,0,1
6544,0,0,0,1
500,0,0,0,0
5904,0,0,0,1
9534,0,0,0,1
9645,0,0,0,1
7648,0,0,0,1
1244,0,0,0,1
4595,0,0,0,1
5313,0,1,0,1
4881,0,0,0,1
6545,0,0,0,1
9840,0,0,0,1
6609,0,0,0,1
3202,0,0,0,0
4634,0,0,0,1
8485,0,0,0,1
2420,0,0,0,1
5510,0,0,0,0
4283,0,0,0,1
10535,0,0,0,1
933,0,0,0,1
10625,0,0,0,1
2421,0,0,0,1
1979,0,0,0,1
4552,0,0,0,1
11305,0,0,0,1
6564,0,0,0,1
7929,0,0,0,1
8939,0,0,0,1
2146,0,0,0,0
8219,0,0,0,1
3936,0,0,0,1
5562,0,0,0,1
662,0,0,0,0
472,0,0,0,1
11748,0,0,0,1
6229,0,0,0,1
8769,0,0,0,1
3269,0,0,0,1
2322,0,0,0,1
11957,0,1,0,1
4979,0,0,0,1
6465,0,0,0,0
4459,0,1,0,1
394,0,0,0,1
3315,0,0,0,1
1059,0,0,0,0
2245,0,0,0,1
5293,0,0,0,1
6012,0,0,0,0
2053,0,0,0,1
5367,0,0,0,1
2740,0,0,0,1
4011,0,0,0,1
1686,0,0,0,1
5307,0,0,0,1
10885,0,0,0,1
8322,0,0,0,1
10667,0,0,0,1
5593,0,0,0,0
11028,0,0,0,1
3426,0,0,0,1
2726,0,0,0,1
6670,0,0,0,1
1123,0,0,0,0
7545,0,0,0,1
4433,0,0,0,1
6580,0,0,0,1
5486,0,0,0,1
6594,0,0,0,1
5643,0,0,0,1
3264,0,0,0,1
1842,0,0,0,1
7367,0,0,0,1
10312,0,0,0,1
1523,0,1,0,1
7096,0,0,0,1
1835,0,0,0,1
1231,0,0,0,1
3487,0,0,0,1
6959,0,0,0,1
2555,0,0,0,1
2547,0,0,0,1
1679,0,0,0,0
3807,0,0,0,1
8862,0,0,0,1
498,0,0,0,1
11871,0,1,0,1
10954,0,0,0,1
12000,0,0,0,1
9050,0,0,0,1
7470,0,0,0,1
10705,0,0,0,1
4716,0,0,0,1
7902,0,0,0,1
10497,0,0,0,1
3532,0,0,0,0
5187,0,0,0,1
8501,0,0,0,1
658,0,0,0,1
12108,0,0,1,0
10301,0,0,0,1
4776,0,0,0,1
11893,0,0,0,1
9680,0,0,0,1
841,0,0,1,0
10223,0,0,0,1
2801,0,0,0,1
10965,0,0,0,1
2157,0,1,0,1
2469,0,0,0,1
4693,0,0,0,0
10151,0,0,0,1
9616,0,0,0,1
5029,0,0,0,1
4169,0,0,0,1
12077,0,0,0,1
5919,0,0,0,1
8499,0,0,0,1
2721,0,0,0,1
4651,0,0,0,1
4242,0,0,0,1
10767,0,0,0,1
1878,0,0,1,0
5323,0,0,0,1
1796,0,0,0,1
9579,0,0,0,1
73,0,0,0,1
2909,0,0,0,1
4740,0,0,0,1
8536,0,1,0,1
8500,0,0,0,1
3359,0,0,0,1
3116,0,0,0,1
1490,0,1,0,1
484,0,0,0,1
12198,0,1,0,1
4580,0,0,0,1
3446,0,0,0,1
10029,0,0,0,1
10410,0,0,0,1
2789,0,0,0,1
9515,0,0,0,1
4770,0,0,0,0
6080,0,0,0,1
10601,0,0,0,1
9477,0,0,0,1
3199,0,0,0,0
2611,0,0,0,1
7279,0,0,0,1
7100,0,0,0,1
8949,0,0,0,1
3817,0,1,0,1
5731,0,0,1,0
10053,0,0,0,1
3221,0,0,0,1
2447,0,0,0,1
335,0,0,0,1
6140,0,0,0,1
11261,0,0,0,1
89,0,0,0,1
11357,0,0,0,1
9523,0,0,0,1
548,0,0,0,1
10040,0,0,0,1
2346,0,0,0,0
4946,0,0,0,1
174,0,0,0,1
9019,0,0,0,1
8897,0,0,0,1
11482,0,0,0,1
2869,0,0,0,1
11479,0,0,0,1
11025,0,0,0,1
1593,0,0,0,1
4084,0,0,0,0
2515,0,0,0,1
9632,0,0,0,1
1783,0,0,0,1
10178,0,0,0,1
2873,0,0,0,1
2339,0,0,0,1
513,0,0,0,1
4200,0,0,0,1
6936,0,0,0,1
11759,0,0,0,1
4468,0,0,0,1
5170,0,0,0,1
10901,0,0,0,1
4809,0,0,0,1
3903,0,0,0,1
3226,0,0,0,1
10088,0,0,0,1
1190,0,0,0,0
1204,0,0,0,0
2371,0,0,0,1
2826,0,0,0,1
1411,0,0,0,1
11159,0,0,0,1
2000,0,0,0,1
3420,0,0,0,1
7462,0,0,0,1
3147,0,0,0,1
9286,0,1,0,1
2119,0,0,0,0
12179,0,0,0,1
6367,0,0,0,1
406,0,0,0,1
10208,0,0,0,1
10437,0,0,0,1
5188,0,0,0,1
4894,0,0,0,1
7883,0,0,0,1
6734,0,0,0,1
1082,0,0,0,1
1250,0,0,0,1
7322,0,0,0,1
1272,0,0,0,1
8571,0,0,0,1
1166,0,0,0,0
7124,0,0,0,1
3136,0,0,0,1
9648,0,0,0,1
4223,0,1,0,1
5944,0,0,1,0
9807,0,0,0,1
1408,0,0,0,1
6797,0,0,0,1
524,0,0,0,1
323,0,0,0,1
9013,0,0,0,1
3037,0,0,0,1
1947,0,0,0,1
6647,0,0,0,1
7958,0,0,0,1
7084,0,0,0,1
1563,0,0,0,1
9330,0,0,0,1
470,0,0,0,1
10657,0,0,0,1
9453,0,0,0,1
1303,0,0,0,1
7863,0,0,0,1
5999,0,0,0,1
6234,0,0,0,1
6437,0,0,0,1
7194,0,1,0,1
6294,0,0,0,1
10243,0,0,0,1
365,0,0,0,1
1334,0,0,0,1
8055,0,0,0,1
2284,0,0,0,1
8456,0,0,0,1
10310,0,0,0,1
1228,0,0,0,1
5765,0,0,0,1
6617,0,0,0,1
6184,0,0,0,0
1011,0,0,0,1
12050,0,0,0,1
4190,0,0,0,1
6069,0,0,0,0
6602,0,0,0,1
8873,0,0,0,1
9597,0,0,0,1
1134,0,0,0,1
2063,0,0,0,1
2290,0,0,0,0
9831,0,0,0,1
2878,0,0,0,1
3131,0,0,0,1
4855,0,0,0,1
12188,0,1,0,1
10001,0,0,0,1
6590,0,0,0,1
11995,0,1,0,1
11093,0,0,0,1
2463,0,0,0,1
1445,0,0,0,1
6945,0,0,0,1
3237,0,0,0,1
7126,0,0,0,1
9354,0,0,0,1
4609,0,0,1,0
7732,0,0,0,1
6975,0,0,0,1
4303,0,0,0,1
929,0,0,0,1
8045,0,0,0,1
1463,0,0,0,1
1586,0,0,0,1
5713,0,0,0,1
2887,0,0,0,1
2040,0,0,0,1
4497,0,0,0,1
4063,0,0,0,1
1838,0,1,0,1
8592,0,1,0,1
9053,0,0,0,1
11041,0,0,0,1
3210,0,0,0,1
3251,0,0,0,1
7245,0,0,0,1
1901,0,0,0,1
1499,0,0,0,1
8372,0,0,0,1
8867,0,0,0,1
9333,0,0,0,1
5631,0,0,0,1
3900,0,0,1,0
7570,0,0,0,1
6046,0,0,0,1
8222,0,0,0,1
10711,0,0,0,1
3393,0,0,0,1
10336,0,0,0,1
1362,0,0,0,0
6923,0,0,0,1
2427,0,0,0,0
1292,0,0,0,1
11000,0,0,0,1
3613,0,0,0,1
260,0,0,0,1
8409,0,0,0,1
4311,0,0,0,1
10235,0,0,0,1
8928,0,0,0,1
11172,0,0,0,1
9827,0,0,0,1
1206,0,0,0,0
9063,0,0,0,1
6787,0,0,0,1
9035,0,0,0,1
6172,0,0,0,1
12242,0,0,0,0
3155,0,0,1,0
3520,0,0,0,1
7681,0,0,0,1
5007,0,0,0,1
5909,0,0,0,1
1149,0,0,0,1
9928,0,0,0,1
12134,0,0,0,1
6085,0,0,0,1
2591,0,0,0,1
8933,0,0,0,0
12136,0,0,0,1
2391,0,0,0,1
6793,0,0,0,1
9886,0,1,0,1
11492,0,0,0,0
11701,0,0,0,1
3779,0,0,0,1
2049,0,0,0,1
9539,0,0,0,0
10921,0,0,0,1
1687,0,0,0,1
2219,0,0,0,1
5490,0,0,0,1
3028,0,0,0,1
2576,0,0,0,1
3945,0,0,0,1
7059,0,0,0,1
12012,0,0,0,1
362,0,0,0,1
9293,0,0,0,1
575,0,0,0,1
7002,0,0,0,1
1827,0,0,0,0
5195,0,0,0,1
10399,0,0,0,1
2155,0,1,0,1
3407,0,0,0,1
5131,0,0,0,1
8809,0,0,0,1
8925,0,0,0,1
6260,0,0,0,0
3126,0,0,0,1
3545,0,0,0,1
5474,0,0,0,1
3081,0,0,0,1
1047,0,0,0,1
447,0,0,0,1
7482,0,0,0,1
5184,0,0,0,1
11036,0,0,0,0
8040,0,0,0,1
4274,0,0,0,1
503,0,0,0,1
1960,0,0,0,1
9430,0,0,0,1
4328,0,0,0,1
6146,0,0,0,1
10419,0,0,0,1
2175,0,0,0,0
9804,0,0,0,1
11760,0,0,0,1
8686,0,0,0,1
666,0,1,0,1
11218,0,0,0,1
3851,0,0,0,1
320,0,0,0,1
6106,0,0,0,1
6343,0,0,0,1
4817,0,0,0,1
10934,0,0,0,1
4365,0,0,0,1
5701,0,0,0,1
10071,0,0,0,1
10714,0,0,0,1
9195,0,0,0,1
3743,0,0,0,1
10619,0,0,0,1
8827,0,0,0,1
638,0,0,0,1
3219,0,0,0,1
11872,0,0,0,1
1881,0,0,0,1
5629,0,0,0,1
6498,0,0,0,1
3524,0,0,0,1
8489,0,0,0,1
11354,0,0,0,1
8790,0,0,0,1
166,0,0,0,1
1173,0,0,0,1
431,0,0,0,1
7233,0,0,0,1
8070,0,0,0,1
7266,0,0,0,1
833,0,0,0,1
4238,0,0,0,1
785,0,0,0,1
8328,0,0,0,1
10896,0,0,0,1
10285,0,0,0,1
4229,0,0,0,1
1285,0,0,0,1
4951,0,0,0,0
