essay_id,essay,ground_truth,llm_response
12792,I think the mood was happy @CAPS2 the @CAPS1 talk about a @PERSON2 named narciso Rodriguez and that he lived in Cuba and he's parents moved to the United States so the family could Be together and I think that the @CAPS1's mood is happy @CAPS2 this story was great a talk about a @CAPS3 and his parents moving to the United States.,F,F
19147,This one time my brother and I were coming back from @LOCATION1. Everything was fine until the car broke down on the free way. So we called our parents to come get us. Well when they got there they forgot the cabols. So just as they were getting to us they left. So @NUM1 hours went by hear they come. I said did you remember to get every thing. They shook their head yes hooked up the car and a way we went.,D,F
15235,"The builders of the Empire State Building faced many obstacles in attempting to allow dirigibles to dock there. The Empire State Building is located in the densely populated New York City. Therefore, if the dirigible dangled high in the air above those people, it would surely be unsafe In addition to the safety aspect, one of the greatest obstacles was nature. The violent winds on top of the building are always shifting due to the air currents, therefore, it would cause the dirigibles to swivel around the mast. Lastly, there was a law against airships flying too low over urban areas, thus making it illegal for dirigibles to ever fly up to the building.",D,A
14870,"In the excerpt, the Mooring Mast, by Marcia Amidon Lüsted, the construction of the Empire State Building faces many problems. One of these problems is that the governer of New York, Al Smith wanted the building to be the tallest in the world. In order to do this you would need a mask to break the record. The mask made to made nature a danger to the whole building because of violent air current. Another reason how the Empire State Building failed is because their was a law banning airships flying too low over urban areas. This law went in effect because of a German dirigible caught on fire in Lakehurst, New Jersey. Those were just some of the many problems the dirigibles faced while passing the Empire State Building.",D,C
7384,"Each area the author entered changed what he felt and experienced. At first, he is lent courage by his surroundings. When he passes through the first town, abandoned and empty, he is still confidant he can go on sparred by the lush green trees and the cool rivers around him that belied the hot sun overhead. They are basically the reason he continued to go on. Later on during his trek through the desolated empty desert, his bleak surroundings make him feel hopelessness as well as despair. Even in the small details, such as the ghost town or the pump, this is ploven, as the ghost town brings him the first vestige of despair, and the useless pump only amplifys it. The scenario and scenery reflect and alter the authors mood throughout the story.",F,C
1121,In my opinion i think that computers help people. It helps them with imformation that they @MONTH1 need. It can also help learn a lot of things.,F,F
665,"I tink that a computer is a good idea because when people are online they like to talk to there family and see them by the video cam. When you dont want to go out or your just go online and pay us . Like would you like to be no because when you watching a movie that you like your be like oh "" go clean your room"" and you go like ""oh wait this movie is good."" The computer are the best system for go online every body use computer. Witout computer how you going to cheak your yahoo @CAPS1. My moom love to be on @CAPS2. How you going to check your message if u dont know have a computer. If they lake computers out of sle every body is going to try to make one. and the people from walmart is going to be like they making more money than me llike the people from but buy they got good computers. no one is to make people to get people offline. Apple store have when people go over and buy some computers. When they be spending all the time on the is because they like to be online. If i like onlie you are not going to take the computers and say u searching mor in the computer. But is all bout computers when your mom is all ways at your house boring do go bu a computer whne you get money.",D,F
10234,"The author conclude the story with her saying in the spring, when the snows melt and the geese return and this hibiscus is budding then I will take that test again. to say the she will not gust out like that.",F,F
15514,The builders faced many obstacles while building a mast for dirigibles on the Empire State building. One was that the had to strengthen the foundation so that all the stress on the buildings structure wouldn't tear it apart. Also the fact it was impractical for a dirigible mast because shifting currents and winds would either make it impossible to land or would circle the blimp around and hit buildings. The workers faced these obstacles and finally realized that they couldn't do it.,D,C
6269,The whys  the  setting  affected  the  cyclist  is  that  the  hotter  it  was  the  more  water  that  he  drank.  Also the further he  travled  the  more  tired  he  got  which caused him to get hotter  and  which  caused  him  to  drink  more  of his water.,F,F
18131,"I thought that when I got hurt during football and was on a stretcher, everyone was patient. They understood that I could only go a cartair spare and waited for me in the hallways and carried my stud from room to room. An example of someone showing this patience was @CAPS1 @PERSON2 had to hurry to go to the bathroom but walked with me slowly so I wouldn't be alone. Another example of someone being patient with me is @PERSON1. Lauren was patient with me  when I asked her.???????????",D,F
10460,The reason why they include the story with the paragraph is because they talk about the same thing. Then they probably included the story with the paragraph might have been to show the good relationship between the mother and daughter and how they can do things together. Then in the story they talk about going to Canada together.,F,F
12316,"The mood created by the author was very greatful and outgoing.The person was very greatful to grow up and be able to live in @LOCATION1. He loved how his parents gave up everything and were selfless so their kids could live normal lives and do what they wanted to do.The kids parents were very outgoing because they gave up everything they had in their lives in Cuba, so they could give everything they ever wanted to their kids in @LOCATION1.",D,D
13318,"In the memoir, @PERSON1, the author creates a mood that inspires us to try our hardest and that mood is perseverence. The mood perseverence is expressed in the memoir in many ways. One way it is a stress is when @ORGANIZATION1 and @PERSON1 moved to the United States and lived in a one bedroom apartment. They finally saved up enough money to be able to move into a @NUM1 bedroom apartment. In this neighborhood the family raise as much money as possible to buy food for themselves and to help the people that were in need of anything from, water, shelter, and clothing. The reason they move from Cuba was to begin a better life in the United States which they never gave up until the day that they finally had enough money to live here.",D,D
12997,"The author creates a unique mood in the memoir Narciso Rodriguez from Home: The Blueprints of Our Lives. The mood is loving/caring/kind from what the authors saying about his memories. It is loving because he is talking about all the close relationships he had with his family and friends. ""Growing up in this environment instilled in me a great sense that ""family"" had nothing to do with being a blood relative."" The mood was also sad because throughout the whole thing he was saying thank-you to his parents for all his oper tunities. ""I will always be grateful to my parents for their love and sacrifice."" Also another mood is happy, happy from all the great memories. He talks about all his family and friends hangin' out and having a great time. In the memoir Narciso Rodriguez from Home: The Blueprints of Our Lives the author creates a unique mood.",D,D
18683,"A kid in my school, @PERSON1, has had a crush on my best friend my coarse for who knows how long. He has asked her about fifty times. She likes him as a friend but nothing more. She has dated many guys since @PERSON1 first asked her out. Mycaela can be a little boy obsessed.In fact she is now dating a boy who I asked out two days ago, sorry of topic. Anyway, @PERSON1 is always very patient, hoping mycaela will come around someday. Its been almost two years with him stalking her and she still hasnt come around. I just think that @PERSON1 is very patience and be is a great kid.",D,D
15003,"In the excerpt ""The Mooring Mast"" by Marcia Amidon Lüsted there are many obstacles that the builders stumble across. Many people would have a hard time with creating the docs for the dirigibles for the Empire State Building. One major obstacle that the builders had was ""The one obstacle to their expanded use in New York City was the lack of a suitable landing area."" Another obstacle that they could come across is that the dirigibles could take to long to fuel up and could cause a jam with other dirigibles. Even though they had this huge obstacle they managed to get their way and they found a way to actually use the dirigibles without any types of problems.",F,D
6056,"The wonderful features and settings had a dramatic affect on the author. The affect was bad rather that good. First, there was the almost unbearable heat. The author had limited amount of water and used a lot of it because of the smoltering temperatures. Another feature that had a great impeidence on the authors well being would be the lack of water in the pumps he stumbed across at the snack. Lastly would be the tar-like substance that came out of the pump when author tried to get water. There was also Brackish water in the that tasted suspiciously like Battery acid.",F,F
9491,The author in this story explaynes how hard some changes can be. The author also explayns how family and object frome home such as the flower can be comforting. The meaning of the story is to show one of the author expierances in life.,F,F
12976,The mood created by Narciso Rodriguez  in his memoir is thankfulness. Throughout the memoir Rodriguez talks about the life his parents gave him and how thankful he was.,F,F
16556,It show that in the Future the @CAPS1 Building was never fufill it Purpose to use.and that it is the @CAPS2 Building in new york.,F,F
18777,I dont have a time when Im patience so today I going to write about how impatience I am. I thank one day I was in a long line at the stare. (@ORGANIZATION1). I was a hot day and I was ready to go my cool and big house and relax and chillout. You all know how old people are they walk slow and talk to much. If you already notice. @NUM1 of those people where in front of me. Hes taking all the day taking out his wallet and talking to much. So I said you know what Ill jus go to another @ORGANIZATION1 and get me a slippery due rite know I cant deall of this slowness or a humid day and left.,D,F
18335,"This is my story about being patient, I close my hope to be ""write a stay about also you was patient"". My way of that is me at a doctors office and waiting for @NUM1 hours to get a brace for my friend of wrist. First the setting are in waiting room then a office, with there was had to wait for @NUM1 hours. So me and my dad were in this waiting room it was suppose to be. @NUM3 appointment and she told us to sit down, and there are @NUM4 other people lellge.   So I said down thinking my mom his going to him ll. Iany seemed first @CAPS1 and it was a till of there waiting because I will very patient. But my dad want he was worried and then fill sleep. As people went by help called to get loss patient, many and make. Them and @CAPS1 hour presnt by, @CAPS1 I      ?    Said life my for, but that should my child my mom. Since had ""or ion"" I jumped out of my dad and woke my dad up and went to the mom. These up walked out hour, but I was patient. So the adder came in and gave me the brace got resettled in and left. That was a story about he being patient at doctors office and for a @NUM5 minutes thing.",D,F
6411,Some features can affect the cyclist. The weather can slow them down like if it was cold or hot outside it can slow the person down. If the person does not,F,F
10242,He ends the paragraph with this cause he is meaning to say he would rather take the test again when it is beautiful out in conclusion this is why I think The author ends it with this sentence.,F,F
12835,"The mood of the author is happy. The mood is happy because they doesn't really mention any negative thoughts or feelings at all. He mentions throughout the story, how he is so grateful for his family, like his mom and dad. He talks about himself being cuban, and how proud he is to be Cuban. The narrator has a bunch of good thoughts, about his mother and father. He mentioned in the story ""I will alway be grateful to my parents for their love and sacrifice. He always tells his parents of how proud he is of them, and mentions how their basically an @CAPS1.",D,D
10371,"When they  come back, Saeng vowed to silently herself, in the spring, when the snows melt and the geese return and  this hibiscus is budding, then I will take that test again. The author concluded this story in such a way that it makes the reader ask questions much live in the @CAPS1s @ORGANIZATION1 when there was a modernist way to interprentle means of a sty by makeing the reader ask questions instead of that beig a moral to the story. For example in the @CAPS1s @ORGANIZATION1"" the main character @PERSON1 run away and all are could get as a slaming door. Much live in this story there is a twist in that what test is the main character talking about? Is she goig to try to move ww friends? is this live a resolution she is making to herself? also this leaves the reader wanting more of the story so that they @MONTH1 go back and even read it again.",F,F
18179,Patience is eporten. Becus if you dont haf patience you wont git that far in lif. If you dont haf patience pepol wunt lak you at all. And yeu dont haf patience you wont be abl to fis stuf.,F,F
19061,"This is a story about patience. Patience is needed in life. Sometimes when you get very frustrated, you need patience. One reason is if someone or something   gets you mad, you need patience or you can get in trouble. For example if you get mad because of someone and you start a fight, youll get in huge trouble. Or if you try doing something and you cant, you need patience or you can break something and get in trouble. Another reason for patience is if you are working with someone or teaching someone, you need patience so you dont hurt their feelings if they cant do something right. They might get mad and not want to be with you. A third reason for patience is if you know someone who keeps getting you mad or keeps humiliating you, you need to have patience with him/her. Just ignore the person so you both dont get in trouble. If you wouldnt have patience, things could end drastically.so that is why you should have patience. Without patience you can get in trouble, lose a friend, and a lot of other things could go wrong. Thats why you need patience.",D,C
10641,The author concludes the story with this paragraph because she probably doesnt want the snow to melt so that the geese wouldnt return. Also I think it wants to inform the reader about what Saeng was thinking.,F,F
6611,"The features of the cyclist is rough because of the hills, snakes, heat, amount of water. The hills give you a breeze going down but going up give you a hard time. The snakes can hurt you by bitting. The heat could make you sick. The amount of water can really hurt you by being dehydrated.",F,F
11959,"The mood in the memoir is happy. It is happy because it is a talking about Narciso's memories. For example, in paragraph @NUM1, it says ""I will always be grateful to my parents for their love and sacrifice."" The mood is also appreciative. For example, in paragraph @NUM1, it says ""I've often told them that what they did was a much more courageous thing than I could have ever done. I've often told them of my admiration for their strength and perseverance, and I've thanked them repeatedly."" The mood is also sad. For example, in paragraph @NUM1, it says ""But, in reality, there is no way to express my gratitude for the spirit of generosity impressed upon me at such an early age and the demonstration of how important family and friends are. So there was several moods in this memoir.",D,D
7213,"I belive the setting of an area can affect the mind when put is certin situations. In the reading the man is cycling and he sees no one, he is almost out of water and cant se a house or a person as far as he can see. This is scary and gives te feeling of helplessness but if he would be in @LOCATION1 and go past cars, people on the street and cars he would be calmer he could get water at only building along his ride the tempature would be cold there far he would drink less and go further. This would have changed his mood.",F,D
6314,The features of the setting affect cyclist because if you are going down hil and then hit a rough road you not going to do so good. Like for example he had been going on flat land then it changed to hills lastly into rough road. These conditions could seriously hurt someone.,F,F
12187,"In the memoir, ""Narciso Rodriguez"" from Home: The @CAPS1 @CAPS2 of our Lives the overall mood of the author is greatfulness. Narciso begins the memoir by telling us how much @CAPS3 appreciates his culture and all that his parents do for him In paragraph @NUM1, ""... And unwittenly passed on to me the rich culinary skills and love of cooking... (For which I am eternally greatful)"" @CAPS3 has an optemistic outlook on every aspect of his family and his culture. Most of it had to do with how @CAPS3 grew up and was born into a family who had just finished their hardships of getting int @LOCATION1.",D,F
7549,"In the setting of the essay; ""Rough Road Ahead: Do not Exceed Posted Speed Limit."" had a great affect on the cyclist. It made him even more determined to finish because the terrain was so hard to ride through. For example, ""At some point, tumber weeds crossed my path and a ridiculously large snake-it really did look like a diamond back-back the majority of the pavement in front of me, I eased past, trying to keep my balance in my dehydrated state. ""The author fully explains how no matter how bad the obstacles are he comes across he keeps trying to easy on by. The terrain affect the character by keeping him determined. This happens to many people in their sports. For example in football they take any problems and use them as reasons to push themselves harder to finish the game. ",F,D
9853,"The author is concluding the story with that parapraph stating when spring and @DATE2 comes again then she will take the test again. Meaning she will plant the flowers and get them to grow again. Hoping she dont fail at doing so. For example, ""Mrs. Lambert, liked it. this sharp bitter melon that left a golden after taste on the tongue.",F,F
18635,A time when I was patient was on the city bus. So me and my mom could go to walmart. We waited for @NUM1 hours till we got there. Before we got on we had to pay a @MONEY1 each. Then ask for transfer very nicely. T hen hop on another bus then get off and go shopping. Then wait till bus comes back and go home after @NUM1 hours. Then get of bus at the corner and walk back to the house.,D,F
13381,The mood that was created by the author in the memoir is thankful and @CAPS1. I think that the moods are @CAPS1 and thankful because there are surten parts in the story where it makes him seem like he is @CAPS1 and throughout the story he is just saying thank you to his mother and father. So those are the two moods that I think there are in the memoir. Also these are my thoughts on the memoir.,F,F
18565,"What is patience? Patience means that you are understanding and tolerant. A patient person experiences difficulties without complaining most people are impatient these days. Patience is like waiting. For example, if you are in a traffic jam in a long line, or maybe you have to wait your turn for something. Patience is one of the best qualities someone could have. Every year more people become impatient. @CAPS1 want people to hurry or move faster. @CAPS1 need to gain patience by taking deep breaths or calming down. I think the world would be more peaceful if everybody had patience there would be no more conflict and if that happened some day, everybodies lives would be perfect.",D,F
12491,The mood that the author creates in the memoir is gratefulness. The basis of the authors life has been the @NUM1 lessons that his parents have shown him with their lives. The author is eternaly grateful to his parents for passing on their love of cooking and their rich culinary skills. Narciso Rodriguez admires his parents strength and courage for what they did. The mood that the author portrayed in the memoir is gratefullness towards his parents.,D,D
10255,It shows the importance of the  Hibiscus to Saeng and her dedication to the flower. It is also stating that she will wait for next spring to admire the flower again.,F,F
13426,"The mood created by the author in the memoir is, happy, proud of his parents and proud to be a Cuban. For example in paragraph @NUM1 he states ""I will always be grateful to my parents for their love and sacrifice."" His parents gave up their wonderful jobs in Cuba and now are working jobs that they don't like. Another example is in paragraph @NUM2 Narciso says that this environment instilled in me a great sense that ""family"" had nothing to do with a blood relative. Narciso is grateful for his parents and grateful for being in @LOCATION1.",D,C
12821,The mood created by the author in the memoir is @CAPS1. He tels us his life in past of the hoas he ust to live in and how much hapines it broght hem. He tels us how they cald the people to selebrate when they cam to @CAPS2 ther first ime. But he dosent only tell us what good time he had he olso told us haw hard it was fur him to live in cuba.,F,F
9151,"Why did the author conclude the story with this paragraph? I believe that the author concluded that paragraph because it tells what she is going to do in the future. For example in the story she told her mom I failed When she was putting the flower in the hole by the garden a flock of geese were flying, heading south.",F,F
16464,"The first obstacle that the can builders faced was the fact that the idea of the empire State building being the tallest construct in New York City had been shattered. This led them to subsequently face more obstacles as their plan expanded. When the design to make the construct of the plan was complete they begin to face more potential problems. The first being it was not logical or probable to ""drop a mooring mast on top of the Empire State Building's flat roof"" (line @NUM1) For, in dang this the amount of stress it would induce on to the frame would be monstrous, hence, it was concluded the stress would have to be transmitted through the building's foundation, which to the builders dismay was 11 hundred ft. below. This resulted in @MONEY1 worth of modifications to the foundation. Another obstacle that was faced was the wind pressure. ""Los Angeles approached the mooring mass but could not get close engough to tie up because of  forceful winds"" (line @NUM2)",D,D
9472,"The author finished off the story with that paragraph because the paragraph is saying that overtime when she is adapted well to every thing she will be able to take the test, so thats why she says and the geese return and this hibiscus is budding, @CAPS1 that all it needs is time. Time to get warm and time to grow. Also the paragraph is well thought out and relates to the entire story. So she concluded with a great paragraph that made a lot of sense in relationship with the story.",F,F
11981,"The mood the author created in the memoir was... him or herself expressing what it was like but then when something like that happened to them. Also he was explaining how he was really happy that their parent gave up everything in Cuba just to come be with their children, they Also didnt even know how to speak english when they first moved from cuba. So now pretty much their whole family lives close to eachother so they can all see eachother. Even if the parents can't find the jobs there looking for they were going to do whatever to make their family happy. Now that their family together They can spend the rest of there life happy together",D,F
6673,"The features of the setting affect the cyclist for many reasons. If the setting is dark trainy, there arent going to be ??? running outside. If it is snowing, the ??? are not going to be swimming in the water.",F,F
4628,"Should there be censorship in libraries? Many people will answer this question differently. I feel there should be absolutely no censorship in libraries.     Allowing censorship in libaries is an intrusion of our rights. It contradicts freedom of the press. If someone wants there opinion to be read they should have that right.     I also feel censorship in libraries goes against freedom of speach. What is writing, but written speach?  If someone wants to say something, they should be able to say it. If a mute person wants to get a point out, they should be able to do so by writing.     What some people @MONTH1 consider offensive, others @MONTH1 not. If someone finds it offensive, they should simply not read it",D,D
12635,"In the story ""Narciso Rodriguez From Home: ""The Blueprints of Our Lives. In the story the little girl lives in a one bedroom apartment and she doesn't call at home untill she move's into a three bedroom apartment they maybe she will call it home. She doesn't really know adout love & to be kinda Also, to care about people. But at the end of the story she knows adout love she say's ""I will nevere forget how my parents turned this simple house into a hom"".",F,F
13274,"The mood created by the author in the memoir. Growing up in this environment instilled in me a great sense that family had nothing the memoir life was hard. Quite the contrary our neighborhood was made up of mostly Spanish, Cuban and Italian immigrants at a time when overt recism. in their neighborhood despite customs elsewhere all of these cultures came together in great solidary and friendship. Over all these was hard for the author memoir",F,F
4324,"I think that any book or movie should have some warning sighns apon it, to insure that all peaople know what they are going to experience before reading or seeing anything. sSome movies or books read or watched, should have an age limit too. Some of the things people find offensive, other people @MONTH1 not and if taken all of the stuff out of movies or books @MONTH1 cause people not to go see or read as much movies or books.      In alot of music some things might be offensive, but if you don't apriciate what they say in the song then dont listen to that group. There are some rap artist that say some things people might not like but, you dont have to listen to them there are alot more bands and diffrent kinds of music to choose from. It would b hard taken stuff out of movies and music like that because it might take alot of what the people want to see.     In magazines alot of people including i like hearing the trooth about celebrities and interesting facts about people and movies, that alot of people @MONTH1 not know. If parents dont like there children reading those kinds of books have them go buy a set that they will enjoy haveing there kids read.",D,F
18758,"One day when I was walking put side I found a snake on a rock. I yelled for my big brother who was playing his game. He said hold on I need to beat the leavie  but the snake was getting eratatid sot said, now garrid its leaving finally after ten minutes he came out of the house and stared at what was in my hand. He asked me why do you have a snake I re plied I saw it cool. he liked I and let it go.",D,F
12161,"The mood Created by the author in the memoir was admiration. First of all @CAPS2 felt proud of his parents because they share ""Cooking duties and the work around the house."" @CAPS1 of all @CAPS2 felt @CAPS3 of knowing cuban background and @CAPS2 was proud because his parents were cuban. @CAPS2 was very admire by his parents because @CAPS2 was proud of being cuban two. These is the mood created by the author in the momoir.",D,F
11912,"The mood created by the author in the memoir is how she learned the definition of ""family"". She learned the definition of ""family"" at what she calls it her ""simple house"". I know this because in paragraph @NUM1, she says ""It was here where I learned the definition of ""family.' ",D,F
9275,The author concludes with that paragraph because show that she will go back to the one place and will not break down like that and grif over what she has lost and have to deal with change.,F,F
12789,"The mood in this story @PERSON1. Moving can be hard for some people others it is an @CAPS1. Most people hate to leave their @CAPS2, work, and friends behind. Other people it's a new oppertunitie to meet new people a better job, or go to a better @CAPS2 for your education. I understand it is hard to move from cuba to the united States. Thats across the world not a town over or a street down. But he made a friend and his mom and dad love him very much. They always have food on the table so at lest they dont starve. It was a step down moving to united States going from a good jobs to poopy. The mood in this story is very loving between the family and all there friends",F,F
17978,I will tell you about when I was patience. For a long time it was hope you will read. I was going to @LOCATION1 to go quisney world .It to ke forever! It toke  three days of driving. We play game like I spy or game boy. We very rare toke break for peeing or eating. I will didnt lik the trip. But when we finally got there it was worth it. We had some fun.,F,F
18488,One time I had to be very pationt. I had two wait five hours before my grandma to get to my house. Every hour I would go look outside to see if she was there. Eventually she did and I was very happy. Some examples too shels stay patient are @NUM1. Focus on something else @NUM2. @NUM3 too someones house for a while. @NUM4. Or even tack a nap @CAPS1 are examples of staying patient.,F,F
17853,I recall once a famous madican named @PERSON1 was prefering a stunt that took enourmous amounts of pateints and courage it was named @CAPS1 In Time. The madichian had to stay in a block of ice for @NUM1 days or @NUM2 hours! The great madichian had only a sweater. He had the consiled  ice open to public as the magnificent madichian said I could bearly hear anything. He waited hours on and like falling down on abyiss or bottomless pit. Until the final seconds ended. The madichian as finally free. And alive,D,F
1208,"I disaree with computers are for you becau if one you don't do nothing this you can meee bad people three you can in samething bad. So if you want to know what happen next you will have to keep reading on. Reason are you do nothing because people need to now and because evebady have to lost thing son thing. But if you keep doing nothing ever day your bady will all used to doing fun you can't move or walk. Reason two you can meet dad on the computer becauce people can not tell you all the thing you want to know and they can be doing thing that not ok and they can be want by they can be filters. Reason three you can all in something bad becauce you can be takeing to you and you say something about your self and they are about something hav and you don't know they use you for something you don't know now tell someone can to you and say you all in why but they tell you so being on the computer far a long time can get you in something big. You don't do nothing, you can had really now you can in something bad. Now you know why being on the computer far along time can be bad. Now what will you why you that side. P.S. thin I you for taking so are time reading this.",D,F
15432,"The excerpt ""The Mooring Mast"" by @ORGANIZATION2 is a story that takes the reader through the obstacles and attempts builders faced when trying to allow dirigibles to dock at the top of the Empire State Building. Al Smith, four-term governor of New York, planned to construct the Empire State Building after he was in office.Smith was competitive and realized that the building was close to earning the title of world's tallest building. So in 1929 he announced that the building would be 1,250 feet and he would do this by adding a top or hat to the building which would be distinctive. The idea was to add a mooring mass and observation decks to the top and have it be able to dock dirigibles, or blimps. Architects later realized that a thousand-foot dirigible moored at the top of the building held by one cable tether would add stress to the building's frame. The stress of a dirigible's load with the pressure of wind would go all the way to the building's foundation. The plans that have builders working so hard on frame work and observation decks failed. It was not practical to dock a dirigible, it wouldn't be safe. By the late 1930s, the idea was given up on, but the Empire State Building is still open to one of the observation decks and is a very popular attraction in New York.",D,B
3392,"Everybody does not have the same opinion on censorship. Some people don't like books and movies with profanity in it, but some other people @MONTH1. Also somebody @MONTH1 like the scary mystery books and movies, but others @MONTH1 not. I think all movies, music, and books are acceptable.     I can understand why some people @MONTH1 want to remove some movies or books from the libraries. They want to because they are inappropriate, but the thing is, they are not inappropriate to everyone. A lot of people like the books and the movies with profanity in them because it brings out the real in the book.      Personally I think that some magizines need to just stop being made. For example; @CAPS1 magizines are horrible to me. There is nothing but nude women in there. I say that the women don't respect themselves enough to cover up, but there are other opinions. Others @MONTH1 think it is creative and beautiful how the women look in the magizines, and it isn't jus magizines it's movies also. More and more movies are advertising sex and drugs in their movies.     Everybody has their on opinion on censorship and everybody can not get what they want. I think if you are offended by a movie, music lyric, book, or a magizine don't read or watch it",D,D
10030,He concludes the story because he was another chance to etact the test.,F,F
18485,"Every year we have a family reunion for two weeks. Cousins, aunts, uncles come all across the country to enjoy these few weeks together. We go to the small town of @PERSON1 right next to famous @CAPS1 @CAPS2 @CAPS3 @CAPS4. The only problem is its a four hour drive, and if you know me Im not that patient. My brother and I always rotate every year to see who rides with my mom. We flip a coin and I always lose. If you ask me she is the most impatient! But once you get there everybody is happy to see to wait for the @NUM1 of @DATE1 to launch of our patience. And thats my story being patient.",D,F
12554,The mood in this article was just stunning because explaining how your parents were very good and explaining how they raised you well gives people the thought this is very good especially when you are having fun with friends and family.The author just set off a good mood towards the readers in this article: because people like to read something that would make him or her happy and this story made me feel good about my self and family just like the family he/or she has in this article,F,F
12799,Though out this story there is a certain @CAPS1 of @CAPS2. like how these people got there dream home and this was it. How there Parents Came to this country not knowing the language or have a good edication but Still becoming succesful and living in this house. Where these people learned to love. and the best part having family near by.,D,F
6634,"Well the features of the setting affects the cyclist is a lot of ways. Well when his water was is hot to drink He got some pebbles and stuck them, in his mouth. He had heard somewhere that if you do that it will dilute your spit. The terrain of the story was very rocky and hilly. Those are the features of the terrain.",F,F
820,"Dear @ORGANIZATION1, @CAPS1 name is @CAPS2 @CAPS3 and I want to tell you why I'm a little bit against computers theres a lot of things you can do in the world, visit places, and go on cruise ships. First I would like to tell about the things you can do you can play basketball, handball, hang with your friends. Also you take your car and go out into a morning drive feel the breeze. Next I would like to tell you about the places you can visit, you can visit your friends house your girl/boy friend your family just do that stop being lazy computers aint helping you with your life stop being lazy. Finally I would like to tell you about the cruise ships you can go far away like @LOCATION2, @LOCATION3, @LOCATION1, and many more. Its fun on a cruise ship captains dinner and meet @ORGANIZATION1 people and @ORGANIZATION1 sights. For conclusion I would say people should stop being lazy on computers and have fun in the world while it lasted.",F,F
9583,"The author concludes this story with this paragraph because she is telling us what will happen beyond the story we are reading. It means when the snow melts, shell start all over again and rebuild the greenhouse.",F,D
4560,I do not really read books. I think that offensive things sould be tooken off shelves because there could be a sene if they are'nt. There are many people who will fight if they are truely offended and it is not a pretty sight.,F,F
