essay_id,essay_set,essay,rater1_domain1,rater2_domain1,rater3_domain1,domain1_score,rater1_domain2,rater2_domain2,domain2_score,rater1_trait1,rater1_trait2,rater1_trait3,rater1_trait4,rater1_trait5,rater1_trait6,rater2_trait1,rater2_trait2,rater2_trait3,rater2_trait4,rater2_trait5,rater2_trait6,rater3_trait1,rater3_trait2,rater3_trait3,rater3_trait4,rater3_trait5,rater3_trait6,word_count,normalized_score,true_grade
850,1,"Dear Local Newspaper, Have you ever thought about how computers effect human beings? The impacts? The results? The education? I believe that computers have a positive effect on people. Computers allow people to talk with others online, have the ability to educate in certain areas, and teach hand-eye coordination. Who says the only way to contact or communicate with someone is through letters or the phone? The technology brought upon using computers allows people to talk online with others in a fast, easy, enjoyable way. Have a question that you have to ask a friend, but someone else is using the phone? Write a letter! Oh wait, letters can take up todays and your question is urgent! The computer is an easy alternative for communication. Say you're an amazing singer with a beautiful voice and you want to find an agent more than anything. Computers are so advanced in technology that they can find you an agent in no time. E-mail, websites, @CAPS1, and more, are all ways you can contact that agent. Computers are a great way to communicate. The mind is an extrordinary thing. It can be filled with knowledge, and still have the ability to learn and understand more. Reading books is a fantastic way to learn, but the internet has so much more to offer and you are not only reading from one great author, but tons of great authors. The computer allows you to learn about far away places and important people without making that trip to the library. Have you ever heard of online colleges? They are advertised on @CAPS2.V. all the time. Some people @MONTH1 think that learning from home, laying in bed with a laptop placed in front of them is a distractive way to learn. But what about being comfortable and not intiminated by anyone else around you? Computers can help you get your college degree in a comfortable environment. Hand-eye coordinatin is an excellet and wonderful thing to have. Along with videogames, computer games teach you exactly that. Parents @MONTH1 think we kids are wasting our time playing games on the computer, but we are actually challenging our minds and our hand-eye coordinatin ability. Computers are key when it comes to pysicological learing. Handeye coordinatin is taught to us through games and such that we play without us even knowing it. Hand-eye coordination allows us to catch a ball or play sports, and computers help us acheive that.",5,5,,10,,,,,,,,,,,,,,,,,,,,,,415,0.8,B
851,1,"@ORGANIZATION1, @CAPS1 studies have been conducted over the past few years, and they show that people of all ages spend @PERCENT1 of their free time on the computers. This is becoming a problem all over our state and country. Computers are consuming the lives of everyone. An anonymous source claims that they use their computer to contact old friends. A study shows that phone usage has gone down because adults and teens would prefer to email or instant message a friend. This results in sitting in front of a computer screen waiting for a responce. @PERSON1, a student at @ORGANIZATION2 says, I go on the computer once or twice a week. i dont use it all that much because I'd rather be out having fun with all my friends rather than be holed up in a room by myself."" @CAPS2 people believe it is a way to be more social, but it really isn't. It's just sitting in front of a screen talking to people you @MONTH1 not even know too well. When you sit down in your computer chair and start e-mailing away, you aren't doing any physical exercise. The @CAPS2 movement people will normally do is get up and go to the bathroom. Then they are right back in a chair, making minimal movements. @PERCENT2 of people who sit in front of a computer end up obese because they don't burn any calories. Since they don't relesase many endorphins, so they aren't very happy. If they got up and went outdoors to do physical exercise, they would be fit and happy . Often, teenagers feel more powerful when they are using a computer. They find it easier to disobey rules their parents set for them. Teens also find it easier to bully other children via the internet or social networks. @NUM1 out of @NUM2 students at @ORGANIZATION2 middle @ORGANIZATION2 confess to being the target of malicious bullying online. @NUM3 out of @NUM2 confess to be bullied, and they definitely don't want to be bullied on facebook or myspace where everything is out on your profile for your peers to see. Teens should have limited time on the computer, so they don't do anything they will regret in their future. Therefore, adults and teens should be aware that using a computer is fine, but they shouldn't over use the luxury of a way to find information quickly or contact a friend in a foreign country. This generation needs to be reminded that their whole life shouldn't be spent on the computer. Probably less than @NUM5 minutes a day should be spent checking your e-mail or instant messaging a friend. Then you should go outdoors and spend time with your friends and family.""",5,4,,9,,,,,,,,,,,,,,,,,,,,,,465,0.7,B
852,1,"@ORGANIZATION1, With the recent development @MONEY1 technology in todays society I know that there is a lot @MONEY1 controversy with computers. Many people believe that computers are positive towards our society. While others disagree. I feel that technology can be both good and bad. Technology provides great advancements in our world. But people experience less @MONEY1 the outside world when they surround themselves with technology. But I feel that we can find a balance between the two views. Having computers has brought a lot @MONEY1 advancement in todays society. Look at modern medicine, it would be nothing without todays technology in computers. We can look at todays military. Computers practically run todays armed forces. But who knows where technology can take us. Our society could continue to greatly advance with the help @MONEY1 computers. But then again we could all wonder where would we be today without computers. So @ORGANIZATION1, as you can see computers have helped our society greatly with improvement and progression. But with all @MONEY1 this technology we still need to find a balance. It is live todays @CAPS1 spend cover @NUM1 hours per week on computers. People are not experiencing the world outside @MONEY1 their computers. Our state does put in @MONEY1 each year for our parks just so we can ignore them. Also with increased computer time people are not getting outside. They arenât getting proper exercise. You @MONTH1 even notice that if you use the computer too much you will miss more interactions with your family. So although computers can be very useful you need to be able to turn off the computer and realize the true important things in your life, besides the computers. computers can be both good and bad. But I think that we need to find a balance between the two. Computers are useful to our daily life but at the same time we also need to realize that we need to sometimes take a break from our computers. Lets face it without computers today we would not be able to function. Entire companies revolve around computers and if computers just ended, @MONEY1 @MONEY1 people would lose their jobs. But also regular people, for example teens, do not need to be on the computer for four hours a day. Those four hours could be spent with their families. We need to find a balance. For example, you could say for every hour your on the computer you need to spend that same hour to go outside, spend time with your family, etc. Computers are useful but we cannot over use it. So, to the @ORGANIZATION1, computers help our society thrive. But at the same time we need to learn when we have had enough time on the computer. So I believe that we can call find a healthy balance @MONEY1 computer use.",5,5,,10,,,,,,,,,,,,,,,,,,,,,,473,0.8,B
853,1,"Dear local news paper, Computers are powerful machines in our world. Most people east, sleep, and drink computer. Thats when those people are forty and live with there mom, for the most part of computer are used by teenagers and buiness workers. Computers are a tool that need to be used in an everyday life. We all know and remembe when we were ""sick"" just so we could go to the office with mom or dad to draw pictures and spin in the office chairs. Well while we were busy playing mom and dad were busy as well. They talked to their boss, made copies, had meetings drank coffee, and most of all they spent half of the day doing work on the computer. It could of been making spread sheet, designing logos, editing someones or getting new clients. About ninety percent of the workers use the computer to do their jobs. they need to be senting work to other companies over sea's or just down one float. Computers need to be used to do most jobs in @LOCATION1. Also the computers in today's time are beautiful because they have the internet. The internet allows use to talk to people around the world and look things up like the news, the close bridle shop, the biggest shopping mall, biggest race car tract near you and pizza placer near you. The inernet can let you do many things. I know that hear in granby you have to but the newspaper, but instead of but the paper you can just go on you computer and chechk the news. Look up the weather, the celebrity gossip, and where the plance crashed that you mom told you about. The computer can give you great information but only if you know how to use it. One thing that I find great is that you can watch tv. and movies right from your computer. Then you don't need to buy all those high priced chanles to watch movies. You can see you favorite shows and moves. A big thing is that teenagers span a majority of there time on facebook, twitter or myspace. Some of the advantages you get from these online sites is that you can chat with an old friend and show them a picture of you and your family. You can let people know what you are doing or tell them you sad because your dog died. You just can use the internet for just about anything. Lastly something you can do is buy music on the computers. You don't need to go out and spend @MONEY1 on an album, you can now just buy a single song for a dollar. You can buy many things on the internet the clothes on food. Thats why the computer",4,5,,9,,,,,,,,,,,,,,,,,,,,,,468,0.7,B
854,1,"My opinion is that the more that we stay on the computer. The more we get lazy. One reason that I say this is because, a computer is a big handy person in reality. Second reason is, people stay in the house sitting down on the computer other than exercising. The third reason is, people just sit in the house, and an't enjoy fresh air with their loved ones. First, the reason why I say a computer is a big handy person because it does most of the things a human can do. That can lead a person to being very lazy. Just too sit in the house and go to websites. It has a big effect on a humans life. The computer technology have contecll over a huge population of recae. It really make miss out on half of their day. Second, people stay in the house on the computer other than exercising. It's very unhealthy for a person to sit down at a computer all day. The person has to eat so, basicly they eat and sit back down at the computer. It can get out hand because the computer allows people to grace food online. So that right there is an example of people not getting ecersise, and being lazy. You need to get your ecersise dayly. So people that doesnt get their ecersise need to start. Instead of sitting down on the computer all day. Third, many people over whole world have a lot of love one's that they care about and love. ""But"" they dnt get time to be with them, because they are always on the computer. The computer shouldn't take you away from you outdoor life. Okay, so what you can talk fo your friend and family over the computer. It's never like seeing them in person. Go outside and have fun and happy memories with your family. Because the computer is just words being texted. It's nothing like being said. I garrented you that. If you spend time with youre family then you will want to do it again. While your going out excersise and be interacting. In conclusion, if you are allways on the compute that's not good. Just take a few hours out of the day and ecersise. Go out and have a marvelous day. Because the computer doesn't do nothing but make you lazirer (@CAPS1 YOU). If your allways on the computer just be sure that you get your ecersise and your time with your family. It will make your a better person!",3,5,,8,,,,,,,,,,,,,,,,,,,,,,432,0.6,C
856,1,"When you are using technology usually it is work related. A computer is used for work to write essays, make power points, and research, when people use them for facebook, myspace, @CAPS1, and other chat live oovoo and websites it is more for their pleasure. I only go on facebook when I am checking my schedule for hockey, most kids use it for talk. Then there is oovoo & online video chat used for talking with friends but why not just callem'up. When I think of facebook or oovoo, or even myspace it makes me think of inapropriate pictures kids, and adults post. I think that is very unhumane and that is very dangerous to post ot because once it's out there you'll never get it back. For instance I am always outsided hanginaround when it's warm out, during winter I can understand going on facebook, but during the @DATE1 there is no need just go outside and have fun. Kids wonder why they gain weight we'll if you'de get off your computer, and quit eating twinkies then you'll notice you just have to be active. some kids parents don't really give a flying faldoodle what their kids do all day. They don't care if their kid is @NUM1 lbs. at the age of @NUM2. They don't care if their kids are sitting on the computer eating all-day. If i could tell you what it must feel like to be a couch potato I would but I never go on the computer unless it is for homework. I used the computer just @TIME1 I typed up all of my homework except for my math. I didn't play one game, I didn't check email go on the internet or anything I just worked my hardest and got it done. I conclude this with the fact that using a computer is not a bad thing, using it repeatedly and not exercising is. A computer shouldn't need to be used for pleasure it's not created to do so it's created to keep your life simpler. People pay money to buy a expensive computer and motem and all that expensive technological accesories, to make their lives much simpler not anywhere in thes essay did I say to play games because it's not. Playing games can be done outside, it doesn't have to be inside, and definately doesn't have to be on a computer. To make everyones life easier kids, get off your lazy butts, get off the twinkies, and stop playing on the computer. ",5,5,,10,,,,,,,,,,,,,,,,,,,,,,438,0.8,B
858,1,"@ORGANIZATION1, I believe that we should tell the people of @LOCATION1 about the dangers of using computers too much. For example people who use the computer constently spend less time doing anything else in general. Also the longer you stay on the more you use it, and this habit forms a addiction, which might be hard to break. Finally people who always play video games on computers begin to lose terms of reality. Computers are turning this nation into a bunch of mindless slothes. If you have children, what do you think they do most of their lives. Maybe their going outside and getting exercise, or their brains could be getting sucked into a computer screen. Most kids by the age of @NUM1 have already used a computer for over @NUM2 hour. This shows that kids spend more time using the computer then anything else. I had a friend named @CAPS1 who used the computer @NUM3 and eventually he was so weak and scrawny from lack of exercise that you could snap his arm like a twig. Please, if you don't want your kids to be like @CAPS1, tell them to get up and go play outside. You probably think that using your computer everyday couldn't form an addiction, but computers can be as addictive as drugs. Scientest have found that using the computer everyday for one hour can be enough to form a addiction. In fact if we could scan people to find addiction @PERCENT1 of the @LOCATION2 population would be addicted to computers. This means that @NUM4 years from now the world addiction to computers could be at @PERCENT2 or greater. Do you want to live in a world where almost everyone uses their computers @NUM3, I don't. Video games are one of the greatest advances in computer technology but also one of the deadliest. If you have a computer you will have video games. Small dosages can be fine, but non-stop playing can lead to serious problems. Because of the fantesy content people might start to lose sight of reality. For example, scientest tested a video game on kids, and now @PERCENT1 believe in zombies. Now they cannot ever play the game for it might cause serious brain damage. Just to make sure you get my point, let us recap. More computer means lack of exercise and social interaction, you can easily be addicted, and you can lose your sense of realness. I that you don't want to see you or your kids brillant brains turned to mush by computers.",5,4,,9,,,,,,,,,,,,,,,,,,,,,,428,0.7,B
862,1,"Dear @PERSON1 editor, I think that the computers have both positive and negative effects, but more positive. For example, when people get home from work or school, they immedlatly go on the computer, to check email, do work, or to play games. I think that it's good to connect with friends and learn about the far away nature and people that we cant see, but too much of it will be bad. I know it will be bad because it can cause a lack of exercise and the computer can cut you off from your family and friends if you're on it too much, I think it's good to go on the computer for a limited amount of time each day, but also spend time outside with family and friends. The computer is good because of all the extrodinary things it offers and the things you can learn. I myself like to play video games on it like bubble spinner but at the same time I'll be on facebook, facebook lets me connect with friends and family while bubble spinner helps with hand-eye coordination, when projects came along I usually do all my research there, picking up information on each site. I also do all the writing on it too so it wont look messy but instead, clean and neat. The computer also offers video of pretty much anything on t.v. and otherwise, like youtube or google videos. The computer lets me see nature, talk to friends and family, and lets me see things, like videos, that twill never ever see in books. These show that the computer has a bigger positive impact than negative and we should take advantage of the new technology that we have and not let it go to waste. The computer is a nice outlit to come home and let yourself unwind to. People say that you don't get enough exercise but we have gym and recess at school and we become exhausted at work, which is enough exercise for the day. Computers are a nice device to have and are by far, used daily by almost everyone. So it can't be all that bad by depriving you from nature and family because it lets you see it anyway. The effects it has on people are good because of the knowledge and communication it brings. I hope you see my point of view.",4,4,,8,,,,,,,,,,,,,,,,,,,,,,406,0.6,C
864,1,"Dear Readers, @CAPS1 has come to my attention that there is a debate on whether or not computers benefit society. This issue is debatable but really I think that computers are not helping the big picture. I don't think that they benefit our health or social actions because computers keep us inside when we could be out. Everyday when I come home from school, I find myself going straight inside and to the computer from there, I log into @CAPS2 and @CAPS3. And my exersize in the next @NUM1 hours or so is only in my fingers. My point is that there is a whole world outside of we only got off our computers and played outside. Statisctis show that @NUM2 kids spend more time inside year-round than out these days. ""@CAPS1 is ridiculous how much things have changed in just @NUM3 years."" says @PERSON1 a pediatrician in @LOCATION1, ""they all need thier exersize."" @CAPS1 is cutrogeous how much people are on computers now, @CAPS1 starts to affect thier attitude, and control thier lives. Sometimes checking notifications on @CAPS3 can be more important to someone than spending time with thier family or friends. A mom of @NUM4 teens says ""They all go to thier rooms, shut thier doors and go on @CAPS3 and @CAPS6 untill dinner and after, they go right back."" In this case, they just plug into thier computers and forget about everyone else. I think @CAPS1 has gotten out of hand how much people and teens especially are addicted to computers. 1/@NUM4 mom says she sees her kid growing apart from the family because of a computer. You @MONTH1 say that when on your computer there is a person you are talking to, and while pen-pals are great, you should really go out and do something! You are talking your friends, but its not the same as being with them. On my recent trip to @LOCATION2 to go skiing, I found that some of my friends jokes funnier when you're with her and not just sitting on a computer. We had a blast! Now I regret not getting together with her to hang out. Also @NUM6 arguments now, have something to do with a missunderstanding through the computer, people @MONTH1 get the wrong message when you send something to them or they take @CAPS1 the wrong way. The truth is, computers are starting to take negative effect on our society and even ruin relationships. If we just get off our computers and get out, we can turn that around.",5,5,,10,,,,,,,,,,,,,,,,,,,,,,427,0.8,B
870,1,"Computers are a nice item to have but they are bad if you don't know how to control your time. Many people @CAPS3 days dont get enough exercise and the lack of healthy people is costing the @CAPS1 tax payers millions. Also, people aren't enjoying life as much as they would if they didn't use a computers all of the time and thier are many people who have completely cut themselves off frfom their families and friends. I am positive that when you are done reading this you will be, one hundred percent pursuaded that the effects computers have on people are bad. To begin with, many people spend to much time on a computer instead of being outside or execising. This effect on people is something we need to start controlling because many people are very overweight and do not exercise enough to be healthy. Because so many are at an weight it is costing tax payers millions. For example, @CAPS2 @PERSON1 talking about healthcare, and anc easy sollution to cut the cost down is to have people exercise. More ofen in order to stay healthy. As technology to affect our lives, we used to remember that being healthy is more important than sitting on a computer all day. In addition to people not people dont enjoy life as much, You only live once and life is special, so why sitting all day? I many anymore because they spend all of there @CAPS3 are so many things to do in life that will bring you enjoyment than playing on the a computers. need to be and I can tell you that you life will not being you in enjoyable luife. Lastly, computers have made a lot of people when people got to Too many people a major view when it comes to family and friends. Although computers are an easy way to communicate to people, they should not be the anly thing you use to talk to friends and family. So as you can see, computers are causing us to lead on-healthy lives because our priorities on health are why to low. They also keep you from enjoying life, to the fullest and can separate you from friends and family when not controlled. I am positive that I have pursuaded you not to spend so much time on a computer. So next time you are using a computers, think of all the things you are missing out in life!",4,5,,9,,,,,,,,,,,,,,,,,,,,,,415,0.7,B
871,1,"Dear, Newspaper In my mind the computer benifits us in many different ways. Computers are entertaining, computers help us with education, and the heath/safty purposes are fantastic. People love entertainment. Computers are very fun. At electronic stores computer games are sold. These games are usally good. Instead of having games that are bad for the brain most compuer games are not. My friend @PERSON2 bought a computer game last week. @CAPS4 says @CAPS3 is very entertaining but is not brain damaging. Everyone loves watching @CAPS1.V. On computers people can now watch @CAPS1.V. Not only is that entertaining but @CAPS3 will save money because you don'@CAPS1 need a @CAPS1.v. Now people can insteadly down load @CAPS1.v. shows and movies on thier computer. @PERSON1 just got a new computer for his birthday last week. ""@CAPS3 is so fun watching @CAPS1.v. on my computer and @CAPS3 is so easy."" @CAPS4 explained. Learning from @PERSON1 I hope you can learn how entertaning computers are. At school we use computers all the time. If we did not have computers we would not learn the same. On his new computer @PERSON1 can do all his projects and homework on @CAPS3. Before @CAPS4 had his computer @CAPS4 had to write out all his papers and when @CAPS4 finished @CAPS4 spent to long writing that @CAPS4 could not do his rest of homework. Now @CAPS4 can not type @CAPS3 out, and still do all his other homework. If you think that amazing then read this. Research done by @ORGANIZATION1 found out that @PERCENT1 of kids with computer are smarter than before they had thier computers. ""I was getting all @CAPS5's when I did not have my computer. Now I get honors on my report card because of my computer."" @PERSON1 says. I hope people can now be like @PERSON1 and buy computers. Do you want to have a smarter world? Computers open up an all news heath and safty field. You @MONTH1 learn a little about geneitics. @CAPS3 would have took about @NUM1 years longer to crack the code of the genes of we did not have computers. All the information scientists have learned from the human geno project can cure cancer and other dieseases. Computers are also safe to make sure your kids are safe. New technology can track kids. If an unfortunet event happens an your kid is missing then a computer can help to find him. A new mother lost her kid last @DATE1 while eating lunch at a park. She knew she had a chip in the childs body. She opened her laptop and found where her kid was. Amazing right. I hope everyone can have a computer for heath and safty reasons. I hope you can now see that computers benifit the society from heath and safty to education in school. Without computers we could not be where we are today.",5,5,,10,,,,,,,,,,,,,,,,,,,,,,486,0.8,B
883,1,"@ORGANIZATION1, In @DATE1, more and more of the newest technology is being brought out to the public. Computers, @CAPS1-bars, telephones, and more are getting the most hi-tech softwares and machinery to @CAPS8 some of the most meraculous things happen. There is a cell-phone that allows you to turn of you lights in your house from thousands of miles today. This technology can be the best thing that has ever happend to the world. Some might argue that though. But I am here to argue The @CAPS2-sayers. With the new computers, people are able to talk with people all over the world. Also dreams can some true for people that never have the chance to follow @CAPS3. Also, questions that have been asked can now be answered. I have a number of cousins in @LOCATION3 who I only talk to if I go to visit @CAPS3 which is very rare. Because of some of The programs like @CAPS4, or @CAPS5 @CAPS6, I am able to converse with @CAPS7 cousins. Some people say That The @ORGANIZATION2 can @CAPS8 kids like me want to miss out on some quality-time with @CAPS7 family. Well, @CAPS7 brother is going to @CAPS10 in six months and I am going to want to talk with him. With phone companies haunting their costumers with scary prices, @CAPS7 family is not going to want to sit on The phone with him for @NUM1 hours and have to cut into their savings. On @CAPS7 @ORGANIZATION2, there is an application called i-chat which allows me to talk with @CAPS7 brother and see him as if he were home with me. @CAPS7 dad found out about @CAPS4 and he decided to try it out. As of now, he has reconnected with tons of his high-school Friends @CAPS13 get back in the game. Maybe you can find a special friend that you almost forgot about. Or you can find out what is happening with your sister who lives in @LOCATION1. The @ORGANIZATION2 also allows those less fortunate who can never afford a plane ride to discover a place they've always wanted to go. The internet offers virtual tours of places like the @LOCATION2 of even @LOCATION4- @CAPS14 places can be explored without stepping foot out of your house. Also @CAPS15, a website that offers millions of videos, incudes tourtorials for dances, sports, tricks, and more @CAPS13 you don't have to break into the bank for charged lessons. Another good thing about the @ORGANIZATION2 is it offers mostly reliable information. Sorry didn't get to finish @NUM2 paragraph & conlusion.",5,4,,9,,,,,,,,,,,,,,,,,,,,,,434,0.7,B
885,1,"Dear Local Newspaper, I just heard that people are spending too much time on computers than with their families and friends. No @CAPS1 is not true just listen to the reasons why in a computer you can find people that you'r looking for. Also @CAPS1 can always help you on something that you need help on and you can do different kinds of activities. If you keep on reading you are going to see all the tipical reasons why I think that people are not spending much time on computers than with their families. (@NUM1) @CAPS2 reason why I think that people are not spending much time on computerr is because, the computer can help you look for a family member that your looking for or a friend. My second reason why I think this is because naybe you never met that family member and you want to get to know them. My last reason why I think this is because @CAPS1's really a person that you really love and need in your personal like. These are the reasons why I think that they are not spending to much times on the computers. (@NUM2) @CAPS3 reason why I think that people are not spending too much time on computers is because @CAPS1 can help you in many things that you need help on. My second reason why I think that they are not spending too much time on computers is because you can do your homeworks their and @CAPS1 can help you with @CAPS1. @MONTH1 last reason is because if you find something really difficult that you dont know @CAPS1 helps. (@NUM3) @CAPS4 I think that people are not spending too much time on the computers because you can do different kinds of activities their. My second reason why I think this is because when your having a @CAPS5 party and you need invitations the computer can help you. My last reason why I think this is because if you want to move to @CAPS3 state or country you can see the place on the website and then you can go. These are the reasons why I think that the computer is very helpfull. (@NUM4) I hope that after reading all the tipical reasons of computers like, @CAPS1 can help you on many things, you can look for people, and you can do different activities, that I really convinced you, also I hope that you really liked and enjoyed reading my letter.",3,4,,7,,,,,,,,,,,,,,,,,,,,,,414,0.5,D
891,1,"Dear Local Newspaper, Computers have a humongous positive effect on people. I support advances in technology. It's @DATE1; we shouldn't be finsing information in books or writing everything by hand anymore. Life has gotten easier for everyone. Everyone can use the computer for communication with friends or family. We are able to learn things quicker by using computers. Working citizens use computers to help them with important jobs! Everything is done on computers! Computers serve as a great source of communication. Having a @CAPS1, @CAPS2, or @CAPS3 account allows you to chat with people all over the world. It's much easier to talk to someone online for long periods of time because you won't have to pay for phane minutes! Even @CAPS4 chats are avaibale for computer users. Having a @ORGANIZATION1 or @CAPS5 allows you to do a video chat with someone. It makes you feel like thay are actually there in the room with you. If you have a close friend who moved across the country, then these ways to communicate would be very helpful to you! You cant have these accounts without a computer; therefore, we need computers! Computers have made our generation very intelligent. We can easily look up facts about anything on the computer. Now, if there's something we're curious about, we can just look it up on google. In the past, we wouldn't feel like looking in a book so we waid forget about it. Kids could get help with homework online if they are too shy to ask another person. At this point in time, we could even take online college courses! Being able to go to college at home can really come in handy in some people. Computers help us with our education. Adults who go to work everyday really need to use computers! people working in the medicine field, use computers to keep track of all their patients. Now @CAPS6 use computers to organize lesson plans and print out reminders for their students. Scientists use computers to do research on things for their ecperiments. Engineers use programs on the computers to help design what they are going to build. Computers wvwn allow you ti advertise your small business or company to the whole entire world. Computers have a really positive effect on jobs in our society, which is a good thing for our economy! Computers benifit us physically, mentally, and socially. Certain computer games can improve our hand eye cordination. We can learn about many things from computers! They really make us more intelligent! Computers give us a way to communicate with long distance friends and family. Websites like @CAPS7-@CAPS8 even give adulsts a chance to find their soulmate online! The positive effects of computers on people are infinite, but we need to learn not to take them for granted.",5,4,,9,,,,,,,,,,,,,,,,,,,,,,476,0.7,B
892,1,"Dear Newspaper, I often think about the effect of technology on humans. The human race has discovered many things but our biggest advance is technology. New machines are robots are built all the time, and our knowledge of machines and artificial minds is rapidly growing. The most widely used machine is the computer. People use it for all sorts of things, communucation, awareness and learning and entertainment. Some experts are concerned that people spend too much time on computers and it couldn't agree more. Computers maybe useful but they are over used. People spend more time staring at the screen than exercising and interacting with friends and family. Computers are also not always dependable or safe. First of all, the biggest computer users are adolesents. Young adults spend hours on websites like @CAPS1, @CAPS2, and @CAPS3 communicating with their friends. At their young age, exercise is very important. Obesity in children from lack of exercise is becoming very common, and its because young people are glued to their computer screens. The averange child need @NUM1 minutes of exercise a day, and many have very little none. I say the computers are ok, but only in small doses. The growing mind and body needs to move and exercise. If internet use among children and teenagers is not cut back, some worry that there will be a lot more health problems in the future. Although it is very east to quickly communicat through the internet, it can sometimes do more harm than good. Kids who spend hours @CAPS4 or emailing their peers spend less time with their families. I've heard parents say they barely see their kids because their always either doing homework. Also, @CAPS5 to @CAPS5 conversations are fading. Because of the internet, people no longer need to get together and talk, @CAPS6 turn on their computers, which is a waste of energy. Why not just go see your friend @CAPS6 of typing all day? Lastly, computers have just as many disadvantages as they do advantages. There are plenty of dangers out there in @LOCATION1. Online predators lurk as many comers, and your personal information and identity can easily be stolen. The risk of any of these things happening is very high. Its better safe than sorry. So, if you think about it, we really don't need computers to survive. You need your exercise, don't blow it off for online chat. Also, its very important to interact and be part of your family, and less internet use will cut down the risk of identity theft, or any other problem or virus. It's your time now. Get outside have @CAPS5 to @CAPS5 conversation with a friend and internet with your family. You can be healthy, happy, and safe without constantly typing any at the keyboard.",5,5,,10,,,,,,,,,,,,,,,,,,,,,,468,0.8,B
902,1,"I think that computers help people in there everyday lives. They just make things so much easier. Computers help us to find information @CAPS2 we needed. Book hotels and airliners, they even allow us to interact with our friends. Yes it might take away times to do other things like exercising, but we can find out away to do both. Everyday I would go on the computer a little bit and then go outside for an hour to play basket ball. People just need to find a way to it out. Computers are good for if you need to find information about anything. All you need to do is type in what you want, and within seconds you have hundreds of different links for your desire. For example if you are in @CAPS1 school and you are deciding what college that you should go try the a great place that you can go to get information. People all over the world do that just about everyday. It is also a great place if you need information if you are doing a project in school and you need more info on your subject @CAPS2 I say it make things a lot easier there is no better example a reservation for a hotel or buying a plane ticket. Both of those things do on a computer because otherwise odds are you with of then. If we didn't have computers you would need to go to the hotel and get a room, and if there were no room you out of luck. On a computer it will say if they have any or not you would need to @CAPS3 tickets would have the exact same thing. Computer say @CAPS2 there are available flights to your destination and how much. So @CAPS2 you go to the airport you are not surprised. Another good reason why computer are good for people is that it helps your interact with your friends and family @CAPS2 you can't see them. There so many different ways you can do it to. On @CAPS4, @CAPS5, myspace. All the websites like that help you stay in touch with all of your friends. Even now they have somethings where you can actually see the person you are talking to over the computer. So if you have no chance of seeing each other anytime soon you can talk to them then. I even do that with my brother, he is in college and I dont see him that much so I just start chatting with him on the computer. Now those are some reasons on why I feel that computers are a great part of our lives. Thing like finding information and booking hotels, airplanes, ect. All help make our lives a lot easier at times. And talking with other people just makes us happy. Now I hope you see why computers are a good part of all of our lives.",5,5,,10,,,,,,,,,,,,,,,,,,,,,,490,0.8,B
909,1,"Dear @LOCATION1, @CAPS1 you all @MONTH1 know many people in our town have been quarreling about computers. Some people are pro computer useage and others not so much. In my opinoin computers are a great @CAPS2 technology. One way computers benefits our society is ability to access ample information, pictures, and news. Also you can chat with @CAPS2 or old friends. Another good thing about computers is you can also have fun on the web, watch movies, even go shopping. Have you ever done a report on on a far away country? Maybe you've never heard of @LOCATION2 or @CAPS2 @CAPS3. So wat do you do? Serch the web! Instead of taking a walk to the libriary just serch one of the many serch engines such @CAPS1 @ORGANIZATION1, @CAPS4, @ORGANIZATION2 or @CAPS5! @PERCENT1 of people nowadays have at least one maybe two computers in their household. @PERCENT2 of people can access the web on their cell phone! Can you believe this? Pictures are also accessable on the web. You could @CAPS12 just about anything in the picture search engine. Have you ever wandered about current events in our country or others? On certain cites you can live newsfeeds or an article about something @CAPS2 such @CAPS1 the earthquake in @LOCATION4 that recently happended. The internet is benefitting our society today. Aim is just one of many private chat rooms that is avalible to people. On these open chat rooms you can talk to people that are thousands of miles away. ""I was on @CAPS6 looking for my friend @CAPS7 and I found her page before this year we didn'@CAPS8 talk @CAPS1 much but now we can talk through face book we hangout and talk all the time!"" comments @LOCATION3 avid @CAPS6 user. Dating cites are now avalible, too. There you can meet @CAPS2 people a develope a relationship with them. Entertainment is everywhere on the internet. You can play a variety of games, watch missed episodes of your favorite @CAPS8.V show, streame live movies, watch viddeos on @CAPS9, and much more! Many people think there are only pointless games on the comuter but there are educational fun games @CAPS1 well such @CAPS1 @CAPS10, @CAPS11, and @CAPS12 to learn. Did you know that more than @PERCENT3 of shopping for clothes car parts and other things are bought an auction such @CAPS1 ebay and amazon? I recall a time when my dad and I was going to see or movie but we weren'@CAPS8 sure wat was playing or what times they started at. So we simply looked on the cinema's website. So now you now where I stand on the issue of computers. Computers are a great reference point, can allow you to chat with",5,5,,10,,,,,,,,,,,,,,,,,,,,,,458,0.8,B
