essay_id,essay,ground_truth,llm_response
16224,"The obstacles the builders faced in attempting to allow dirigibles to dock on top of the Empire State Building were building a mast, dirigibles docking on top of the building, and a law for dirigibles. The architects and builders spend a lot of time building the mooring mast on top of the Empire State Building. Dirigibles were trying to figure out how to dock to the building yet most dirigibles failed. A law the dirigibles were unable to dock on urban areas in case of a problem within the dirigibles. These were the obstacles the builders faced in an attempt to create a mast and allowing dirigibles to dock on top of the Empire State Building.",D,C
7422,My point of view that affect a cyclist that people need to recycle sometimes people is throwing away trash can with soda in side of it people cyclist now in days some times they need to change that role my conclusion people need to save stuff to make some new things to make a good quality world of cyclist things.,F,D
13480,"The author of the memoir creates a Very a grateful and happy mood. ""They came selflessly, as many immigrants do, to give their children a better life."" The author @CAPS1 what his parents did for him. He knows it was hard for his parents to leave their country for him. ""They struggled both personally and financially... I will always be grateful to my parents for their love and sacrifice."" The authors @CAPS1 what his parents struggles that allowed to grow up the way he did and allowing him to have the life he did meant to him. He admires his parent for being as brave as they were. The auther @CAPS1 in his writing what it his parents did for him, means to him. Narciso Rodriguez is grateful for his parents. ""It was in the warmth of the kitchen in this humble house where a Cuban feast... always filled the air with not just scent and music but life and love."" The author @CAPS1 how his parents brought him up in a happy way. He @CAPS1 how his parents Showed him love. Narciso Rodriguez is grateful, proud, ad happy for his parents",B,A
7051,The features in the setting would affect the cyclist because they would want to have towns with water so they can restock theyre water. They would want water even more after going up hills. They would also want a palce to gey something to eat and maybe rest.,F,C
16388,"The main obstacles that the builders of the Empire State Building had to face were mainly safety and nature itself. safety was most important, and because they were aiming at having dirigibles land on top of the building, they needed to make sure it was completely safe In the reading it states that ""most dirigibles from outside of the United States used hydrogen rather than helium, and hydrogen is flameable."" @CAPS1 it is flameable, the builders realized how much danger it could cause especially in a high populated area like New York City. Now besides safety, one of the biggest obstacles was nature. With having the mooring mask at a steep height on top of the Empire State Building came with many difficulties that revolved around the weather and atmosphere The winds on the top of the building were always shifting, which would make it hard to land dirigibles. Because of the unsustainable air currents, nothing could be done about the dirigibles. ""Even if the dirigible were tethered to the mooring mast, the back of the ship would swivel around and around the mooring mast."" Due to the roughness of the wind and the unidealistic design of the dirigible, safety and nature were main obstacles in the creation of the Empire State Building.",B,C
9639,"The author concludes the story like that to give the reader the idea that you cant just quit if you fail. When Saeng said that when spring comes around I will return and take the test again, that shows that she will not quit and life will go on. Thats why I think the author chose to conclude the story like that.",F,C
9407,"The author concludes the story with this paragraph because the question of what about her test? Needed to be answered and thats when she'd to comfortable to take it. In the text. To her, the plant felt smooth and cool just as she had known it, which was comforting. She closed her palm around it and held it tight. That, at least, she could hold on to. Unlike her grandmother, she felt a wave of loss so deep and strong that it stung her eyes, with sadness, and maybe disapointment, which she probably word want to deal with for a while, hinted at in the conclusion her mother even uttered a small cry of surprise and delight to see the flower, even before being shocked when Saeng reveals she paid all of over nineteen dollars for it. With this concluding paragraph, I believe that she will be more comfortable at the time. planned because she'll have new and old things to come home to, such as the geese and plant.                ",C,B
12651,"The mood created by the author was great. He made it so Narciso was very happy, and proud to of grown up in Cuba. He also made it so Narciso was grateful for everything. For example, ""My parents both shared cooking duties and unwittingly passed on to me their rich culinary skills, and a love of cooking that is still with me today (and for which I am externally grateful). The mood created by the author was a great mood.",D,B
12576,"In Narciso Rodriguez's memoir, the author created a very thankful mood. When Narciso talks about his family's culture at home, he constantly tells us how much he sill loves it today. ""Passionate Cuban music (which I adored to this day) filled the air..."" (@CAPS1. @NUM1). Instead of just telling us that there was passionate Cuban music in his home as a child, he included the parenthasese to remind us that he still loves the music he used to listen to. This makes him sound very thankful that his parents played that music in his home. In addition to him giving us reasons to believe he is thankful, he tells us in his memoir that he constantly thanks his parents. ""I've thanked them repeatedly."" (@CAPS1. @NUM2). He tells us plainly that he thanks his parents, and that he is very thankful for what they did for him when he was a child. Finally, ""I will never forget how my parents turned this simple house into a home."" (@CAPS1. @NUM2) ends his memoir and proves to us how thankful he is. Only a person who is very thankful ""will never forget..."" something. Throughout Narciso's memoir, there is a very clear and constant mood of thankfullness.",B,A
15332,"The builders of the Empire State Building faced many obstacles in attempting to allow dirigibles to dock there. One such obstacle was the amount of modifications that needed to be made to the building's framework, as stated in paragraph @NUM1. The other obstacle they faced was the fact that most countries outside the United States used hydrogen rather than helium, and hydrogen is highly flammable, this made it impossible for dirigibles to stop in a densely populated area such as downtown New York, as stated in paragraph @NUM2. A last obstacle they faced was existing law against airships flying too low over urban areas, making it illegal for a ship to ever tie up to the building or even approach the area. These are the obstacles faced by the builders of the Empire State Building.",B,C
15872,"The builders faced a lot of obstacles when building the empire state Building. They had to build it higher than any other building, but make sure its stable at the same time. They also had to make the top of the building perfectly or else the dirigibles would not be able to land. Eventually it was safe enough for the dirigibles to land and the people could get off and take a tour of the top part of the building.",F,C
12129,The mood is very warm and welcoming. It starts off with a beautiful and culturally enriched apartment. Then talks about delicious foods and great music. But at the end it leaves off on a sadder tone of her parents leaving to make a better life.,D,C
7037,The setting affected the cyclist because of the bad condition roads. The was also hills so they made it harder for the cyclists.,F,D
16424,"The Empire State Building was designed to become the world tallest buiding, with a few tricks up its sleave. The building was originally planned to also function as a Mooring mast for dirigibles. Unfortunately many problems lay in the way interning this theory into reality. One obstacle the constructors of the Empire State Building faced was the use of dangerous gases in the balloons. ""Most Dirigibles from outside the @LOCATION2 used hydrogen rather than helium, and hydrogen is highly flamable. ""The use of hydrogen posed a dangerous threat to the safty of civilians in New York City. Another problem which was encountered with the building was the wind."" the back of the ship would swivel around the mooring mast... (the dirigibles) dangling high above pedestrians on the street, was neither practical nor safe. A third problem the builders had was the leaglity of the issue of mooring ships the buildings. There was an existing law against air ships flying to low over urban areas. ""With this law in place it would have been impossible for ships to moor. Although the builders had good intentions, they failed to realize the reality of the situation.",B,D
13372,"The mood created by the author in the memoir is a sense of family. He says how when his parents came up to Newark, New Jersey, from Cuba, they had to start all over and find a new beginning. They passed on their rich culinary skills and love for Cuban food in the kitchen of a three-room apartment in a two family building. He says that the community was all a different race but they all became a big family that got through the racist times of the United States in the '@NUM1. He says that he will always be grateful to his parents for their extreme love and sacrifice. He reminds them constantly about how grateful he is and that he can't believe how they did it. So the mood in this memoir is about family.",D,B
16512,"Some of the obstacles facing the builders was if they were to add on the mooring mast they would have to strengthen the building integrity. This is necessary because once the mast goes the wind, pressure would have been transmitted all the way down to its foundation. More floors would have to be added to house elevators and stairs to a ticket and laggage area. They had to find a way to attach the mooring mast to the foundation, which is nearly @NUM1 feet below.",D,C
10033,She concludes the things at the end of her paragraph she says a whole thing it means she will look at it when the winter is done. She will be able to retake the test again in the spring. That is what she was writing about,F,C
11872,"The mood in the memoir ""Narciso @CAPS1"" is a Open happy familly because her parents worked and made a wonderful home for her. I think the mood in the story is a open happy family becase in the text it says ""Growing up in this enviroment instilled in me a great sense that ""family"" had nothing to do with being blood related"" and that @CAPS3 that when @CAPS2 was growing up her family had a bunch of people that were considered family but not blood related. Also the text said ""It was a close knit community of honest, hardworking imigrants who extended a hand to people who, while not necessarily their own kind, were clearly in need."" That just @CAPS3 that her parants let anyone from their community who needed a family become part of their familly, or anybody who was lonley just have some company from them.",B,C
12443,"The mood created by the @CAPS1 in the memoir is that the @CAPS1's feels @CAPS2 @CAPS3 all of the memories that he has for his family as he was growing up. ""I learned the real definition to family"".",F,B
11913,"In the memoir, ""Narciso Rodriguez from Home: the blueprints of Our Lives,"" the author creats a special mood. I think the mood is kind of both happy and sad at the same time. It is sad because the parents had to leave all of their family, friends, and careers back in Cuba, while coming to @LOCATION1 not Knowing the language. He didn't even get to meet his real grand parents until 1970 when they were allowed to leave Cuba. The mood is happy too because the parents did all of this for their child. He gets to live a happy life in their new home, with their new friends.",D,B
10260,The author concludes the story with this paragraph the author is saying that Saeng will not quit until she pass that test she try and try and till she die. The author refering to the story again.,F,C
13544,"The mood created by the author overall is gratefulness. As Narciso writes about some events in his life you notice he mostly talks about his family. He says that you don't have to be a blood relative to be family, what matters is love.Narciso is mostly grateful to his parents who sacraficed their old lives in Cuba for him to have a better life in the US. Their jobs in Cuba were great but when they got to @LOCATION1 they had to have whatever job they could get.Not only did Narciso's family teach him how to love he learned the real definition of family. It saw what courage it took for his parents to turn the simple house they once had into a home for him.",D,A
9015,The author concluded the story with this paragraph because she can not wait until spring because her plant will budd and it will remind her of her home land again. She can not wait to take the test in spring because she would have been alsole to stayed and she @MONTH1 pass the test in the spring because she did not pass it the first time she toke the test. Maybe she concluded the story with this paragraph because she @MONTH1 like the spring and she can not wait for it to come.    ,F,C
15985,"Obstacles the builders haded to face with the empire state building was that they did not had the enough technology to land a dirigible on the mooring mast. February 1931 @CAPS1 clavan of the building's architectural office said ""The as yet unsolved problems of mooring airships to a fixed mast at such a heigh made it desirable to postpone to a later date the final installation of the landing gear""     After @CAPS1 clavan said that the using of the dirigibles had dissappeared. by the late 1930s, the dirigibles had been given away to Airplanes. Also builder haded to construct electric winch and gang plank the electric winch is hauled in a line from the front of the ship and then tied to the mast, and gang plank to a open observation plataform.     ",F,C
12289,The mood created by the author in the memoir is a mood of happiness and thankfulness. In the memoir the author talks about how greatful he is to his parents and how happy he was when he lived with them.,F,B
13064,"The mood created by the author in the memoir was a happy mood. It is a happy mood because Narciso finally knew what family actually meant.For example when Narciso says ""It was in this simple house that my parents welcomed other refugees to celebrate their arrival to this country and where I celebrated my first birthdays, It was in the warmth of the kitchen in this humble house where a Cuban feast always filled the air with not just scent and music but life and love."" This quote shows the mood that Narciso had wich was happy.In conclusion Narciso had a happy mood because he finally knew the real definition of family.",D,B
9675,The reason why the author wrote the conclusion paragraph was to show that Saeng is looking forward to a brighter future. Saeng is hoping to see the geese once more that remind her of her homeland and that see wants to pass the driving. In this story I feel as though Saeng is a very sentimental person and so that is why I think that is reason the author wrote the conclusion paragraph.,F,C
16184,"The builders of the Empire State Building faced many obstacles in attempting to allow dirigibles to dock there. For example, someone attempted a publicity stunt where they would tie up and deliver a bundle of newspapers to the Empire State Building. The workers moring equipment had never been installed because, putting the workers having to catch the bundle of papers on a rope dangling from the blimp in great danger. Also, the wind at the top of the building put workers at great risk of falling off, or dying",D,D
6373,"No water, and no direction effects the cyclist. Water effect cyclist because he said in the essay I could drop from heatstroke"" (Kurmaskie). also no direction is another big one. It is important because without direction he is going to rideing for a long time. In conclusion water and no direction was the cyclist problem in the story",C,F
16607,"In The ""Mooring Mast"" by @ORGANIZATION1 many problems with the mast of the Empire State building are explained. One of the many problems was that the large deregible tied to the building mast would add stress to the building which could cause the building to collapse. But this problem was fixed by strengthening the building's foundation. A second problem with docking a dirigible at the Empire State building was the highly flammable gases the dirigible used to become lighter than air. If the dirigible were to catch fire its metal frame could fall to the ground endangering citizens below. The last danger would be that while the dirigible was docked strong air currents coming off of the building could cause the dirigible's tail to spin around on the mast. One way to fix this would be to Place lead weights on the back of the ship. But if one of these weights fell off of the dirigible it could potentially harm pedestrians below. Because of these problems the mast could never be used.",B,F
6901,The setting affects the cyclist because hes in the middle of nowhere with no water. The cyclist had to ride his bike for over @NUM1 miles trying to get to Yosemite. I had been hitting my water bottles pretty regularly. This quote shows that he just beginning to run of of water. The water bottles contained only a few tantalizing sips. This quote shows how he really had nothing to drink at all. Having no water in the high deserts of California while riding your bike for over @NUM1 miles is not a good @CAPS1 unless you have a car. ,C,D
10465,"I believe the author concludes the story like this to show an example of perserverance. Saeng states, through the quiet repetition of season upon season, almost familiar to her now."" This statement represents adjusting to change. Soon she will adjust fully to her new home, it just takes time. If she keeps perservering. she will make it. In the last paragraph Saeng says, when the snows melt, and the geese return and this hibiscus is budding, then I will take that test again."" Just as the season's bring things back, she will come back. I believe this last paragraph was put in to show everyone should perservere because things just take time.",C,B
9239,"The author concludes the story with this sentence because it shows the girl the is willing to overcome obstacles and although she @MONTH1 have failed once she will keep trying, It also shows a connection between the geese and the hibiscus and the girl wanting to overcome her obstacles. Also the girl wants to overcome her obstacle at a certain time.",C,C
16346,"The builders of the Empire State Building encountered obstacles in trying to allow dirigibles to dock at the mooring mast on top of the building. The main problem was perhaps that foreign dirigibles don't use helium, they use hydrogen. Using hydrogen was a huge problem because hydrogen is extremely flammable. If a problem did occur, hypothetically, that a dirigible caught fire it would cause a threat to New York City which is highly populated. If the dirigible blew up the people of New York would not have enough time to get away from the blast. Another problem was winds. Winds can easily blow the dirigible off its course of worse into a spire on top of a building and puncture it. This problem was discovered when the U.S navy dirigible ""Los Angeles"" Was attempting to reach the mooring mast. The captain couldn't get anywhere near the mast. These obstacles and dangers suggest the mooring mast is a bad idea. Which the constructers later came to realize.",B,C
19476,The one time I was patient is when my mom took me to go get my birth certificate so I could play football. When we got there the parking lot was full I mean cars was so close you could hardly get in and out without scratching someones car. My mom parked across the streets the streets. When we got in there it was at least @NUM1 to @NUM2 people it parked. People were standing so close to each other you would know their body temperature. The bench was full of people and they were parked like dardine. It was hot and smelled like must. We picked a ticket with @NUM3 on and they were on @NUM4. We waited for two hours. My mum wanted to leave. When they got to our number I was sleep. Wile we was in there I lost ten pounds.,C,F
1177,"I agree that computers have a bad effect on people because they will spend less time exercising. To much time on the computer takes away knowledge and takes away time with family and friends. So, please listen up so I @MONTH1 explain why I feel this way. My first reason to this situation is people will spend less time exercising which can lead to drowsiness or laziness if you stop exercising. Another reason is that it can affect your ability to run or even stand up because @PERSON1 says that, ""people who exercise a lot will be able to do work but if you don't you won't be able to do nothing."" @CAPS1 of all you'll miss out on the fun while you are to be to lazy to come. My second reason to this situation is that it takes away knowledge. For one you might forget what you learned. Seconds toturing @MONTH1 be needed because you couldn't focus. @CAPS1 you @MONTH1 even forget the people you know even where you live if you spend to much time on the computer. @CAPS1 reason to this situation is that it takes time away from your family and friends.",D,D
19282,"Being patience is what you need to get anything done in the world. One example is school how do you use patience. A way is being understanding to your teacher because theyre there to help you to teach you for life. If you dont be patient and understand your teacher you will get nowhere in life. Another example is with your parents. You need to be tolerant with them they were tolerant with you. If you dont have patience with you parents and dont listen to them then you wont learn all the life lessons they give you, without their skills you will get nowhere in life.",F,D
16289,The obstacals he had was that the problems where never really solved and that had caused problems with the wind.,F,D
16494,"Al Smith faced many obstacles in designing and building a mooring mast on top of the Empire State building. Most of the obstacles should have been realized before the mast was even built.One of the obvious obstacles was the constant change in wind. The back of the blimp would not be tied down therefore swinging around in the sky. Another, obstacle would be the design of the mast. This was important because if designed wrong the mast would put stress on the building and could cause a lot of damage. Their was also a law about airships flying too low in urban areas, New York being an urban area. One of the most dangerous reasons was that some blimps were filled with hydrogen which is highly flammable.Al Smith and his architects should have realized and discussed these issues before constructing an unusable structure. If this was discussed a lot of time and money would have been saved.",B,D
445,"Dear @CAPS1, In my opinion I think we should use computers. The reason why I think we should use computers because @CAPS2 we need help on something, we can find it on the computer, also because sometimes that is the only way you can get in touch with someone, and sometimes people @MONTH1 have to go on the computer and check instant mail. Frist of all, I think we should use computers because @CAPS2 we need help on something we can find it on the computer. For example, @CAPS2 a student need help on homework they can go on google and look on the they doing and it will help. Also They can go on a website called http.historywork.com and that will also help that on what. Another reason why I think we should use computer because sometimes that is the only way you can get in touch with someone. When I say this I mean like @CAPS2 you have a computer connect with them on the computer. For example like @CAPS2 you have a gmail, facebook, yahoo or myspace you can talk to you friends at there. I do it all the time. Last reason why I that we should use computer is because sometimes @MONTH1 have to go on the for example @CAPS2 you @MONTH1 had important message the website and you message you. I do it why can't you. So yes I do their.",C,D
12898,"The mood created by the author in the memoir was happy and grateful. @PERSON1 is grateful that his parents moved to @LOCATION2 to give him a good life. @PERSON1 says that his parents were brave before beginning a new life in the United States and how he wont ever forget how his parents turned the simple house into a home filled with things from their culture. Finally, it shows that the mood is happy and grateful because it says that he will always be grateful to his parents for their love and sacrifice. So, the mood created by the author was happy and grateful.",D,B
18600,"Patience is hard for me. I am simply an impatient person. Patience in my life is a rare occurrence, so I will describe a time that I was patient. @CAPS1 you can get it this time. I encouraged myself. I stored at the net. The net was the obstacle. If the net was shorter I would be able to get my volleyball serve over. I balanced the white ball in the palm of my hand. I lowered my left arm and raised it again quickly, sending the ball high above my head. I thrust my hand forward. Thwap!  I struck the ball, but it went barrelling into the net. @CAPS2 @CAPS3 I think. You got this! my entire team stared at me. Clunk, clunk. I bounce the ball twice, spin it around once in my hand. I will myself not even to look in the crowd. M y hand strikes the ball. It flies over the net and smacks into the middle of the  court. Since I was patient @NUM1 didnt give up, I achieved my goal. This taught me one thing. Patience brings victory.",B,C
13451,The mood by Narciso Rodriguez in the memoir is happy. When the author talk about his or her memoirs it seemed like they felt happy having those memoirs to talk about. Like when the author talked about their parents and the house they live in and how it always made them remember like if they were still there. So if I was in the author's shoe's I would fell good about how I was raised by my parents to live in a better place even if that means giving up a lot of thing that mean a lot to you. That is what I think the author's mood is.,D,C
15071,"When attempting to allow dirigibles to dock at the Empire State Building, the builders had many obstacles to face. Most of the dirigibles used at the time were from countries other than @LOCATION1, so they used hydrogen instead of helium. Hydrogen is very flammable so if it caught on fire it would go down in a very populated area. Another obstacle was at that height, the wind was very strong and violent. When tethered to the mooring mast, the back of the dirigible would be caught by the wind and swing around the mooring mast. The last obstacle was there was a law stating that dirigibles can not fly too low over urban areas this made it impossible for a dirigible to ever come close to the building.",B,F
10373,"I think author concludes the with this paragraph because she wants to not give up. For example, he wants to show  us never give up at anything even if you fail. Therefore, thats why he ends like that.",F,C
18795,"One day a kid was going to school @CAPS4 was going to turn in a paper for math @CAPS2 @CAPS4 did. During @CAPS1 class @CAPS4 was doing a chapter sketch. His teacher called him over. The teacher said do you have, a page of a story that was due a month ago. @CAPS4 said no teacher asked why the kid said because I have been going to a basketball tournament. teacher said you have tell tomorrow. @CAPS2 the next day the kid is at @CAPS1 class @CAPS4 said Im @CAPS2 sorry I dont have my paper. teacher asked why because my grampa died. teacher said okay tomorrow. @CAPS2 the kid got his paper done.",F,F
1037,"Dear editor of @ORGANIZATION1, I am writting this letter to you @CAPS4 I think people are not getting enogh exercise @CAPS4 they spend so much time on the computer and they are going to websites here are some things that I want you to write about so people can and @MONTH1 be aware. My first reason I exercise why this @CAPS4 so many people spent so much time on the computer they don't get they don't walk. They sit and want message their frends @CAPS1 day. Not worrying that they are ganning @CAPS2 and @CAPS3 A on their heart @CAPS4 of the @CAPS2. @CAPS4 of this it can @CAPS5 to heath @CAPS6 things could you can't do @CAPS15. m @CAPS7 reason @CAPS8 @CAPS9 websites to moral kids @CAPS10 @CAPS11 things they Are not suppose see when kids have free @CAPS12 computer excise the thing wen let me @CAPS11 this can @CAPS10 @CAPS11 @CAPS14 sites, gunsites, @CAPS15 to a things can make something they @MONTH1 really hurt someone or maybe even themselves. Kids try to learn @CAPS15 people talk like @CAPS16 websites things that they are not able to and over they can see Are @NUM1 on @CAPS16 @CAPS18. My third reason chat sites Places to get some attension They will @ORGANIZATION1 things they are not suppose to the @NUM2 year oldd man here some things to write are doing and please monitor them as much as you can to prevent this.",C,D
16380,"The builders of the Empire State Building faced many obstacles especially with the construction of the mooring mast due to the height of the building. First, due to the alleged, projected height of the mast there were concerns on how to evenly distribute the dirigible's weight. The structure of the dirigible and the fact that it was lighter than air was crucial to understand. Taking this into account, the builders had to figure out how to have the whole building support the dirigible's weight and not just the top mast. Had the dirigible be supported by only the mast itself, the dirigible's weight would probably pulled the mast right out of the building. Another obstacle the builders faced was the delicate nature of the mooring mast. The mast was not made in a business fashion, but more of an extravagant manner, with much of it made out of glass because of many windows. This made the mast's installation a lot more harder because they had to watch the mast be installed from all areas. The builders faced many obstacles in making sure that the Empire State Building was acceptable for dirigible docking.",D,C
6066,"The setting in the features of the cyclist is that if it is too hot or too cold, it could affect how the cyclist is riding . If its to hot the cyclist would get exhausted a lot faster . And if its to cold then the cyclist would @MONTH1 be get sick . Also if its  too windy then he would go a lot slower if he is going in the winds direction.",F,C
10311,"The author would conclude the essay like he did because it sounded good to help he all the shangling ideas together. For example one person said, she silently vowed to herself in the spring after the snow melts she would retake that test.   ",F,C
7698,"The setting of the story, are very dry and humid, and flat, and hilly. The author noticed the terrain changing, Flat road. Was replaced by short, rolling hills (Joe kurmaskie). Being out in the middle of a dessert like surronding during June, and nothing surronding him is a scary thought. The heat, and lack of water affect him, by him possibly getting mirages, or he @MONTH1 faint, because of the heat, and how much fluid he has lost. The hills dont help any eigther.",C,C
17859,"Im writing about the time I was patient at a @ORGANIZATION1 game. It was my birthday and my dad took me, to go to watch the @LOCATION1 vs. the @LOCATION2 huggets in @LOCATION1. We were in a huge traffic jam. The jam was caused by a wreck a couple miles ahead and everyone was trying to get to the game before it started. I was patient with the whole trip because the trip was about a @NUM1 ½ hours long. My dad, uncle, aunt and me were all kind of frustrated that it was taking so long, but I kept my cool and was able to make it through the @NUM1 ½  hour drive. When we got to the arena the @LOCATION1 and @CAPS1 were warming up and the game was about to begin. At the end of the day the @LOCATION1 ended up winning. That was the most best birthday ive ever had. Now I dont think I could ever keep my cool like that again because I have a very short fuse now that in order. I will never forget that birthday again.",C,B
4237,"Many things such as books, music, magazines, ect., causes problem acts for children to act different, but i say that everything should stay in the library because there more things that causes acts than the things that are listed. Many children get their acts from books, movies, and magazines but most get their acts from something different.   Children gets most of their acts from the television that their viewing at home wich causes them to think if their parents doesn't care about what their watching than it's okay to view what ever.So the most that is causing acts is what is being viewed at homes or in the movies. So I really say that it's okay for children to read or watch what evers legal on television.   But to me in the the libraries it's up to whoms ever controling it should decide by ages. just like legal things only legal for adults. I say that it's only for adults because childern starts argument from what ever they see expecially when their around their friends. When children is around their friends they feel that it's cool to do what ever. And it's all coming from thing based on violence in the books that children reads more often. So to me I will say that it shouldnt be okay for what is being viewed.",D,D
