essay_id,essay_set,essay,rater1_domain1,rater2_domain1,rater3_domain1,domain1_score,rater1_domain2,rater2_domain2,domain2_score,rater1_trait1,rater1_trait2,rater1_trait3,rater1_trait4,rater1_trait5,rater1_trait6,rater2_trait1,rater2_trait2,rater2_trait3,rater2_trait4,rater2_trait5,rater2_trait6,rater3_trait1,rater3_trait2,rater3_trait3,rater3_trait4,rater3_trait5,rater3_trait6,word_count,normalized_score,true_grade
90,1,"Dear @CAPS1 and @CAPS2 of the @LOCATION1 @CAPS3 I think that computers are a good thing to use. I know that some people do use the computer instead of enjoying a or exercising, but not everyone does that, The computer is a good resource to invest time in. The effects computers have on people is good (for the most part). The statement is true, people that use the computer can talk with people online and get information quickly than the library. I believe that the effects a computer has on a person, are good effects. When people use a computer they can get information which for research and work (word) That's because, when your on a computer you can simply relax but get available amount of work done. You can also do things while your on the computer, hold your dog, hold your cat, eat, drink, text, call. It's very multi propose (use). But some computers is a bad thing because not how the very expensive and same dont have the money to buy a computer but if you do have, you because they're of people or example @CAPS4 cheated and not a computer he could have good so rich and rumors because the computer is what he needs to be succesful with microsoft so computers are useful and the effect they have on people is a positive one.",3,4,,7,,,,,,,,,,,,,,,,,,,,,,232,0.5,D
91,1,"Dear Newspaper, I think computers are great. There really helpful. They can teach us about things. Also they have fun games and websites which is always a plus. Computers are helpful in lots of things, like if you need to look something up for school you can just easily go on the computer and find it also some teachers have websites now where insted of bringing a big social studies book home, you can go on the internet and use the online book. Did you know that @PERCENT1 of @CAPS1 students rather use the internet book then taking the actual one home. Also if you forgot to write down your homework theres a website to lookup all the homework you have. Also computers can teach us things. There are websites that have math games and school related things. Also you can easilly go on google and look up things and they can give you thousands of information. Lastly the internet is a good source for fun they have millions of games on the internet and also fun websites like facebook. Did you know @PERCENT2 of @CAPS1 students use the computer for the games and online talking. This also gives kids lots of things to do on a rainy day. So weither your using the internet for it's helpfulness its resources, or just for the fun games and websites. Computers are really helpful.",4,4,,8,,,,,,,,,,,,,,,,,,,,,,233,0.6,C
96,1,"The use of computers is definetly correct. It is helpful, you can discover new things and much more. Computers makes peoples lives just so much simpler. Computers can help people in magnificent ways by looking for things you despretly need. Like if you were a student and you had to write a paper on @PERSON1. The computer has internet and that like billions of facts @PERSON1 and much more information about every thing. It can be helpful also by looking up the wheather, the new, even things that are happening around the world and even answering questions you have. Discovering things on the computer is something that happens every day. For example I read an article about the @CAPS1 and the @CAPS2 @CAPS3 the next day my teachers gave us a pop quiz on that and I got @NUM1. If a computer can get somebad a @NUM1 on their test think of what else it could do for the world. It might even help sae lives. Of course a computer can be helpful. In way like cheeking the score from yesterdays game, see whats going on in your community, watch videoes, hear music, talk to your friends, relatives get information on places, medical stuff. A computer can basicly do every thing from looking up the games scores to saving a life. The use of computers is, obviously the best dicision.",3,4,,7,,,,,,,,,,,,,,,,,,,,,,230,0.5,D
100,1,"Dear local newspaper, @CAPS1 you know how long you go on the computer for? Well get up and go outside. Thats one of my reasons why I think people spend to much time on it my other reason is your eyesit can go bad. Its a nice sunny day dont wast your time on the computer! Go outside! All, kids @CAPS1 is sit on the computer all day not getting exercis. Did you know @NUM1 out of @NUM2 kids that sit on the computers all day gain at least @NUM3? @PERSON1 told me that. I mean I believe him because its true kids dont get up.There missing a nice day out would you wanna miss a nice sunny day? My finall reason is kids eyesight can go bad. I mean having them stare at a screen all day, thats bad. @PERSON1 told me if your on the computer for @NUM4 hours on the computer for @NUM4 hours straight your eyes can get worst. I remember a tiny when I was on the computer for @NUM4 1/@NUM4 hours my eyes were killing me everything I blink. I know the computer is fun playing games, talking to friends but you should take a break and @CAPS1 something ples. In conclusion just go outside and have fun! @CAPS1 you want to wast a nice sunny day by staying in doors hurting your eyes? I know I @CAPS1!",3,4,,7,,,,,,,,,,,,,,,,,,,,,,236,0.5,D
110,1,"Dear @ORGANIZATION1, I think computers are good to society, because you can read the news paper online, email your friends and family, and can play games and watch videos or movies. Knowing the latest news is very important, news paper are okay but you have to pay for them with the news paper online you can get the latest news for free! This way you can save money and trees. Heres another way of saving trees. E-mailing is a good to talk so some one far away and it's a lot faster than just regular old mailing. E-mail is also good for e-mailing links to cool websites, on e-mail can send a funny picture or a video or an important notice. So, Computers can be your news paper and a good and fast way of communication. It also can be useful for entertainment. Computers are one of the most popular entertainment sources. Computers allow you to go on game sites, watch videos or movies or play on online game on just a regular @CAPS1 game. I know whenever I'm bore I go on my computer and I can always find something to don on line or find a movie to watch. So, computers are very popular, in many areas computers are helpful in news, communication, and entertainment. People just need to look at the positive aspects of computers, then they will see how great they are",3,3,,6,,,,,,,,,,,,,,,,,,,,,,242,0.4,D
116,1,"I agree with the newspaper, people are spending too much time on the computer and not exercising. everyone knows computers addictive. but people need to get out more. but people making it more addicting by creating things such as never ending games and its distracting people from there life, family, work and exercise.",2,2,,4,,,,,,,,,,,,,,,,,,,,,,53,0.2,F
125,1,Computers dont have any affect on kids we just love going on cause we use it for help and this persuade the readers of the local newspaper cause we need to be able to communicate also do writing essays and doing social studies or science homework my ideas are let us go computers cause were not bothering u can just leave us alone and let us do what you need to do cause what computers are what give us information for we have to do and were to do wat we gotta do and u people can just leave us alone cause arent addicting to me or anyone and if we were it still would it matter cause a computers a computer u dont punish it because just punish us from the computer punish us because of it cause its the computer fault it can be addicting cause the computer is device that gives us wat we need and the information we also the computer does favors for us the computer is a amazing thing,3,2,,5,,,,,,,,,,,,,,,,,,,,,,176,0.3,F
137,1,"Dear, news paper I think computers are good, this is because you can learn thing's about faraway places using them, you can also hear about the most recent news and you can communicate with people. In school a lot of the research projects on other places focus on other places around the world. When you use a computer you can read articles about the place and also get pictures and use them in a slideshow or photo story. Their are also educational websites that kids can go on to learn their math facts to multuplication tables @CAPS1 the computer is a good learning tool. The computer can keep you up-to-date with the news to! their are news website that post minute to minute things about world news and tell the world what kind of desaster happened in some far away place on the other side of the world. A lot of the time families are spread all over the world, you can chat with family or friend's that have moved by a simple chat room and you can catch up on what has been happening in each other's lives and that's a good tool for family to stay in touch @CAPS1 the computer has lots of benefits that a lot of people all around the world can use, from learning. About a faraway country to chatting with cuson that lives in california and also knowing whats going on in your own home town.",3,4,,7,,,,,,,,,,,,,,,,,,,,,,249,0.5,D
139,1,"Dear, @ORGANIZATION1, I think computers do have a positive affect on people but I don't think because of computers is the reason people don't exercise or enjoy nature. People make their own choices in life. The computer is just there. If somebody chooses to be on the computer instead of spending time with their family well thats their choice and problem not the computers. Me for example I love working and playing on the computer. Even though I'm on the computer I still do things like talk to my family, I play basketball, and I chill with my homies. Now thats my choice to do all of that. I can easily just sit up in my room and be on the computer all the time. It's nothing wrong with doing that because that is my choice in life. Nobody should be able to tell you to get off the computer because that is your choice in life. If you want to be on the computer instead of going outside thats your choice. Only you know what is best for you.",3,4,,7,,,,,,,,,,,,,,,,,,,,,,184,0.5,D
146,1,Dear local newspaper I think that usieng computers help people becuse if we did not have computers we would not now ehey thing about eneyone or eneything like all of the @CAPS1 I would not now eneything about them but with computers I know alot about them and there lives like @CAPS2 @CAPS3 @CAPS4 got shot in the back of the head and. @CAPS4 got shot to and I know alot about the @ORGANIZATION1 there white people that to fear in to black people and the same with the wars like world @NUM1 and world @NUM2 and the @CAPS5 and @PERSON1 and the @CAPS6 war there was like plain spy palin flying across @LOCATION1 and they shot him down becuse we were trying to see if thay had eney nuculer bombs offer there. And the same with google and yahoo with google you can type in eneything and you will get a answer and most liked a corect answer yahoo and google is great for some worke and products end studying becuse you then you do to and that I think that computer are good.,3,3,,6,,,,,,,,,,,,,,,,,,,,,,185,0.4,D
151,1,"Dear local newspaper I dont agree with the people who say people spend to much time on their computers. Because people can lean mostly anything they want all of a computer also there are lots of resomes why people should use advances technology they can teach kids how to find out answers to there homework the fastway instead of reading a book or taken a class and still get the full understeading. The people that say others spend's to much time on there computers are also right about that but they still can interact with friends and family they can play games, speak to each other, even learn new things together, all through a computer. One thing they were right about was to go out and enjoy the nature you cant do that on a computer but you can help the nature on a computer like try to put up a blog. Something that people make so others can see and spred the word and on that blog it can stay stop cuting down trees for stores or stop killing animales for there far or anythin you wont to write. So the people that do read this you should agree with me because you can do lots of things on a computer and learn lot more then you ever thought you could. So go out and find you a computer and find somethine you need to do or learn or just to have some fun.",4,4,,8,,,,,,,,,,,,,,,,,,,,,,247,0.6,C
152,1,"Dear local newspaper, @CAPS1 opinion on the effects computers have on people is a positive effect. Three main reasons are that people learn more about cultures, places, and some people work online. @CAPS1 first reason why computers have a positive effect on people is because they help you learn about cultures around the world. Learning about cultures is very important because if people travel they need to know how they can respect each other. @CAPS1 second reason why computers have a positive effect on people is because they help you learn about places around the world the world. Learning about places is very important because you could get lost. It also helps you by telling you which places are famous to visit. @CAPS1 third reason why computers have a positive effect on people is because some people find jobs online. Other people work online. This benefits people in a positive way. In conclusion computers have a positive effect on people because its helps people learn about cultures, places, and jobs around them.",3,3,,6,,,,,,,,,,,,,,,,,,,,,,172,0.4,D
163,1,"Computers are over used and controll the minds some people. Computers are parcally to @CAPS1 for americas high obesity percentage. Americas teens are not doing homework. And noteveteing time into school because of computers. These high tech machines should be outlowed and given to only those who truly need them. People spend way to much time on computers. The time people spend on the computer is time they should be exersizing. Computers make people obees studys show that @PERCENT1 of obees americans admit to being adicted to the computer. This is why computers are bad. The internet on computers is unsafe. Expers say that popular chating sites such as myspace are the reason for the sudden incroas in murders, and rapings. The number of convicted criminals as well as sex affenders i tramendus. Yet parents lot the children on them. People don't understand the troubles computers cause. Besides the other factors computers retard teens learning. Teh comkputer is suposed to be a helpful tool and used for leanring. But computers are being used for other things. Computers encourage kids not to study or do homework. Although those are useful becoming sites and tools, these tool arent used often. Computers hurt people in many ways. America should have off computer week to fight back from its evil grie on children. I hope one day we can all turn off out computers for good.",4,4,,8,,,,,,,,,,,,,,,,,,,,,,233,0.6,C
164,1,"Dear local newspaper, @CAPS1 you think computers have a positive or negative effect on people? I personally think computers have a positive effect on people because with computers many people @CAPS1 research about the past. Also I don't agree that computers have a negative effect on anybody because with computers many people learn hand-eye coordinations, gives them the ability to learn about faraway people and places, they also allow people to talk to old friends or family members. Then, computers can also be used to help someone find information about nature such as different trees, plants, animals, and many other things that are involved in nature. After that, computers are also sometimes used to contact people who live faraway from you. Some ways to contact people on a computer are using e-mails, instant message, facebook, myspace, and many other websites. In addition, I think computers have a positive effect on people, but others maya not agree which is fine because not everybody has the same opinion on stuff in the world. Then, computers can be very useful to many people because they can use computers if they need to find information on history, any events that might have went on in the past that might not still be done in the present. Finally, computers are useful to scientists, business workers, many adults, and even children use computers if they need to type something for school or need to find information for a project they're doing.",4,4,,8,,,,,,,,,,,,,,,,,,,,,,249,0.6,C
169,1,"Dear @LOCATION1 @CAPS1, after reading your article about advances in technology, I would like to offer my opinion about this contraversal subject. All around the world, people are using computers to do all sorts of things; weather its for games, the buying and selling of items, talking with people in different countries; the possibilites are endless. This is, however, not nessessarally a good thing. Many people become addicted to computers. Esspecialy adolesents, who enjoy the games that computers offer. From personal experience being addicted to computers, I can honestly say that I was under almost complete control by that computer. My grades started to go down, I stopped interacting with my friends and family, and trouble on things. Many parents watch their children go through this and are sometimes helpless to stop it. This poses a large problem for parents. My word of advice; don't let your children become addicted!",3,3,,6,,,,,,,,,,,,,,,,,,,,,,151,0.4,D
187,1,"Dear,newspaper I think that people should have computers I think that because kids play game to help them learn like math game or read and grown ups can go on websites and watch work out videos and they could pay there bills on the computer to and they dont have it in the store of kids need to do there homework computers are good for that buy thet also have bad stuff like kids say they are doing there homework but they are on youtube myspace or facebook. or other stuff but computers have more good stuff about them they bad things so that? Why I think we should have computers.",3,2,,5,,,,,,,,,,,,,,,,,,,,,,112,0.3,F
189,1,"Dear Newspaper, @CAPS1 you turn there is technology. It's not going to change. Try a schedule. Encouragment helps a lot of people. Activities keep you mind off things read on to find our more. Scheduleing is important. Limit the time on the computer. For every half hour at least @NUM1 minutes outside or with friends. try to memorize the schedule. Encouragement helps me and alot of people! Try to encourage family and friends, The goverment is also trying to fight this. Encouragement helps. Activities can keep people off the computer. Try neighborhood activities. After-school activities for a while. All kinds of stuff is fun. Do you think scheduling helps? Do you like encouragement? Do activities keep you mind off things? then by far this stuff helps.",3,3,,6,,,,,,,,,,,,,,,,,,,,,,128,0.4,D
191,1,"Dear The @CAPS1, I understand that you have some concerns about computers. I don't think you should be concerned though. You should not be concerned because computers are very posotive. They teach us hand-eye coordination, help teach you about faraway places and people, and finally you can talk online with familly and friends. First, computers teach you hand-eye coordination. There are thousands of fun games online that can help improve your reflexes and eyesight. This can help heal or improve some people reflexes by making their eyes more keen. Another thing amazing about computers is that you can learn about far away places and people. This is very helpful because if you want to travel somewhere far away but you can't, you just go to your computer and look it up. Then you feal like you are really there. It can also help you study about people that live far away and that you won't get to meat in person. Finally when you go on your computer you can go online and talk with your family and friends. There are all types of websites you can go on to talk and hang out with with all of your friends and family. The computer is very helpful because it keeps your family and friends together and happy. In conclusion I think computers are a great, fun, and helpful invention. Remember these good characteristics that computers have and please don't take computers away; we need them.",4,4,,8,,,,,,,,,,,,,,,,,,,,,,250,0.6,C
195,1,"Dear, @ORGANIZATION1, @CAPS1 idea about ""Computers"" is very well thought outside of the box.Well. We sure need computer to look up information these days. Why do we need them now and it dident existed before? Reseach shows over @PERCENT1 of @CAPS2 says computer is everything. Let me explain a little bit further to you what I mean. First, you can look up places, chat with friends and family. @CAPS1 oppinion about using the local internet would be that it's good only for those who knows and not trying to be mean. For little world neve should get to bed at least @NUM1 pm, and never to forget about nature outside of fresh air. In conclusion, internet these days are very good for people.",2,3,,5,,,,,,,,,,,,,,,,,,,,,,125,0.3,F
208,1,"Dear newspaper editor, I have recently heard that some people think that computers have a negative effect on people. Well i think that computers have a positive effect on people. I think that computers have a positive effect on people because it helps make learning about other countries easier. Also, it helps people talk to people from different countries. Another reason is that it helps people learn about different cultures, religions, or traditions. The reason why some peope think that computers have a negative effect on people is because people are spending more time on the computer than spending time with their family. Also, people use the computer more than they use exercise machines, bicycles, or scooters. Now that you know about the positive and negative effects of computers, Which side will you choose? the one against computers or the one for computers. I would choose the one for computers.",3,3,,6,,,,,,,,,,,,,,,,,,,,,,150,0.4,D
