essay_id,prompt,entropy,prob_dist_1,prob_dist_2,prob_dist_3,argmax_match
7276,"In the essay Rough Road ahead by Joe Kurmaskie, the cyclist had many changes due to the setting of what was around. The cyclist was lost in the dessert. This affected him a lot because the desert is very hot. He could have died from either dehydration or exhaustion. Also, in the desert some animals can be very dangerous on the cyclist journey, he saw a poisonous snake. It was a good thing that he was cautious around the snake because if he wouldnt have been, he might have gotten bitten and there would be no one around to help him. The desert that he was in. also happened to be desserted and there was no one around to help him with the directions. The worst thing would have to be that he ran out of water. Without the water, he could become very weak and dehydrated.  and could have even died. The setting of where the cyclist was affected him greatly.","[1.1568, 1.5955, 1.5438]","{'A': 0.0, 'B': 0.0, 'C': 0.1, 'D': 0.7, 'F': 0.2}","{'A': 0.0, 'B': 0.05, 'C': 0.45, 'D': 0.4, 'F': 0.1}","{'A': 0.0, 'B': 0.05, 'C': 0.3, 'D': 0.55, 'F': 0.1}",False
16284,"Allowing the dirigibles to dock at the Empire State Building took some obstacles. First, there was a lack of suitable landing area in New York City. To solve this, Al Smith added a mooring mast to the top of the Empire State Building. This would allow the dirigibles to anchor there for several hours for refueling, service, and to let passengers off and on.Another obstacle for allowing dirigibles to dock at the Empire State Building was the stress being added to the building's frame because of a one thousand-foot dirigible moored at the top of a building held by a single cable tether. To accommodate the situation, the steel frame of the Empire State building would have to be strengthened and modified. Over Sixty thousand dollars' worth of modifications had to be made to the building's framework. The final and greatest obstacle for successful use of the mooring mast was nature. The winds at the top of the building were constantly shifting due to violent air currents. Lead weights would be used to weight down dirigibles landed in open fields. But losing the lead weights at the Empire State building where they would be dangling high above pedestrians on the street was not very safe at all.","[1.571, 1.3955, 1.571]","{'A': 0.1, 'B': 0.6, 'C': 0.2, 'D': 0.1, 'F': 0.0}","{'A': 0.05, 'B': 0.6, 'C': 0.3, 'D': 0.05, 'F': 0.0}","{'A': 0.1, 'B': 0.6, 'C': 0.2, 'D': 0.1, 'F': 0.0}",True
4732,"Have you ever read or seen a book that you thought was not appropriate? Did you want to ban the book from the library you got it from? Well many people have experienced this and many of them have wanted to have more sensorship in libraries but we can not always do this. Maybe that book that you just put down, deeming it inappropriate for all to read it, is someone else's favorite book. You @MONTH1 never know but maybe someone might think your favorite book is not appropriate. There are many different people in the world and they all have different opinions. So instead of banning them how about libraries and schools just sensor them.      Censoring seems like a no brainer but a lot of people do not think about it. We can not just close our eyes to all the inappropriate books out there but we can at least censor them. Censoring them could be as simple as just putting a tag on them or making a different section for just those kinds of books. The tags should be clearly marked so that people can see it and know what to expect from the book.                    People do not have to get rid of some books completely but they need to recognize that young children could pick it up and start reading it without knowing that it is not very appropriate for them. Parents do have the right to check and monitor what their child is reading. Although if you just get rid of the book completely, people are also getting rid of other people's freedom of speech. No one has the right to determine what books are not appropriate and what books are, so no one should have the right to just have certain books just removed from the shelves.      Instead of banning the books or complaining about it them, people could try a rating system for books. When you buy movies a lot of times people check the rating on the movie to see if it would be appropriate for their child or even for themselves. This is what we could do with books too and maybe there will not be as many problems with books. It sounds simple enough but people need to take action and start to do something about it.     You @MONTH1 not be able to make everyone happy but at least people can be more informed about the books they are reading. If everyone can help out in the effort to make our libraries and school more censored than all the libraries would be a lot happier places full of adventure","[1.9016, 1.9016, 1.7855]","{'A': 0.05, 'B': 0.35, 'C': 0.4, 'D': 0.15, 'F': 0.05}","{'A': 0.05, 'B': 0.35, 'C': 0.4, 'D': 0.15, 'F': 0.05}","{'A': 0.05, 'B': 0.3, 'C': 0.5, 'D': 0.1, 'F': 0.05}",True
762,"Computers. They are an amazing marvel of science that greatly benefits man-kind today. But computers can be good or bad depending on how you use them. Homework can be made easier, connecting with others is easier, and entertainment like @CAPS1 and video games are a click away. On the otherhand, Computers can be distracting, addicting, and tiring. It is important to know the pros and cons of computers. For example, the search engine, @ORGANIZATION1, is an easy to use website that can be very helpful. If there is a concept or problem that you are having trouble with, just type it into @ORGANIZATION1 and links to websites pop up that will help answer anything that you would like to know. There is also a website called @LOCATION1. This website is an all purpose dictinary, @CAPS2, encyclopedia and translator. I even have an application for it on my cellphone. But technology can also be distracting. Social networking websites, like facebook, games websites like @CAPS3, and also websites like @CAPS4 can be very tempting and distracting when you should be doing homework. Procrasination is very easy to give into. But self control is the only way to avoid this problem. Budgeting your time so that you can do both your homework, and go on the computer is also very important. One thing that I find very useful on computers is an online textbook. We are lucky enough today that most large books can be formated onto a computer. Instead of carrying a @NUM1-pound text book, you can just use a @NUM1 megabyte book on the internet. This makes travel to and from school much easier. That, and textbooks often use up a lot of desk space, but all you nneed is the space that a computer will consume anyway. Studying is also made easier this way. All of the things that a computer can do are great. But this can also keep us from going outside, excersising, and seing real people in real life. This need for the computer can be bad. We are too connected as a society. Our status, feelings, friends, and position in life are always needing to be updated. Distractions are everywhere. Facebook, for instance, is very addicting. You are looking at a virtual landsacape. Self control really is the only way to get off the computer and step into the real world. Overall, computers are great, but you have to know when, and how long to use it. It has several benefits such as entertainment, communication, and information. But all of these things can be just as distracting as they can be helpful. Knowing this. I hope that society can think of the pros and cons of the computer.","[1.4905, 1.5332, 1.5332]","{'A': 0.1, 'B': 0.6, 'C': 0.25, 'D': 0.05, 'F': 0.0}","{'A': 0.2, 'B': 0.6, 'C': 0.15, 'D': 0.05, 'F': 0.0}","{'A': 0.15, 'B': 0.6, 'C': 0.2, 'D': 0.05, 'F': 0.0}",True
3639,"I'm really sick and my head really hurts at this moment while having to write this paper, so please take @CAPS1 easy on me.      Any source of literature is someone's own creation of imaginiation, taken in whatever direction they so choose for @CAPS1 be to be taken. The creation of that art form as writing would be nothing less then lonesome trash floating the winding streets if @CAPS1 were censored.       @CAPS1 is almost like when watching television; your kids are up and want to stay up late to watch the new horror movie but no way, that movie is way to scary for them, plus @CAPS1 shows some nudity. If the movie is not appropriate for your children then do not let them watch @CAPS1. In a library though, your mother might not always be there to pre-read your books for you. So maybe you just have to assume responsibility and read the book if you choose to, or not read the book depending on how your mother would feel about @CAPS1 of course.      The thought of there being censorship in libraries is quite ridiculous. Of course I would not like to see @PERSON1: @CAPS1 in my childrens section but that is all up to just having books in their right sections. Have the explicit books on one side of the library and the non on the other side. The main point is that most people that make use of the library are old enough to choose a book of their liking and if they are not they have their mother accompanying them","[1.2955, 1.861, 1.8427]","{'A': 0.0, 'B': 0.1, 'C': 0.6, 'D': 0.3, 'F': 0.0}","{'A': 0.05, 'B': 0.2, 'C': 0.5, 'D': 0.2, 'F': 0.05}","{'A': 0.05, 'B': 0.25, 'C': 0.5, 'D': 0.15, 'F': 0.05}",True
3515,"My views on cencorship @MONTH1 not  be what others believe. With a good understanding of what the majority of people would call innapropriate, evaluating what books should be placed on the shelfs is easier. Although many people @MONTH1 think that a certain book is appropriate, others @MONTH1 disagree. That's why creating a rating system would be best.     With a rating system of books, movies, magazines, and other materials in a library, parents would have a better understanding of what they want their child to read or watch. If there is vulgar language inside of the book, it could be labeled with a rating and an explanation of why the book is rated the way it is. That way, if there are complaints of the item, the library would not be blamed.      I personally don't think that getting rid of materials because of others' complaints should occur. I believe that the books could be kept, but labeled or even placed on a different section of shelves to reference that they @MONTH1 be more innapropriate than the normal. What happens when a college student needs a book that is mandatory for his class and the book is banned because of 'innapropriate usage'? There is no way of making everyone completely satisfied, but with this system a lot of issues would be resolved.     My views on cencorship @MONTH1 not be what others believe, but taking away perfectly written books is not right. Disagreement isn't the easiest thing, but just because it's hard doesn't mean you have to give up. The rating system would decrease the complications and help others to be more free with their decisions","[1.8219, 1.8219, 1.1568]","{'A': 0.05, 'B': 0.4, 'C': 0.4, 'D': 0.1, 'F': 0.05}","{'A': 0.05, 'B': 0.4, 'C': 0.4, 'D': 0.1, 'F': 0.05}","{'A': 0.0, 'B': 0.2, 'C': 0.7, 'D': 0.1, 'F': 0.0}",False
18892,"Patience is one of the worlds most important lifeskills. Having my best friend live across the street is great. He has @NUM1 older sister, named @LOCATION1. @LOCATION1 was blessed with downs syndrom. This basically means she doesnt understand things as fast as you and I. You also can see it from the way she acts. @LOCATION1 is one of the happiest people I have ever met. Knowing @LOCATION1 as well as I do also comes with a downside. You need to be extremely patient. When talking to her, lots of people would give up and leave because she doesnt get it, but her closest friends have developed patient like no other kind. Having @LOCATION1 as my neighbor is one of the greatest things that could have happened. She has made me a master at one of the most important lifeskills. @LOCATION1 is a wonderful person and, I guess a great teacher, but when you are having a bad day, be grateful because not everyone is as blessed as you.","[1.861, 1.861, 1.2568]","{'A': 0.05, 'B': 0.2, 'C': 0.5, 'D': 0.2, 'F': 0.05}","{'A': 0.05, 'B': 0.2, 'C': 0.5, 'D': 0.2, 'F': 0.05}","{'A': 0.0, 'B': 0.05, 'C': 0.7, 'D': 0.2, 'F': 0.05}",True
426,"Dear, @CAPS1 of the @ORGANIZATION1 @CAPS2 has come to my concern that many people are debating on whether computers benefit our society or not. Some people think computers are the lives of many people, but I have to disagree with those who say that. I think that computers benefits our society in there ways, they bring people together, they offer many websites to research a topic, and they let people shop at home. One way that computers help us is that they bring people together by using the internet. Many families do not live close to other relatives, making hard to see them. But with the internet, people can use social networking sites such as facebook or myspace to keep in touch with one another. Distant relatives can talk and share picture with one another to keep in touch. Also, the internet can help bring couple together and potentially lead to marriages. How @MONTH1 times have you seen those @CAPS3 harmony commercial that claim to have brought two singles together to make a happy couple? Another way that computers help today's society is that they offer many places to conduct research on a certain topic. There are so many search engines on the internet that lead you to numerous websites to help you find out what you need to know. Also, researching a topic on the computer is so much easier compared to going to the library and reading books. When using books, to research a topic, you need to find the right book, read the whole thing or at least most of @CAPS2, and find what you're looking for. But with the internet, you just type in what you're looking for, click, and go. Lastly, computers let you shop online and lead to a better shopping experience. By shopping online, you skip the long lines at retail stores which means less time walking to get your product. For example, many people rush to stores early in the @TIME1 for huge sales on ""@CAPS4 @DATE1."" A person could be left waiting in line for hours to get a product. Why wait outside for so long when you could just buy the product in the comfort of your own home and get the product delivered right to your house? Also, many websites offer special deals for shopping online so you can even money. In conclusion, I think that computers benefit our society in three ways, they bring people together, they offer many websites to research a topic, and they let people shop at home. A world without computers would be so much different than the world we live in today.","[1.5332, 1.2955, 1.1568]","{'A': 0.2, 'B': 0.6, 'C': 0.15, 'D': 0.05, 'F': 0.0}","{'A': 0.6, 'B': 0.3, 'C': 0.1, 'D': 0.0, 'F': 0.0}","{'A': 0.7, 'B': 0.2, 'C': 0.1, 'D': 0.0, 'F': 0.0}",False
18640,"@CAPS2 was a dark saddanly night we went to go pick up some subway for my family. Boom, a struck of lightning  @CAPS1 every thing went dark. The manger came out every body be calme she and use navy blue flash lights we couldnât get to our car because @CAPS2 was raining & thundering so hard we were scared we were going  get shocked. So we waited growl, whent my tummy.âIâm hungryâ so me and my grandmother asked can we still get our subs made because we have light. The manger said âokayâ. She told the worker to get back to work. @NUM1 min later the manger started passing out subs chips, soda, and cookies @CAPS2 was @NUM2 pm. We all ate drank I felt asleep. We all woke up the next morning sun shing lights on. So we all walked out to our cars smelling like break & meat. That was the best patient day of my life.","[0.469, 1.2345, 1.2345]","{'A': 0.0, 'B': 0.0, 'C': 0.0, 'D': 0.1, 'F': 0.9}","{'A': 0.0, 'B': 0.0, 'C': 0.05, 'D': 0.45, 'F': 0.5}","{'A': 0.0, 'B': 0.0, 'C': 0.05, 'D': 0.45, 'F': 0.5}",True
18438,"Once apon a time, in a land for army, there was a girl named @PERSON1. One day @PERSON1 and her mom where going to watch a movie called @CAPS1 from @LOCATION1. @CAPS2 when they got to the theater, the tickets were sold and so they had to watch another movie. It mustve been a bad day because once they got up to the ticket sold and remember to go to! @PERSON1 and her mom left and went to go eat. They went to a place called @ORGANIZATION1 and got in to order! They ordered their food, sat back down and ate. Once they were done, the left and went to try again with the movie @CAPS2 when they did the line was as long as a mile! @PERSON1s mum just told her to be patient and wait I told about and listening to go???. When they were there, they finally got the last ticket available. After that her mom @CAPS5 so honey @CAPS3 were patient???When they got home???  the couch, got a snack, and waited for @PERSON1s sister and dad to get home. finally, they ???  withe a big surprise  and @PERSON1s dad was holding tickets to go see the movie @PERSON1 and her mom had just seen! @CAPS3 were trying to find you all day @CAPS5 her father. @CAPS4 @CAPS3 couldnt find you. @CAPS5 her sister. @PERSON1 and her mom looked at each other and explained that they can go see the movie @CAPS3 were patient and waited in line an got the last ticket available! And @CAPS3 won feifty dollars too! exclaimed @PERSON1. The @CAPS6!","[0.469, 1.0763, 0.2864]","{'A': 0.0, 'B': 0.0, 'C': 0.0, 'D': 0.1, 'F': 0.9}","{'A': 0.0, 'B': 0.0, 'C': 0.05, 'D': 0.25, 'F': 0.7}","{'A': 0.0, 'B': 0.0, 'C': 0.0, 'D': 0.05, 'F': 0.95}",True
12573,"In this memoir the author created a mood of what it was like in his childhood home. Based on pharagraph @NUM1, cooking was a big part of the author's childhood life. The author describes a home filled with the smell of the kitchen and the ""passionate @CAPS1 music."" @CAPS2 a warm mood that makes you think of home, this pharagraph is the base of the authors childhood. The author lived in a neighborhood of immigrants that were friendly and always helped each other out. In pharagraph @NUM2, the author describes a mood of family, friendship and acceptance. Even though the people of the neighborhood weren't all the same, they except one another as equals during a time of racism and segregation. Coming to a different country and starting a new life can be extremly difficult. It is hard to get good jobs when you just immigrated and maybe don't have a ton of money. It is also hard to get used to climate change, and learning another language. This creates a mood of hardship and rough times. Throughout this memoir the author creates moods, whether good or bad, of the memories of his childhood.","[1.6805, 0.9918, 1.5955]","{'A': 0.0, 'B': 0.05, 'C': 0.25, 'D': 0.5, 'F': 0.2}","{'A': 0.0, 'B': 0.0, 'C': 0.05, 'D': 0.75, 'F': 0.2}","{'A': 0.0, 'B': 0.05, 'C': 0.45, 'D': 0.4, 'F': 0.1}",False
15509,"There were many obstacles that the builders of the Empire State Building faced in attempting to allow dirigibles to dock on the mast. One obstacle they faced was nature itself. It says in the exerpt that ""the winds on top of the building were constantly shifting due to violent air currents. Even if the dirigible were tethered to the mooring mast, the back of the ship would swivel around."" This could have led to major accidents if the dirigibles were allowed to dock here. Another obstacle they faced was that these dirigibles could not fly to low over urban cities. It says in the excerpt that ""these was an existing law against airships flying too low over urban areas. This law would make it illegal for a ship to ever tie up to the building or even approach the area."" But before the idea was even dropped, two dirigibles attempted to reach the building. The first one could not reach the building because of forceful winds. The second airship attempted a stunt to drop off a bundle of news papers. They didn't have the right equipment so they had to have a worker catch the bundle of papers that were attached by a rope. These obstacles were very important to be construction of the mast because it's probably saved the lifes not only the aviators but the people that lived in urban cities below.","[0.9219, 1.1568, 0.9219]","{'A': 0.0, 'B': 0.1, 'C': 0.8, 'D': 0.1, 'F': 0.0}","{'A': 0.0, 'B': 0.1, 'C': 0.7, 'D': 0.2, 'F': 0.0}","{'A': 0.0, 'B': 0.1, 'C': 0.8, 'D': 0.1, 'F': 0.0}",True
323,"Dear @CAPS1, I feel as though computers have good effects on people. Throughout these next paragraphs I will be giving you all of my reasons on the things that computers help people do. I will be talking about how computers give people good typing skills, how they give information to people, and how they allow us to socialize. Over ninety four percent of people today own a computer ad feel as though they have learned many things from it. I bet you didn't know that! First off I will be telling you about how computers help people type. The @CAPS2 on a computer doesn't go alphabetically. This means that you have to practice more to get better in typing. I remember the first time I tried to use the @CAPS2 it difficult but as I tried more I got better. Once I got better I realize where the keys were and soon I don't even have to look up the computer and all of it's parts help people by teaching them skills that they @MONTH1 used in the. These skills @MONTH1 be needed in their job field. Computers are helpful device. The next thing I will be telling you about is how computers have information that is useful to and its where a child is working know a lot about the. It holds information and has website when the internet they. The computer. My final reason why computers have good effect. If you need to talk to a friend but dont feel like calling them you can just go on to a website and chat with them. There are so many that you just can't choose! Did you know what they are over one million of these kinds of websites? There is @CAPS3 @CAPS4 just to name a few. This also gives people the chance to socialize with people from all over the world. This in return causes people to have better social skills. Maybe they will become ore friendly and become more outgoing. This is all because of one little thing and that little things is the computer! So as you can see computers have many wonderful effects on people. They help people get better at typing give lots of information that people want to know and get better social skill cant you just learning and I dont know about not I can get a pretty clear image of that in my mind. Thanks for reading this and taking I say information.","[1.6805, 1.2345, 1.2192]","{'A': 0.0, 'B': 0.05, 'C': 0.25, 'D': 0.5, 'F': 0.2}","{'A': 0.0, 'B': 0.0, 'C': 0.05, 'D': 0.45, 'F': 0.5}","{'A': 0.0, 'B': 0.0, 'C': 0.05, 'D': 0.4, 'F': 0.55}",False
1460,"I have relized that there as been a disagreement about computers the positive and negative effects on people. It seems to me, in my opinion that computers have more of a negative affect on people than positive. I believe tat people are spending too much time on the computer and not exercizing, they don't spend quality time with family & friends and need to get fresh air and enjoy nature. Although computers are a great piece of techology, many don't get outside to enjoy the nature & fresh air because their computers are inside their homes. This is not good because when you go outside, it helps skin health from the sunlight & lets in fresh air for your lungs. In addition, a walk outside to enjoy nature wouldn't hurt either. It can relieve stress & can be relaxing. Furthermore, it is obvious when people are on the computer, they usually block out what their friends & family are saying to them. People can lose track of time & be on the computer for hours. Instead you should use this time to be with your friends and family. Being with your family can make your bond between each other stronger and you can get along with each other better. Also, having a nice family time is a good way to help be with your family. @NUM1 out of @NUM2 experts say that eating a family dinner can help a child's grades & prevent them from using drugs or dropout of high school or college. Finally, kids are more obese than us because they don't get enough excersize. At least @PERCENT1 or more kids are obese from recent studies. Due to this; this can lead to bone & joint issues, heart diseaase, lung problems, diabetes and athsma. These issues above are serious health problems if not treated. If kids excercize instead of being on a computer all day, the number of obese kids will drop drastically. Excersize can help kids' self esteem, and get them back in shape. They can either play sports or even take a walk or run. There are many different things you can do to excersize and its fun for kids. Unquestionably, there is definitely more reasons why there is a negative affect on kids/adults due to computers for the reasons above and more. Computers prevent people from enjoying nature to get fresh air. Likewise, they also prevent families & friends to spend time with each other and lastly, it isnt allowing kids to excersice which can lead to obesity.","[1.5955, 1.461, 1.461]","{'A': 0.05, 'B': 0.45, 'C': 0.4, 'D': 0.1, 'F': 0.0}","{'A': 0.05, 'B': 0.4, 'C': 0.5, 'D': 0.05, 'F': 0.0}","{'A': 0.05, 'B': 0.5, 'C': 0.4, 'D': 0.05, 'F': 0.0}",False
9319,"Minfong Ho concluded Winter Hibiscus with that paragraph to show hope and renewal for the character Saeng. Spring represents birth and renewal, a second chance for Saeng. She had previously failed what seems to be an important test (perhaps her citizenship test), and motivated her to try and remember her past, which she sorely misses. The winter hibiscus seems to represent herself, and this illustrates it: its-its not a real one, Saeng mumbled she was still too shaky to say the words at home, lest she burst into tears again. Not like the kind we had before I know her mother said quietly' 'its flowers arent as pretty, but its strong enough to make it through the cold months here, this winter hibiscus. That is what matters. This describes Saengs position perfectly  she is not the same, as happy as she once was, but she can make it through the hard times, and can bloom in the spring to take the test again. This shows the purpose of the last paragraph in winter hibiscus to show the renewal and hope that Saeng will experience.","[1.761, 1.761, 1.7219]","{'A': 0.2, 'B': 0.5, 'C': 0.2, 'D': 0.1, 'F': 0.0}","{'A': 0.2, 'B': 0.5, 'C': 0.2, 'D': 0.1, 'F': 0.0}","{'A': 0.1, 'B': 0.4, 'C': 0.4, 'D': 0.1, 'F': 0.0}",True
15534,"In the short story of ""The Mooring Mast."" by Marcia Amidon Lüsted describes three obstacles of the builders of the Empire State Building faced for the attemption to allow dirigibles to dock there. Two resons were safty. The first ""Most dirigibles from outside of the United States used hydrogen rather than helium, and hydrogen is highly flammable"". A flammable ship above a ""densely populated area such as dowtown New York could result in desistiar. The second safty reson was due to ""The winds on top of the building were constantly shifing due to Violent air currents."" Dirigibles ""dangling high above pedestrians on the street, was neither Practical nor safe."" The final obstacl the Empire State Building faced was Law. ""An existing law against airships flying too low over urban areas."" ""This Law would make it illegal for a ship to ever tie up to the buildings or even approach the area."" The Law and to safty obstacles the builders of the Empire' State Building faced would not allow any attempts for dirigibles to dock there.","[1.5438, 1.7219, 1.5438]","{'A': 0.0, 'B': 0.05, 'C': 0.3, 'D': 0.55, 'F': 0.1}","{'A': 0.0, 'B': 0.1, 'C': 0.4, 'D': 0.4, 'F': 0.1}","{'A': 0.0, 'B': 0.05, 'C': 0.3, 'D': 0.55, 'F': 0.1}",False
13566,"In the memoir Narciso Rodriguez From Home: The blueprints of our lives the author sets a sad mood in this memoir. An example of the sad mood set the author describes his neighborhood. The author describes his neighbor hood by saying ""our neighborhood was made up of mostly Spanish, cuban and Italian immigrants."" (@NUM1) This show they live in a run down neighborhood because most immigrants are poor when they arrived at the @LOCATION1 @CAPS1 example is when he describes his family. The author say's ""There was often someone staying with us temporarly until they were able to get back on their feet"". (@NUM2) This shows the poverty that they lived around because they had to put shelter around those who couldn't aford it. The last way the author describes the sacrifice of his parents, The author say's ""The Faith that this would lead them and their children to better times drove them to endure these hard times"". (@NUM3) This is a sad mood because it shows how their @CAPS2 back fired and they didn't have a very happy time. That is why I think the tone of this memoir is a sad one.","[1.1884, 1.6477, 1.6477]","{'A': 0.0, 'B': 0.0, 'C': 0.05, 'D': 0.6, 'F': 0.35}","{'A': 0.0, 'B': 0.05, 'C': 0.15, 'D': 0.5, 'F': 0.3}","{'A': 0.0, 'B': 0.05, 'C': 0.15, 'D': 0.5, 'F': 0.3}",True
10508,"The author concluded the story with the paragraph because it shows that everything and everyone can make it through a tough time. This paragraph acts as a final positive message to readers. The text say, when they come back... I will take that test again. This quote shows that Saeng can see herself as one of the geese or the budding hibiscus plants. She knows that her winter is her test and that when she is ready, shell be able to take the test again and be successful. The budding of the hibiscus represents the time when shell be prepared to take the test. Though she is having a tough tine now, she'll be able to get through it and make another attempt. This paragraph is at the end because it brings together the purpose of the hibiscus. Without saying this, the readers would have never gotten this message, instead, they would believe that the role of the hibiscus was to serve as a connection to Saengs past. In conclusion, this positive paragraph was included to show readers that everyone can balance back from a bad situation.","[1.4905, 1.5955, 1.4905]","{'A': 0.1, 'B': 0.6, 'C': 0.25, 'D': 0.05, 'F': 0.0}","{'A': 0.05, 'B': 0.4, 'C': 0.45, 'D': 0.1, 'F': 0.0}","{'A': 0.1, 'B': 0.6, 'C': 0.25, 'D': 0.05, 'F': 0.0}",False
4426,"There are things in the world that are not ment for certain people to see. Things like rated @CAPS1 movies, @CAPS2 books, alcohol, and @CAPS2 music are not ment for children. Yes people have rights, they can view whatever they want. If a @CAPS4 wants to see a rated @CAPS1 movie or drink a beer that is the parents choice to let that @CAPS4 see that movie not the person running the store. If you are under the age limit a store keeper should have the right to tell you, you can't go in the store or buy his product.           Is it okay for a storkeeper to to tell your @CAPS4 no? Some would say yes to this and others would say no. If your @CAPS4 is trying to buy a movie with guns, blood, and killing, and you don't want your @CAPS4 to have this movie you might be mad if a store keeper let your @CAPS4 buy it. On the other hand you might be mad if this store keeper told your @CAPS4 he wasnt allowed to buy this movie. If the rated @CAPS1 is based on maturaty how does this store keeper know how mature your @CAPS4 really is? Your @CAPS4 could be a one that likes to copy the things they see on movies, the store keeper doesn't know if this is true or not. He doesn't know this @CAPS4, he can't say if he is mature enough to watch this movie with guns, blood, and killing. How would this store keeper feel if this @CAPS4 watched this movie he let the @CAPS4 buy and the @CAPS4 went out and killed someone, how would you feel if this happened? This wouldn't happen if there was an age limit.     If a group of @NUM1 year olds who just got their license go into a liquor store and try to buy beer, who is going to stop them from drinking and driving if there is no age limit on drinking? Lives get wasted when teenagers make choices like drinking and driving. When your @NUM2 years old you don't think about whats going to happen after you make a choice, you just think about how fun it's going to be while your doing it. Most 12-@NUM2 year olds aren't mature enough to make decisions in the spure of the moment.      There for there should be an age limit for some things, maybe not all things in the world, like weather or not your @CAPS4 can buy a candy bar or a soda. But an age limit on buying an @CAPS1 rated movie, alcohol, guns, knives exc. What would the world be like if children went around with these things? With an age limit on ceritain this there wouldn't be a probelm with these things","[1.6477, 1.461, 1.469]","{'A': 0.0, 'B': 0.05, 'C': 0.3, 'D': 0.5, 'F': 0.15}","{'A': 0.0, 'B': 0.05, 'C': 0.4, 'D': 0.5, 'F': 0.05}","{'A': 0.0, 'B': 0.05, 'C': 0.45, 'D': 0.45, 'F': 0.05}",False
7428,"The setting of the cyclist clearly influences his mood. From the beginning to end, the outside world reflects the tormils in his head. This is evident in the beginning reservoir, empty desert, hills the Welch factory, & finally the fish camp. The reservoir is a heven, @NUM1 safe ground that contains everything the men needs. He is feeling optimistic, ready & eager to follow advice of old men. He first hits a ghost town, which is foreshadowing a dangerous future. He passes through still with a level head. He comes to a water pump that gives him battery acid. This is wher the mood shifts. He suddenly describes his setting as the high deserts of California. The sun is boiling down & water is running low. His hopes start to drop. When the flat road was replaced by short, rolling hills, it reflects the turmoil in his head. The terrain is harder the chances of his survival lessons. When he crosses a snake, it suggest even more despair. It finally climaxes at the Welch factory. How ironic, it is an abandoned juice factory. This is lost hope. When he finally arrives at the fish camp, he is relieved to be alive & is uplifted. The cyclist has made it. It is clear the setting has affected the cyclist.","[2.0087, 1.361, 2.0087]","{'A': 0.05, 'B': 0.15, 'C': 0.4, 'D': 0.3, 'F': 0.1}","{'A': 0.0, 'B': 0.1, 'C': 0.5, 'D': 0.4, 'F': 0.0}","{'A': 0.05, 'B': 0.15, 'C': 0.4, 'D': 0.3, 'F': 0.1}",True
19052,"Have you ever been in a situation when you know something good is coming or is going to happen and you just @CAPS1t control yourself? You ask your parents, when and they say, soon just have some patience! well this has happened to me multiple times, such as when we were going to @LOCATION1 or @LOCATION2, but on this special occasion, getting our new dog. I decided to be a mature teenager and be patient. It was @DATE1 @TIME1, the day my family was getting a dog and I was so excited. My stomach was filled with butterflies, trying to fly out and explode in happiness. Everyone else in my family was the same way, but just then, I remembered my goal about being a mature teenager and patient. So I carried on with my normal, everyday life. Eat breakfast, comb hair, get dressed, brush teeth, and go to school. Later, when I came home, my mom announced that my dad will arrive with my puppy in @NUM1 minutes. So I sat on my chair, in my room and watched the clock tic and toc for about @NUM2 minutes. Then, I walked in to the living room, where the rest of my family was sitting and waited till I heard a door slam. Suddenly. Boom! The door slammed on my dads truck. My mom, brother, and sister bolted to the door as I simply walked to see the puppy. aww! everyone screamed. @CAPS1 I hold her, and shes my dog, and lets name her also came in the conversation. Then, my dad glared at me, standing their quietly and handled me the dog. you are being so patient, you @CAPS1 be the one to hold her first! I was so proud of myself. I was patient and I was the one that got to hold her first. Being patient @CAPS1 pay off!","[1.6805, 2.0087, 2.0087]","{'A': 0.0, 'B': 0.05, 'C': 0.25, 'D': 0.5, 'F': 0.2}","{'A': 0.05, 'B': 0.15, 'C': 0.4, 'D': 0.3, 'F': 0.1}","{'A': 0.05, 'B': 0.15, 'C': 0.4, 'D': 0.3, 'F': 0.1}",False
