essay_id,prompt,prob_dist,raw_response,entropy,kl_divergence
19052,"Have you ever been in a situation when you know something good is coming or is going to happen and you just @CAPS1t control yourself? You ask your parents, when and they say, soon just have some patience! well this has happened to me multiple times, such as when we were going to @LOCATION1 or @LOCATION2, but on this special occasion, getting our new dog. I decided to be a mature teenager and be patient. It was @DATE1 @TIME1, the day my family was getting a dog and I was so excited. My stomach was filled with butterflies, trying to fly out and explode in happiness. Everyone else in my family was the same way, but just then, I remembered my goal about being a mature teenager and patient. So I carried on with my normal, everyday life. Eat breakfast, comb hair, get dressed, brush teeth, and go to school. Later, when I came home, my mom announced that my dad will arrive with my puppy in @NUM1 minutes. So I sat on my chair, in my room and watched the clock tic and toc for about @NUM2 minutes. Then, I walked in to the living room, where the rest of my family was sitting and waited till I heard a door slam. Suddenly. Boom! The door slammed on my dads truck. My mom, brother, and sister bolted to the door as I simply walked to see the puppy. aww! everyone screamed. @CAPS1 I hold her, and shes my dog, and lets name her also came in the conversation. Then, my dad glared at me, standing their quietly and handled me the dog. you are being so patient, you @CAPS1 be the one to hold her first! I was so proud of myself. I was patient and I was the one that got to hold her first. Being patient @CAPS1 pay off!","[{'A': 0.0, 'B': 5.0, 'C': 25.0, 'D': 50.0, 'F': 20.0}, {'A': 5.0, 'B': 20.0, 'C': 50.0, 'D': 20.0, 'F': 5.0}, {'A': 0.0, 'B': 5.0, 'C': 45.0, 'D': 45.0, 'F': 5.0}]","['A: 0\nB: 5\nC: 25\nD: 50\nF: 20', 'A: 5\nB: 20\nC: 50\nD: 20\nF: 5', 'A: 0\nB: 5\nC: 45\nD: 45\nF: 5']","[np.float64(nan), np.float64(-478.2892142331043), np.float64(nan)]","[np.float64(nan), np.float64(231.2674833210577), np.float64(nan)]"
1665,"Dear @CAPS1, Advances in computer technology have positively affected the society we live in today. Computers teach hand-eye coordination, help kids learn inside and outside of school, and connect the world socially. These amazing devices have done nothing to harm the new generation. In fact, they have done quite the opposite. Computers are an excellent way of teaching hand-eye coordination. People who are opposed to using computers believe that all they do is make kids lazy and ignorant. This is not the case. The coordination gained from using the mouse games over to sports like baseball and lacross. Players have to look at an incoming ball, and guide their stick or mitt to catch the ball. As you can see, coordination is essential to sports. It is also needed for simple every day tasks around the house. These could be as plain as just taking out the trash or cooking meals. We overlook the fact they easy jobs like these still require coordination. A misplaced pot could pour boiling water on the floor and cause a huge mess. W are lucky that we live in a world with such a good teacher of hand-ey coordination. Computers are the worlds most knowledgeable teachers. No matter how hard you try if you are using a computer, you will learn something. The internet is a best cache of information. In the current day and age, the environment is a growing concern. Paper no made from trees, so must be cut down. It takes forty years for a tree to grow, and seconds to cut one down. Schools everywhere should use computer and keyboards for work instead of paper and pencil. Since most students are familiar with computers, they enjoy working with them more than writing. The average kid could learn more in an hour with a computer than they would whole day at school. The transiton needs to be made. Computers are also a massive social network. Instant messaging and @CAPS2 are now primary sources of communication. If it hasn't for computers, I wouldn't be able to talk to my friend that moved to @LOCATION2 two years ago. This is just one example of how social networks are helpful. They help people stay connected with old friends, and work. All major corporations use computers to invest, sell products, and store information. Computers are the ultimate way communicate. Obviously, computers are growing exponentially in popularity. The @LOCATION1 should put this to use. Imagine a more eco-friendly country where we don't have to cut down a million acres of @CAPS3 @CAPS4 rainforest every year. The benifits of computers are endless. Three of these are hand-eye coordination, knowledge and communication.","[{'A': 70.0, 'B': 20.0, 'C': 10.0, 'D': 0.0, 'F': 0.0}, {'A': 70.0, 'B': 25.0, 'C': 5.0, 'D': 0.0, 'F': 0.0}, {'A': 80.0, 'B': 15.0, 'C': 5.0, 'D': 0.0, 'F': 0.0}]","['A: 70\nB: 20\nC: 10\nD: 0\nF: 0', 'A: 70\nB: 25\nC: 5\nD: 0\nF: 0', 'A: 80\nB: 15\nC: 5\nD: 0\nF: 0']","[np.float64(nan), np.float64(nan), np.float64(nan)]","[np.float64(nan), np.float64(nan), np.float64(nan)]"
518,"Dear local newspaper, More and more people are using computers there days. Some people think computers are an improvements to society. Others are concerned that people spent too much time on computers and not enough time exercising and spending time with friends and family. I believe that computers can be a bad thing. I think this because some people spend to much time on them,, it's one of the leading causes of obesity, and it interfers with people social lifes. According to recent studys, about @NUM1 out of @NUM2 people spend most of their time on their computers. Many ot these people spend their time on online games and socializing websites such as facebook and myspace. Others spend it shopping or learning. Some of the online games include world of warcraft, rune scope, and many @CAPS1's @CAPS2 @CAPS3 @CAPS4 games. Many people who spend most of their time on the computer are or @MONTH1 became obese. According to @PERSON1, spending alot of time on computer is one of the main reasons for obesity. Many experts agree that computers are the learning cause of obesity. between @DATE1 and @DATE2 more people have been using their computers more often. The obesity rate has increased between then too. Most of the people who spend alot of time on the computer don't interact with their friend and family much. This can lead to ruined relationships, loss of friends and the chance of losing your love with family. Many experts, such as @PERSON2, say that a person can become depressed from not interacting with friends and family. He also says some of the people who became depressed start thinking of suicide. Spending too much time on the computer is a bad thing would you want to spend too much time on the computer even ater hearing the cons of it? I believe spending too much time on the computer is bad for everyone.","[{'A': 5.0, 'B': 30.0, 'C': 45.0, 'D': 15.0, 'F': 5.0}, {'A': 5.0, 'B': 25.0, 'C': 40.0, 'D': 25.0, 'F': 5.0}, {'A': 0.0, 'B': 10.0, 'C': 70.0, 'D': 20.0, 'F': 0.0}]","['A: 5\nB: 30\nC: 45\nD: 15\nF: 5', 'A: 5\nB: 25\nC: 40\nD: 25\nF: 5', 'A: 0\nB: 10\nC: 70\nD: 20\nF: 0']","[np.float64(-476.1627470860923), np.float64(-468.2892142331043), np.float64(nan)]","[np.float64(0.0), np.float64(5.051279650617811), np.float64(nan)]"
141,"Dear @PERSON3 of the @LOCATION1, I strongly believe that computers effect us in a positive way. Computers are advancing and so are their uses, computers are great and they are not our thought process or went to run around outside and play sports. Computers help us find and talk to relatives and friends they allow us to learn different things about farien places. They also are great for research! First and foremost computers are effecting us positively expesally when it comes to finding and talking to family and friends. My mom was adopted and @NUM1 years ago she really wanted to find her birth family, one year later her birth father found her on this website where you can locate family, she found her family and I now have two more @CAPS1, @PERSON1 and @PERSON2, and a cousin @PERSON4. I love them all very much. I would not have of been able to get to know them if it wasnt for the computer, speaking of communication, I was working like a dog on this big science prodject I had. we weren't able to do it in person and it @CAPS3 impossible for one person to three way four people. So we emailed our ideas and thoughts and were able to get the project done. ""@CAPS2 are never enough hours in the day!"" @CAPS3 something that @CAPS3 commonly said. Over @PERCENT1 of adults complain that @CAPS2 @CAPS3 never enough time in day. That @CAPS3 a statistic from @ORGANIZATION1. The computer allows you to multi task so you can be on your business call and email your mother so she know that you didn't forget her birthday. In addition, computers help us understand other countries and learn about their culture and how they are doing. @CAPS2 are many people who don't have tvs and they get their news from the internet. Also for projects, in @NUM2 grade I had to learn about @CAPS4, the country in @LOCATION2. it would take countless hours to find research in books, you will find a lot of stuff you dont need, but on the computer it @CAPS3 fast and easy. If you need to know something you can just type it in and, boom! You have it where as if you were usinf a book you would still be looking for what you need. Time @CAPS3 something that we can't afford to waste expessaly in this economy. Furthermore, computers are great for all kinds of research and directions. People who think that people spend too much time on the computer, and exersizing are not always right. I don't know about you, @PERSON3, but I am constantly looking up different exersizes to get a flat stomach. Most of my friends do it with me. I also look up directions, finding routs on maps are enfuriating and take for ever. Go on the computer the maps are always updated and you can get easy and fast directions! I don't know about you but I love things fast and easy. Going back to research, what about for solving crimes? Identifying people with finger prints fast so no one can get hurt. In conclusion computers effect us in possitive ways, more and are a great help to society, from locating people, to communication, and all the way to finding valuable and life changing information. I hope that you and I see eye to eye in this matter, advancing computers are our friends not the enemy.","[{'A': 20.0, 'B': 50.0, 'C': 20.0, 'D': 10.0, 'F': 0.0}, {'A': 30.0, 'B': 40.0, 'C': 20.0, 'D': 10.0, 'F': 0.0}, {'A': 15.0, 'B': 60.0, 'C': 20.0, 'D': 5.0, 'F': 0.0}]","['A: 20\nB: 50\nC: 20\nD: 10\nF: 0', 'A: 30\nB: 40\nC: 20\nD: 10\nF: 0', 'A: 15\nB: 60\nC: 20\nD: 5\nF: 0']","[np.float64(nan), np.float64(nan), np.float64(nan)]","[np.float64(nan), np.float64(nan), np.float64(nan)]"
15578,"In ""The Mooring Mast,"" a historical article by Marcia Amidon Lüsted, it is made clear that there were at least three obstacles that the builders of the Empire State Building faced in an attempt to allow dirigibles to dock there. These issues were the building's pre-existing frame, fire safety, and nature itself. The plans for the Empire State Building had not intended a mooring mast to be dropped on the roof of the building. As a result, architects had to change their entire plan: ""The steel frame of the Empire State Building would have to be modified and strengthened to accommodate this new situation,"" (par. @NUM1). This was a significant difficulty. Also a concern for foreign dirigibles was that the gas the use made fire safety and issue: ""... the owners... realized how much worse that accident could have been if it had taken place above a densely populated area,"" (par. @NUM2). Getting around the fire hazard would be impossible. Finally, as stated in the article, nature was the mast's greatest obstacle. ""Even if the dirigible were tethered to the mooring mast, the back of the ship would swivel around and around the mooring mast,"" (par. @NUM3). The violent winds kept much from happening with the mast. With the three aforementioned obstacles, the fate of the Empire State Building's mooring mast was grim. It would never do what Al Smith had intended for it.","[{'A': 80.0, 'B': 15.0, 'C': 5.0, 'D': 0.0, 'F': 0.0}, {'A': 70.0, 'B': 20.0, 'C': 10.0, 'D': 0.0, 'F': 0.0}, {'A': 60.0, 'B': 30.0, 'C': 10.0, 'D': 0.0, 'F': 0.0}]","['A: 80\nB: 15\nC: 5\nD: 0\nF: 0', 'A: 70\nB: 20\nC: 10\nD: 0\nF: 0', 'A: 60\nB: 30\nC: 10\nD: 0\nF: 0']","[np.float64(nan), np.float64(nan), np.float64(nan)]","[np.float64(nan), np.float64(nan), np.float64(nan)]"
3871,"Are there universally evil books that no one should read? Are good and bad no longer matters of opinion for the readers themselves? The answer is no. Censorship is a terrible practice masquerading as a boon. The right to read certain books should not be left to a conservative few, because everyone has their own opinion about everything. There is always something we can potentially learn from books, and it's never right to take that away. Freedom of speech should certainly come into play here as well, allowing the authors' words to be heard without interference from those who would dictate what we read.     There is a reason libraries have many sections. They have to cater to the individual tastes of the masses, without regard to what other people find offensive. If one was to go through the library and burn every book they did not like, there would be scarcely anything left. Send in another person with different tastes, and then you have a completely empty library. It is far better to leave all the books alone so that everyone can find something to enjoy reading. Basically, there are bound to be people who have similar opinions to the author of just about anything, so allow the authors to share those opinions.     Then we have the knowledge portion of the issue. Offensive material to one person might be what another person wants or needs to read, whether for recreation or class. There is much to be learned in the way of psychology and human nature from almost any writing. Perhaps a restricted section would be in order if the problem would involve corruption of innocent minds, but a full censor would never be necessary.     Finally, there is an amendment in the @CAPS1 of @CAPS2 for preventing censorship. It is unconstitutional to restrict any form of expressive speech, whether it be books, movies, music, or magazines. And what is more restrictive to an author than to have their books banned? The greatest difference between our country and a totalitarian government is the simple freedom allowed in the @LOCATION1. If we start restricting that freedom, what are we then?     In short, censorship is a harmful practice that should never be used. People all have their own opinions, all media can be learned from, and our freedom should not be restricted. The practice of censorship is what should truly be banned from the shelves.","[{'A': 70.0, 'B': 25.0, 'C': 5.0, 'D': 0.0, 'F': 0.0}, {'A': 60.0, 'B': 30.0, 'C': 10.0, 'D': 0.0, 'F': 0.0}, {'A': 70.0, 'B': 25.0, 'C': 5.0, 'D': 0.0, 'F': 0.0}]","['A: 70\nB: 25\nC: 5\nD: 0\nF: 0', 'A: 60\nB: 30\nC: 10\nD: 0\nF: 0', 'A: 70\nB: 25\nC: 5\nD: 0\nF: 0']","[np.float64(nan), np.float64(nan), np.float64(nan)]","[np.float64(nan), np.float64(nan), np.float64(nan)]"
3588,If I was to right about to a news paper that are childing should not be looking at book and shoud be tacken off the shelf. The reson I say that is so are cirlden are not geting ideads from a book that is not aproprit for them. I thank that is the mane reson there are more girls geting pragnit at a young age. I thank if we were to tack off the notey book there would be less girls pragnet.     I realy thank it could work if we would tack all of the notey books off the shelf and mack it a law that you hade to be a sherton age to look at them. I would like to see a chang in the way we look at notey book. I thank you should be @NUM1 to look at books that are notey. It would be a good thang to try for a wiyel. I thank it woukd work because it would not been showin to are childer and they would not whant to have babys as a teenager.     This is the way I thank it should have been done in the farist place. We would not have so miny probloms in the frist place. The than is I thank thay not thak it well be to hard to race a chiled at a young age. If we would not have to see thans that we shouldent have seen.,"[{'A': 0.0, 'B': 0.0, 'C': 5.0, 'D': 45.0, 'F': 50.0}, {'A': 0.0, 'B': 0.0, 'C': 5.0, 'D': 40.0, 'F': 55.0}, {'A': 0.0, 'B': 0.0, 'C': 5.0, 'D': 25.0, 'F': 70.0}]","['A: 0\nB: 0\nC: 5\nD: 45\nF: 50', 'A: 0\nB: 0\nC: 5\nD: 40\nF: 55', 'A: 0\nB: 0\nC: 5\nD: 25\nF: 70']","[np.float64(nan), np.float64(nan), np.float64(nan)]","[np.float64(nan), np.float64(nan), np.float64(nan)]"
1537,"My opinion on computers is that I think it's a good idea for people to go on computers. I think this way because if you haven't seen someone for so many years then you got a chance to see that person or talk to that person through the computer. Computers are also good because if you have a project to do from school then you could get good information based on what project you have to do. I like to go on the computer to talk to my friends that I haven't seen a while you could also meet new people and make friends. If there wasn't computers then we would have to look through a lot of books for information, or go all the way to the bank to check your account balance, this is why I think computers are good ideas. On the computer you could see workouts to get fit we don't only have to go to the gym. My dad gose on the computer to talk to his sisters, or play games with other people arount the world. Another example I could use is my mom she talks to her family in @LOCATION1 and in other places too. If there wasn't computer's we couldn't our tests, we couldn't get information. I think computers are very good ideas, cause it's good when you got to pay your bills too. We could interact with friend and familys online too thats what a lot of tenns and aults do if there was a rainyday or if its snowing and we don't go the chance to see our friends or relitives. For some people they think it's not a good idea because some people get addicted to the computers, but there is so much that you could do that the computer won't get you board. Thats why I think that computers are a good idea and that they are very important.","[{'A': 0.0, 'B': 5.0, 'C': 70.0, 'D': 25.0, 'F': 0.0}, {'A': 5.0, 'B': 25.0, 'C': 50.0, 'D': 15.0, 'F': 5.0}, {'A': 0.0, 'B': 5.0, 'C': 40.0, 'D': 50.0, 'F': 5.0}]","['A: 0\nB: 5\nC: 70\nD: 25\nF: 0', 'A: 5\nB: 25\nC: 50\nD: 15\nF: 5', 'A: 0\nB: 5\nC: 40\nD: 50\nF: 5']","[np.float64(nan), np.float64(-480.11185411610575), np.float64(nan)]","[np.float64(nan), np.float64(378.1344675387888), np.float64(nan)]"
12573,"In this memoir the author created a mood of what it was like in his childhood home. Based on pharagraph @NUM1, cooking was a big part of the author's childhood life. The author describes a home filled with the smell of the kitchen and the ""passionate @CAPS1 music."" @CAPS2 a warm mood that makes you think of home, this pharagraph is the base of the authors childhood. The author lived in a neighborhood of immigrants that were friendly and always helped each other out. In pharagraph @NUM2, the author describes a mood of family, friendship and acceptance. Even though the people of the neighborhood weren't all the same, they except one another as equals during a time of racism and segregation. Coming to a different country and starting a new life can be extremly difficult. It is hard to get good jobs when you just immigrated and maybe don't have a ton of money. It is also hard to get used to climate change, and learning another language. This creates a mood of hardship and rough times. Throughout this memoir the author creates moods, whether good or bad, of the memories of his childhood.","[{'A': 0.0, 'B': 5.0, 'C': 45.0, 'D': 40.0, 'F': 10.0}, {'A': 0.0, 'B': 5.0, 'C': 45.0, 'D': 40.0, 'F': 10.0}, {'A': 0.0, 'B': 5.0, 'C': 25.0, 'D': 50.0, 'F': 20.0}]","['A: 0\nB: 5\nC: 45\nD: 40\nF: 10', 'A: 0\nB: 5\nC: 45\nD: 40\nF: 10', 'A: 0\nB: 5\nC: 25\nD: 50\nF: 20']","[np.float64(nan), np.float64(nan), np.float64(nan)]","[np.float64(nan), np.float64(nan), np.float64(nan)]"
1460,"I have relized that there as been a disagreement about computers the positive and negative effects on people. It seems to me, in my opinion that computers have more of a negative affect on people than positive. I believe tat people are spending too much time on the computer and not exercizing, they don't spend quality time with family & friends and need to get fresh air and enjoy nature. Although computers are a great piece of techology, many don't get outside to enjoy the nature & fresh air because their computers are inside their homes. This is not good because when you go outside, it helps skin health from the sunlight & lets in fresh air for your lungs. In addition, a walk outside to enjoy nature wouldn't hurt either. It can relieve stress & can be relaxing. Furthermore, it is obvious when people are on the computer, they usually block out what their friends & family are saying to them. People can lose track of time & be on the computer for hours. Instead you should use this time to be with your friends and family. Being with your family can make your bond between each other stronger and you can get along with each other better. Also, having a nice family time is a good way to help be with your family. @NUM1 out of @NUM2 experts say that eating a family dinner can help a child's grades & prevent them from using drugs or dropout of high school or college. Finally, kids are more obese than us because they don't get enough excersize. At least @PERCENT1 or more kids are obese from recent studies. Due to this; this can lead to bone & joint issues, heart diseaase, lung problems, diabetes and athsma. These issues above are serious health problems if not treated. If kids excercize instead of being on a computer all day, the number of obese kids will drop drastically. Excersize can help kids' self esteem, and get them back in shape. They can either play sports or even take a walk or run. There are many different things you can do to excersize and its fun for kids. Unquestionably, there is definitely more reasons why there is a negative affect on kids/adults due to computers for the reasons above and more. Computers prevent people from enjoying nature to get fresh air. Likewise, they also prevent families & friends to spend time with each other and lastly, it isnt allowing kids to excersice which can lead to obesity.","[{'A': 0.0, 'B': 10.0, 'C': 80.0, 'D': 10.0, 'F': 0.0}, {'A': 10.0, 'B': 50.0, 'C': 30.0, 'D': 10.0, 'F': 0.0}, {'A': 5.0, 'B': 40.0, 'C': 40.0, 'D': 10.0, 'F': 5.0}]","['A: 0\nB: 10\nC: 80\nD: 10\nF: 0', 'A: 10\nB: 50\nC: 30\nD: 10\nF: 0', 'A: 5\nB: 40\nC: 40\nD: 10\nF: 5']","[np.float64(nan), np.float64(nan), np.float64(-482.19280948873626)]","[np.float64(nan), np.float64(nan), np.float64(395.4120904376099)]"
19379,"It was a hot sizzling @DATE1 day I had descidid to ride my  dirt bike @CAPS1 I but on my helmet, boots, goggles, and gloves. I headed out the door and out to my dirt bike, started it and took off. Like a speeding bulit zoom I went up one of the ramp and I landid but I was going to fast around a corner and wam I fell off and the foot deg went into my leg. My dad came running picked me up and put me in the truck to go to the @CAPS2. When we arrived my dad had to check in after that we sat down. There was a lot of people there men women kids and babys. An hour passed and we were still siting there, then two more then finily they called my name. the nurse took my dad and I to a room and said the doctor will be in shortley. all right my dad replide. An hour passed no doctor. We were starting to get bord @CAPS1 my dad turned on the tv. Then finily to three hours after we got in the room the doctor came in by now it was @NUM1 pm and we were exostid. The doctor took me to get xrayed when we got back the doctor said I had brused my bone and gave me crushes and said to stay off of it for a week. When we got home I laxed on the couch and went right to sleep. That was the time when I was patient for six hours in the @CAPS2.","[{'A': 0.0, 'B': 0.0, 'C': 5.0, 'D': 45.0, 'F': 50.0}, {'A': 0.0, 'B': 0.0, 'C': 5.0, 'D': 45.0, 'F': 50.0}, {'A': 0.0, 'B': 0.0, 'C': 5.0, 'D': 45.0, 'F': 50.0}]","['A: 0\nB: 0\nC: 5\nD: 45\nF: 50', 'A: 0\nB: 0\nC: 5\nD: 45\nF: 50', 'A: 0\nB: 0\nC: 5\nD: 45\nF: 50']","[np.float64(nan), np.float64(nan), np.float64(nan)]","[np.float64(nan), np.float64(nan), np.float64(nan)]"
16284,"Allowing the dirigibles to dock at the Empire State Building took some obstacles. First, there was a lack of suitable landing area in New York City. To solve this, Al Smith added a mooring mast to the top of the Empire State Building. This would allow the dirigibles to anchor there for several hours for refueling, service, and to let passengers off and on.Another obstacle for allowing dirigibles to dock at the Empire State Building was the stress being added to the building's frame because of a one thousand-foot dirigible moored at the top of a building held by a single cable tether. To accommodate the situation, the steel frame of the Empire State building would have to be strengthened and modified. Over Sixty thousand dollars' worth of modifications had to be made to the building's framework. The final and greatest obstacle for successful use of the mooring mast was nature. The winds at the top of the building were constantly shifting due to violent air currents. Lead weights would be used to weight down dirigibles landed in open fields. But losing the lead weights at the Empire State building where they would be dangling high above pedestrians on the street was not very safe at all.","[{'A': 5.0, 'B': 40.0, 'C': 40.0, 'D': 10.0, 'F': 5.0}, {'A': 10.0, 'B': 60.0, 'C': 20.0, 'D': 10.0, 'F': 0.0}, {'A': 10.0, 'B': 60.0, 'C': 20.0, 'D': 10.0, 'F': 0.0}]","['A: 5\nB: 40\nC: 40\nD: 10\nF: 5', 'A: 10\nB: 60\nC: 20\nD: 10\nF: 0', 'A: 10\nB: 60\nC: 20\nD: 10\nF: 0']","[np.float64(-482.19280948873626), np.float64(nan), np.float64(nan)]","[np.float64(0.0), np.float64(nan), np.float64(nan)]"
323,"Dear @CAPS1, I feel as though computers have good effects on people. Throughout these next paragraphs I will be giving you all of my reasons on the things that computers help people do. I will be talking about how computers give people good typing skills, how they give information to people, and how they allow us to socialize. Over ninety four percent of people today own a computer ad feel as though they have learned many things from it. I bet you didn't know that! First off I will be telling you about how computers help people type. The @CAPS2 on a computer doesn't go alphabetically. This means that you have to practice more to get better in typing. I remember the first time I tried to use the @CAPS2 it difficult but as I tried more I got better. Once I got better I realize where the keys were and soon I don't even have to look up the computer and all of it's parts help people by teaching them skills that they @MONTH1 used in the. These skills @MONTH1 be needed in their job field. Computers are helpful device. The next thing I will be telling you about is how computers have information that is useful to and its where a child is working know a lot about the. It holds information and has website when the internet they. The computer. My final reason why computers have good effect. If you need to talk to a friend but dont feel like calling them you can just go on to a website and chat with them. There are so many that you just can't choose! Did you know what they are over one million of these kinds of websites? There is @CAPS3 @CAPS4 just to name a few. This also gives people the chance to socialize with people from all over the world. This in return causes people to have better social skills. Maybe they will become ore friendly and become more outgoing. This is all because of one little thing and that little things is the computer! So as you can see computers have many wonderful effects on people. They help people get better at typing give lots of information that people want to know and get better social skill cant you just learning and I dont know about not I can get a pretty clear image of that in my mind. Thanks for reading this and taking I say information.","[{'A': 0.0, 'B': 5.0, 'C': 25.0, 'D': 50.0, 'F': 20.0}, {'A': 0.0, 'B': 5.0, 'C': 15.0, 'D': 50.0, 'F': 30.0}, {'A': 0.0, 'B': 5.0, 'C': 15.0, 'D': 50.0, 'F': 30.0}]","['A: 0\nB: 5\nC: 25\nD: 50\nF: 20', 'A: 0\nB: 5\nC: 15\nD: 50\nF: 30', 'A: 0\nB: 5\nC: 15\nD: 50\nF: 30']","[np.float64(nan), np.float64(nan), np.float64(nan)]","[np.float64(nan), np.float64(nan), np.float64(nan)]"
3515,"My views on cencorship @MONTH1 not  be what others believe. With a good understanding of what the majority of people would call innapropriate, evaluating what books should be placed on the shelfs is easier. Although many people @MONTH1 think that a certain book is appropriate, others @MONTH1 disagree. That's why creating a rating system would be best.     With a rating system of books, movies, magazines, and other materials in a library, parents would have a better understanding of what they want their child to read or watch. If there is vulgar language inside of the book, it could be labeled with a rating and an explanation of why the book is rated the way it is. That way, if there are complaints of the item, the library would not be blamed.      I personally don't think that getting rid of materials because of others' complaints should occur. I believe that the books could be kept, but labeled or even placed on a different section of shelves to reference that they @MONTH1 be more innapropriate than the normal. What happens when a college student needs a book that is mandatory for his class and the book is banned because of 'innapropriate usage'? There is no way of making everyone completely satisfied, but with this system a lot of issues would be resolved.     My views on cencorship @MONTH1 not be what others believe, but taking away perfectly written books is not right. Disagreement isn't the easiest thing, but just because it's hard doesn't mean you have to give up. The rating system would decrease the complications and help others to be more free with their decisions","[{'A': 10.0, 'B': 50.0, 'C': 30.0, 'D': 10.0, 'F': 0.0}, {'A': 5.0, 'B': 40.0, 'C': 40.0, 'D': 15.0, 'F': 0.0}, {'A': 0.0, 'B': 50.0, 'C': 40.0, 'D': 10.0, 'F': 0.0}]","['A: 10\nB: 50\nC: 30\nD: 10\nF: 0', 'A: 5\nB: 40\nC: 40\nD: 15\nF: 0', 'A: 0\nB: 50\nC: 40\nD: 10\nF: 0']","[np.float64(nan), np.float64(nan), np.float64(nan)]","[np.float64(nan), np.float64(nan), np.float64(nan)]"
3528,"Do you think having inappropriate or offensive books, magazines, movies or music should be found in a public library? Some books could be very offensive to people and when they take their children or younger siblings to the library, they don't want them looking at that. Others prefer looking at it which would anger them if they were taken away. Not all parents find some of the things in libraries offensive, even if they @MONTH1 be. Having music, magazines, movies or books that aren't appropriate for children should just be put into a different section, not taken away from those who enjoy it.      Even though having children look at something they shouldn't could be bad, it's also bad and unfair to those who only come to the library to view those things. It shouldn't be taken away from them.  If parents don't want their children seeing those things, the shouldn't take them to that section. Some adults don't enjoy seeing it, which can be understandable. No matter what, someone wouldn't be very happy about the decision.      In libraries, there is usually an adult section and kids section. If an adult doesn't want their child seeing something, they could simply take them to children's section where it won't be seen. In the children's section it's hard to find things that would be considered 'offensive' to adults. For the adults or teenagers who enjoy viewing these things, they could be in a section far away from the children. Taking things that people like away from someone is wrong and it would be mean to take that away from those who enjoy it.      Recently, the world has been turning into something it shouldn't. Some of the most disgusting and cruel things happen every day and you could probably find this news in a library. It's understandable if you wouldn't want your child around that, but I it's wrong to take away those things from the people that love that stuff. For example, scary movies could be very disturbing and too violent for a young child but they could be an adults favorite thing to watch. Thats why, if you put the more offensive things in a different section, the kids wouldn't notice it was even there.      If children were put into a different section, they wouldn't even notice the offensive things adults find. Taking away the things some adults @MONTH1 find offensive is like taking away the children's section, unfair. It wouldn't be fair to take away something that some adults or teenagers only come to the library for. Not all adults would understand both sides but I can see where both sides are coming from. If I had children I wouldn't want them seeinig things that are offensive, but I would keep them away from it instead of promoting against it. Having music, magazines movies or books that aren't appropriate for children should just be put into a different section, not taken away from those who enjoy it","[{'A': 0.0, 'B': 10.0, 'C': 50.0, 'D': 40.0, 'F': 0.0}, {'A': 5.0, 'B': 15.0, 'C': 40.0, 'D': 30.0, 'F': 10.0}, {'A': 0.0, 'B': 10.0, 'C': 60.0, 'D': 30.0, 'F': 0.0}]","['A: 0\nB: 10\nC: 50\nD: 40\nF: 0', 'A: 5\nB: 15\nC: 40\nD: 30\nF: 10', 'A: 0\nB: 10\nC: 60\nD: 30\nF: 0']","[np.float64(nan), np.float64(-463.51612202118827), np.float64(nan)]","[np.float64(nan), np.float64(526.5643243933723), np.float64(nan)]"
815,"Dear Newspaper, Computers today have a negative effect on people. The valuable time of getting daily exercise is reduced, you will not see your family enough and some of the costs are outrageous! Owning a computer is surely not a good idea. is sitting around all day your idea of a workout? Having a computer would be very bad for your physical lifestyle. Clicking a mouse & typing away are only moving your hands, not your whole body. An individual who doesn't use the computer daily, or f or large amounts of time would be healthier than someone who always uses the computer. I remember seeing a commercial about @NUM1 children & how their lives eneded up later on in life just by their computer usage as a ""tween."" Not only will you be unhealthy but anti-socialism is probable too. Many kids, or even adults, spend precious family time playing the sims @NUM2 creating their own ideal family. This however, is not acceptable. Spending time with your family is something precious. When asked about computer usage, @PERSON1 said, ""you could easily became addicted with just @NUM2 turns!"" @CAPS1 you are addicted, both your family & you suffer. They will stop inviting you places. You wouldn't want to loose the people who are going to be ther for you, on another what. ""@CAPS2!"" shouts your computer. You have another virus. uh oh, it's deleting your hardware: all your scholastic essays, important book-marked websites & sentimental photographs. Do you have any idea how much it would cost to even try to retrieve this data? Well, it'd be alot. I know youre probably thinking, ""This couldn't happen to me,"" but in reality; yes it can storing things on a computer is much riskier than having a hard copy. It will also save you more money. Furthermore, appliances use electricity @CAPS1 they're even plugged into an outlet! So when you get your electric bill, don't be surprised, computers can be very costly which, is why it's not worth it to have one. Computers are just another unnecessary thing in life. It will take away from your over-all health, reduce family time, & cost you same big bucks. It is a fact that you can survive without a computer. But without hjealth? Well, you'd be dead. I you to consider my ideas.","[{'A': 5.0, 'B': 30.0, 'C': 40.0, 'D': 20.0, 'F': 5.0}, {'A': 5.0, 'B': 30.0, 'C': 50.0, 'D': 10.0, 'F': 5.0}, {'A': 5.0, 'B': 30.0, 'C': 45.0, 'D': 15.0, 'F': 5.0}]","['A: 5\nB: 30\nC: 40\nD: 20\nF: 5', 'A: 5\nB: 30\nC: 50\nD: 10\nF: 5', 'A: 5\nB: 30\nC: 45\nD: 15\nF: 5']","[np.float64(-469.74168451037093), np.float64(-485.83808925473903), np.float64(-476.1627470860923)]","[np.float64(0.0), np.float64(6.096404744368119), np.float64(1.4210625757213995)]"
