essay_id,stakes_level,stakes_ordinal,variant_idx,grade_num
4456,medium,1,0,1
4456,medium,1,1,1
4456,medium,1,2,1
4456,medium,1,3,1
4456,medium,1,4,1
4456,medium,1,5,1
4456,medium,1,6,1
4456,medium,1,7,1
4456,medium,1,8,1
4456,medium,1,9,1
4456,high,2,0,1
4456,high,2,1,1
4456,high,2,2,1
4456,high,2,3,1
4456,high,2,4,1
4456,high,2,5,1
4456,high,2,6,1
4456,high,2,7,1
4456,high,2,8,1
4456,high,2,9,1
4553,low,0,0,2
4553,low,0,1,2
4553,low,0,2,2
4553,low,0,3,2
4553,low,0,4,2
4553,low,0,5,1
4553,low,0,6,2
4553,low,0,7,1
4553,low,0,8,2
4553,low,0,9,2
4553,medium,1,0,2
4553,medium,1,1,2
4553,medium,1,2,2
4553,medium,1,3,2
4553,medium,1,4,2
4553,medium,1,5,2
4553,medium,1,6,2
4553,medium,1,7,2
4553,medium,1,8,2
4553,medium,1,9,2
4553,high,2,0,2
4553,high,2,1,2
4553,high,2,2,2
4553,high,2,3,2
4553,high,2,4,2
4553,high,2,5,2
4553,high,2,6,2
4553,high,2,7,2
4553,high,2,8,2
4553,high,2,9,2
581,low,0,0,1
581,low,0,1,1
581,low,0,2,1
581,low,0,3,2
581,low,0,4,1
581,low,0,5,1
581,low,0,6,1
581,low,0,7,1
581,low,0,8,1
581,low,0,9,1
581,medium,1,0,1
581,medium,1,1,2
581,medium,1,2,2
581,medium,1,3,2
581,medium,1,4,2
581,medium,1,5,2
581,medium,1,6,2
581,medium,1,7,1
581,medium,1,8,2
581,medium,1,9,2
581,high,2,0,2
581,high,2,1,1
581,high,2,2,2
581,high,2,3,1
581,high,2,4,2
581,high,2,5,1
581,high,2,6,1
581,high,2,7,2
581,high,2,8,1
581,high,2,9,1
821,low,0,0,1
821,low,0,1,1
821,low,0,2,1
821,low,0,3,1
821,low,0,4,1
821,low,0,5,1
821,low,0,6,1
821,low,0,7,1
821,low,0,8,2
821,low,0,9,1
821,medium,1,0,1
821,medium,1,1,1
821,medium,1,2,1
821,medium,1,3,2
821,medium,1,4,1
821,medium,1,5,1
821,medium,1,6,1
821,medium,1,7,1
821,medium,1,8,1
821,medium,1,9,2
821,high,2,0,1
821,high,2,1,1
821,high,2,2,1
821,high,2,3,1
821,high,2,4,1
821,high,2,5,2
821,high,2,6,1
821,high,2,7,2
821,high,2,8,1
821,high,2,9,1
1702,low,0,0,1
1702,low,0,1,1
1702,low,0,2,1
1702,low,0,3,1
1702,low,0,4,1
1702,low,0,5,1
1702,low,0,6,1
1702,low,0,7,1
1702,low,0,8,1
1702,low,0,9,1
1702,medium,1,0,1
1702,medium,1,1,1
1702,medium,1,2,1
1702,medium,1,3,1
1702,medium,1,4,1
1702,medium,1,5,1
1702,medium,1,6,1
1702,medium,1,7,1
1702,medium,1,8,1
1702,medium,1,9,1
1702,high,2,0,1
1702,high,2,1,1
1702,high,2,2,1
1702,high,2,3,1
1702,high,2,4,1
1702,high,2,5,1
1702,high,2,6,1
1702,high,2,7,1
1702,high,2,8,1
1702,high,2,9,1
1167,low,0,0,2
1167,low,0,1,2
1167,low,0,2,1
1167,low,0,3,2
1167,low,0,4,2
1167,low,0,5,2
1167,low,0,6,1
1167,low,0,7,1
1167,low,0,8,2
1167,low,0,9,2
1167,medium,1,0,2
1167,medium,1,1,2
1167,medium,1,2,2
1167,medium,1,3,2
1167,medium,1,4,2
1167,medium,1,5,2
1167,medium,1,6,2
1167,medium,1,7,1
1167,medium,1,8,2
1167,medium,1,9,2
1167,high,2,0,2
1167,high,2,1,2
1167,high,2,2,2
1167,high,2,3,2
1167,high,2,4,2
1167,high,2,5,2
1167,high,2,6,1
1167,high,2,7,2
1167,high,2,8,2
1167,high,2,9,1
324,low,0,0,2
324,low,0,1,2
324,low,0,2,2
324,low,0,3,2
324,low,0,4,2
324,low,0,5,2
324,low,0,6,2
324,low,0,7,1
324,low,0,8,2
324,low,0,9,2
324,medium,1,0,2
324,medium,1,1,2
324,medium,1,2,2
324,medium,1,3,2
324,medium,1,4,2
324,medium,1,5,2
324,medium,1,6,2
324,medium,1,7,2
324,medium,1,8,2
324,medium,1,9,2
324,high,2,0,2
324,high,2,1,2
324,high,2,2,2
324,high,2,3,2
324,high,2,4,2
324,high,2,5,2
324,high,2,6,2
324,high,2,7,2
324,high,2,8,2
324,high,2,9,2
3034,low,0,0,2
3034,low,0,1,3
3034,low,0,2,2
3034,low,0,3,2
3034,low,0,4,3
3034,low,0,5,2
3034,low,0,6,2
3034,low,0,7,2
3034,low,0,8,3
3034,low,0,9,2
3034,medium,1,0,3
3034,medium,1,1,3
3034,medium,1,2,3
3034,medium,1,3,3
3034,medium,1,4,3
3034,medium,1,5,3
3034,medium,1,6,2
3034,medium,1,7,3
3034,medium,1,8,3
3034,medium,1,9,3
3034,high,2,0,3
3034,high,2,1,3
3034,high,2,2,3
3034,high,2,3,3
3034,high,2,4,3
3034,high,2,5,3
3034,high,2,6,3
3034,high,2,7,3
3034,high,2,8,3
3034,high,2,9,3
3993,low,0,0,1
3993,low,0,1,2
3993,low,0,2,2
3993,low,0,3,2
3993,low,0,4,2
3993,low,0,5,1
3993,low,0,6,2
3993,low,0,7,2
3993,low,0,8,2
3993,low,0,9,1
3993,medium,1,0,2
3993,medium,1,1,2
3993,medium,1,2,2
3993,medium,1,3,2
3993,medium,1,4,2
3993,medium,1,5,2
3993,medium,1,6,2
3993,medium,1,7,1
3993,medium,1,8,2
3993,medium,1,9,2
3993,high,2,0,2
3993,high,2,1,2
3993,high,2,2,2
3993,high,2,3,2
3993,high,2,4,2
3993,high,2,5,2
3993,high,2,6,2
3993,high,2,7,2
3993,high,2,8,2
3993,high,2,9,2
1428,low,0,0,1
1428,low,0,1,1
1428,low,0,2,1
1428,low,0,3,1
1428,low,0,4,1
1428,low,0,5,1
1428,low,0,6,1
1428,low,0,7,1
1428,low,0,8,1
1428,low,0,9,1
1428,medium,1,0,1
1428,medium,1,1,1
1428,medium,1,2,1
1428,medium,1,3,1
1428,medium,1,4,1
1428,medium,1,5,1
1428,medium,1,6,1
1428,medium,1,7,1
1428,medium,1,8,1
1428,medium,1,9,1
1428,high,2,0,1
1428,high,2,1,1
1428,high,2,2,1
1428,high,2,3,1
1428,high,2,4,1
1428,high,2,5,1
1428,high,2,6,1
1428,high,2,7,1
1428,high,2,8,1
1428,high,2,9,1
3513,low,0,0,2
3513,low,0,1,3
3513,low,0,2,2
3513,low,0,3,2
3513,low,0,4,2
3513,low,0,5,2
3513,low,0,6,2
3513,low,0,7,1
3513,low,0,8,2
3513,low,0,9,2
3513,medium,1,0,2
3513,medium,1,1,3
3513,medium,1,2,2
3513,medium,1,3,2
3513,medium,1,4,2
3513,medium,1,5,2
3513,medium,1,6,2
3513,medium,1,7,2
3513,medium,1,8,2
3513,medium,1,9,2
3513,high,2,0,2
3513,high,2,1,2
3513,high,2,2,2
3513,high,2,3,3
3513,high,2,4,3
3513,high,2,5,3
3513,high,2,6,2
3513,high,2,7,3
3513,high,2,8,2
3513,high,2,9,2
952,low,0,0,1
952,low,0,1,1
952,low,0,2,2
952,low,0,3,2
952,low,0,4,2
952,low,0,5,1
952,low,0,6,1
952,low,0,7,1
952,low,0,8,2
952,low,0,9,1
952,medium,1,0,2
952,medium,1,1,2
952,medium,1,2,2
952,medium,1,3,2
952,medium,1,4,2
952,medium,1,5,2
952,medium,1,6,2
952,medium,1,7,1
952,medium,1,8,2
952,medium,1,9,2
952,high,2,0,2
952,high,2,1,2
952,high,2,2,2
952,high,2,3,2
952,high,2,4,2
952,high,2,5,2
952,high,2,6,2
952,high,2,7,3
952,high,2,8,2
952,high,2,9,2
557,low,0,0,1
557,low,0,1,1
557,low,0,2,1
557,low,0,3,1
557,low,0,4,1
557,low,0,5,1
557,low,0,6,1
557,low,0,7,1
557,low,0,8,1
557,low,0,9,1
557,medium,1,0,1
557,medium,1,1,1
557,medium,1,2,1
557,medium,1,3,1
557,medium,1,4,1
557,medium,1,5,1
557,medium,1,6,1
557,medium,1,7,1
557,medium,1,8,1
557,medium,1,9,1
557,high,2,0,1
557,high,2,1,1
557,high,2,2,1
557,high,2,3,1
557,high,2,4,2
557,high,2,5,1
557,high,2,6,1
557,high,2,7,2
557,high,2,8,1
557,high,2,9,1
4727,low,0,0,1
4727,low,0,1,1
4727,low,0,2,1
4727,low,0,3,1
4727,low,0,4,1
4727,low,0,5,1
4727,low,0,6,1
4727,low,0,7,1
4727,low,0,8,1
4727,low,0,9,1
4727,medium,1,0,1
4727,medium,1,1,1
4727,medium,1,2,1
4727,medium,1,3,1
4727,medium,1,4,1
4727,medium,1,5,1
4727,medium,1,6,1
4727,medium,1,7,1
4727,medium,1,8,1
4727,medium,1,9,1
4727,high,2,0,1
4727,high,2,1,1
4727,high,2,2,1
4727,high,2,3,1
4727,high,2,4,1
4727,high,2,5,1
4727,high,2,6,1
4727,high,2,7,1
4727,high,2,8,1
4727,high,2,9,1
597,low,0,0,1
597,low,0,1,1
597,low,0,2,2
597,low,0,3,1
597,low,0,4,1
597,low,0,5,1
597,low,0,6,1
597,low,0,7,1
597,low,0,8,1
597,low,0,9,1
597,medium,1,0,2
597,medium,1,1,1
597,medium,1,2,2
597,medium,1,3,2
597,medium,1,4,1
597,medium,1,5,1
597,medium,1,6,2
597,medium,1,7,2
597,medium,1,8,2
597,medium,1,9,2
597,high,2,0,1
597,high,2,1,1
597,high,2,2,2
597,high,2,3,1
597,high,2,4,1
597,high,2,5,2
597,high,2,6,1
597,high,2,7,2
597,high,2,8,2
597,high,2,9,2
3750,low,0,0,3
3750,low,0,1,3
3750,low,0,2,4
3750,low,0,3,3
3750,low,0,4,3
3750,low,0,5,3
3750,low,0,6,3
3750,low,0,7,3
3750,low,0,8,3
3750,low,0,9,4
3750,medium,1,0,3
3750,medium,1,1,3
3750,medium,1,2,3
3750,medium,1,3,3
3750,medium,1,4,3
3750,medium,1,5,3
3750,medium,1,6,3
3750,medium,1,7,3
3750,medium,1,8,3
3750,medium,1,9,3
3750,high,2,0,3
3750,high,2,1,3
3750,high,2,2,3
3750,high,2,3,3
3750,high,2,4,3
3750,high,2,5,3
3750,high,2,6,3
3750,high,2,7,3
3750,high,2,8,3
3750,high,2,9,3
739,low,0,0,1
739,low,0,1,1
739,low,0,2,1
739,low,0,3,1
739,low,0,4,1
739,low,0,5,1
739,low,0,6,1
739,low,0,7,1
739,low,0,8,1
739,low,0,9,1
739,medium,1,0,1
739,medium,1,1,1
739,medium,1,2,1
739,medium,1,3,1
739,medium,1,4,1
739,medium,1,5,1
739,medium,1,6,1
739,medium,1,7,1
739,medium,1,8,1
739,medium,1,9,1
739,high,2,0,1
739,high,2,1,1
739,high,2,2,1
739,high,2,3,1
739,high,2,4,1
739,high,2,5,1
739,high,2,6,1
739,high,2,7,1
739,high,2,8,1
739,high,2,9,1
874,low,0,0,2
874,low,0,1,1
874,low,0,2,1
874,low,0,3,2
874,low,0,4,1
874,low,0,5,1
874,low,0,6,1
874,low,0,7,1
874,low,0,8,1
874,low,0,9,1
874,medium,1,0,2
874,medium,1,1,2
874,medium,1,2,2
874,medium,1,3,2
874,medium,1,4,2
874,medium,1,5,2
874,medium,1,6,2
874,medium,1,7,1
874,medium,1,8,2
874,medium,1,9,2
874,high,2,0,2
874,high,2,1,2
874,high,2,2,2
874,high,2,3,2
874,high,2,4,2
874,high,2,5,2
874,high,2,6,2
874,high,2,7,2
874,high,2,8,2
874,high,2,9,2
1037,low,0,0,0
1037,low,0,1,0
1037,low,0,2,0
1037,low,0,3,0
1037,low,0,4,0
1037,low,0,5,0
1037,low,0,6,0
1037,low,0,7,0
1037,low,0,8,0
1037,low,0,9,0
1037,medium,1,0,0
1037,medium,1,1,0
1037,medium,1,2,0
1037,medium,1,3,0
1037,medium,1,4,0
1037,medium,1,5,0
1037,medium,1,6,0
1037,medium,1,7,0
1037,medium,1,8,0
1037,medium,1,9,0
1037,high,2,0,0
1037,high,2,1,0
1037,high,2,2,0
1037,high,2,3,0
1037,high,2,4,0
1037,high,2,5,0
1037,high,2,6,0
1037,high,2,7,1
1037,high,2,8,0
1037,high,2,9,0
94,low,0,0,1
94,low,0,1,1
94,low,0,2,1
94,low,0,3,1
94,low,0,4,1
94,low,0,5,1
94,low,0,6,1
94,low,0,7,1
94,low,0,8,1
94,low,0,9,1
94,medium,1,0,1
94,medium,1,1,2
94,medium,1,2,1
94,medium,1,3,1
94,medium,1,4,1
94,medium,1,5,1
94,medium,1,6,2
94,medium,1,7,1
94,medium,1,8,1
94,medium,1,9,1
94,high,2,0,1
94,high,2,1,1
94,high,2,2,1
94,high,2,3,1
94,high,2,4,2
94,high,2,5,1
94,high,2,6,1
94,high,2,7,2
94,high,2,8,2
94,high,2,9,1
71,low,0,0,1
71,low,0,1,1
71,low,0,2,1
71,low,0,3,1
71,low,0,4,1
71,low,0,5,1
71,low,0,6,1
71,low,0,7,0
71,low,0,8,1
71,low,0,9,1
71,medium,1,0,1
71,medium,1,1,1
71,medium,1,2,1
71,medium,1,3,1
71,medium,1,4,1
71,medium,1,5,1
71,medium,1,6,1
71,medium,1,7,1
71,medium,1,8,1
71,medium,1,9,1
71,high,2,0,1
71,high,2,1,1
71,high,2,2,1
71,high,2,3,1
71,high,2,4,1
71,high,2,5,1
71,high,2,6,1
71,high,2,7,2
71,high,2,8,1
71,high,2,9,1
3372,low,0,0,1
3372,low,0,1,1
3372,low,0,2,1
3372,low,0,3,1
3372,low,0,4,1
3372,low,0,5,1
3372,low,0,6,1
3372,low,0,7,1
3372,low,0,8,1
3372,low,0,9,1
3372,medium,1,0,1
3372,medium,1,1,1
3372,medium,1,2,1
3372,medium,1,3,1
3372,medium,1,4,1
3372,medium,1,5,2
3372,medium,1,6,1
3372,medium,1,7,1
3372,medium,1,8,1
3372,medium,1,9,2
3372,high,2,0,1
3372,high,2,1,2
3372,high,2,2,1
3372,high,2,3,1
3372,high,2,4,2
3372,high,2,5,2
3372,high,2,6,1
3372,high,2,7,1
3372,high,2,8,2
3372,high,2,9,2
877,low,0,0,1
877,low,0,1,1
877,low,0,2,1
877,low,0,3,1
877,low,0,4,1
877,low,0,5,1
877,low,0,6,1
877,low,0,7,1
877,low,0,8,1
877,low,0,9,1
877,medium,1,0,1
877,medium,1,1,1
877,medium,1,2,1
877,medium,1,3,1
877,medium,1,4,1
877,medium,1,5,1
877,medium,1,6,1
877,medium,1,7,1
877,medium,1,8,1
877,medium,1,9,1
877,high,2,0,1
877,high,2,1,1
877,high,2,2,1
877,high,2,3,1
877,high,2,4,1
877,high,2,5,1
877,high,2,6,1
877,high,2,7,1
877,high,2,8,1
877,high,2,9,1
1542,low,0,0,1
1542,low,0,1,1
1542,low,0,2,1
1542,low,0,3,1
1542,low,0,4,1
1542,low,0,5,1
1542,low,0,6,1
1542,low,0,7,1
1542,low,0,8,1
1542,low,0,9,1
1542,medium,1,0,1
1542,medium,1,1,1
1542,medium,1,2,1
1542,medium,1,3,1
1542,medium,1,4,1
1542,medium,1,5,1
1542,medium,1,6,1
1542,medium,1,7,1
1542,medium,1,8,1
1542,medium,1,9,2
1542,high,2,0,1
1542,high,2,1,1
1542,high,2,2,1
1542,high,2,3,1
1542,high,2,4,1
1542,high,2,5,2
1542,high,2,6,1
1542,high,2,7,2
1542,high,2,8,1
1542,high,2,9,2
645,low,0,0,0
645,low,0,1,0
645,low,0,2,0
645,low,0,3,1
645,low,0,4,0
645,low,0,5,0
645,low,0,6,0
645,low,0,7,0
645,low,0,8,0
645,low,0,9,0
645,medium,1,0,0
645,medium,1,1,1
645,medium,1,2,1
645,medium,1,3,0
645,medium,1,4,1
645,medium,1,5,1
645,medium,1,6,0
645,medium,1,7,0
645,medium,1,8,0
645,medium,1,9,1
645,high,2,0,0
645,high,2,1,1
645,high,2,2,0
645,high,2,3,1
645,high,2,4,1
645,high,2,5,1
645,high,2,6,1
645,high,2,7,1
645,high,2,8,1
645,high,2,9,1
1434,low,0,0,1
1434,low,0,1,1
1434,low,0,2,1
1434,low,0,3,2
1434,low,0,4,1
1434,low,0,5,1
1434,low,0,6,1
1434,low,0,7,1
1434,low,0,8,1
1434,low,0,9,1
1434,medium,1,0,1
1434,medium,1,1,2
1434,medium,1,2,2
1434,medium,1,3,2
1434,medium,1,4,2
1434,medium,1,5,1
1434,medium,1,6,1
1434,medium,1,7,1
1434,medium,1,8,2
1434,medium,1,9,2
1434,high,2,0,1
1434,high,2,1,2
1434,high,2,2,2
1434,high,2,3,2
1434,high,2,4,1
1434,high,2,5,2
1434,high,2,6,1
1434,high,2,7,2
1434,high,2,8,2
1434,high,2,9,1
3416,low,0,0,2
3416,low,0,1,2
3416,low,0,2,1
3416,low,0,3,2
3416,low,0,4,1
3416,low,0,5,1
3416,low,0,6,1
3416,low,0,7,1
3416,low,0,8,1
3416,low,0,9,1
3416,medium,1,0,1
3416,medium,1,1,2
3416,medium,1,2,2
3416,medium,1,3,2
3416,medium,1,4,1
3416,medium,1,5,1
3416,medium,1,6,2
3416,medium,1,7,1
3416,medium,1,8,2
3416,medium,1,9,2
3416,high,2,0,1
3416,high,2,1,2
3416,high,2,2,2
3416,high,2,3,2
3416,high,2,4,2
3416,high,2,5,2
3416,high,2,6,1
3416,high,2,7,2
3416,high,2,8,2
3416,high,2,9,2
4590,low,0,0,1
4590,low,0,1,1
4590,low,0,2,1
4590,low,0,3,1
4590,low,0,4,1
4590,low,0,5,1
4590,low,0,6,1
4590,low,0,7,1
4590,low,0,8,1
4590,low,0,9,1
4590,medium,1,0,1
4590,medium,1,1,1
4590,medium,1,2,1
4590,medium,1,3,1
4590,medium,1,4,1
4590,medium,1,5,1
4590,medium,1,6,1
4590,medium,1,7,1
4590,medium,1,8,1
4590,medium,1,9,1
4590,high,2,0,1
4590,high,2,1,1
4590,high,2,2,1
4590,high,2,3,1
4590,high,2,4,1
4590,high,2,5,1
4590,high,2,6,1
4590,high,2,7,1
4590,high,2,8,1
4590,high,2,9,1
414,low,0,0,1
414,low,0,1,1
414,low,0,2,1
414,low,0,3,1
414,low,0,4,1
414,low,0,5,1
414,low,0,6,1
414,low,0,7,1
414,low,0,8,1
414,low,0,9,1
414,medium,1,0,1
414,medium,1,1,1
414,medium,1,2,1
414,medium,1,3,1
414,medium,1,4,1
414,medium,1,5,1
414,medium,1,6,1
414,medium,1,7,1
414,medium,1,8,1
414,medium,1,9,1
414,high,2,0,1
414,high,2,1,1
414,high,2,2,1
414,high,2,3,1
414,high,2,4,1
414,high,2,5,1
414,high,2,6,1
414,high,2,7,1
414,high,2,8,1
414,high,2,9,1
197,low,0,0,1
197,low,0,1,1
197,low,0,2,1
197,low,0,3,1
197,low,0,4,1
197,low,0,5,1
197,low,0,6,1
197,low,0,7,1
197,low,0,8,1
197,low,0,9,1
197,medium,1,0,1
197,medium,1,1,2
197,medium,1,2,1
197,medium,1,3,2
197,medium,1,4,1
197,medium,1,5,1
197,medium,1,6,1
197,medium,1,7,1
197,medium,1,8,1
197,medium,1,9,1
197,high,2,0,1
197,high,2,1,1
197,high,2,2,1
197,high,2,3,1
197,high,2,4,1
197,high,2,5,2
197,high,2,6,1
197,high,2,7,1
197,high,2,8,2
197,high,2,9,2
3119,low,0,0,3
3119,low,0,1,3
3119,low,0,2,3
3119,low,0,3,3
3119,low,0,4,3
3119,low,0,5,2
3119,low,0,6,3
3119,low,0,7,3
3119,low,0,8,3
3119,low,0,9,3
3119,medium,1,0,3
3119,medium,1,1,3
3119,medium,1,2,3
3119,medium,1,3,3
3119,medium,1,4,3
3119,medium,1,5,3
3119,medium,1,6,3
3119,medium,1,7,3
3119,medium,1,8,3
3119,medium,1,9,3
3119,high,2,0,3
3119,high,2,1,3
3119,high,2,2,3
3119,high,2,3,3
3119,high,2,4,3
3119,high,2,5,3
3119,high,2,6,3
3119,high,2,7,3
3119,high,2,8,3
3119,high,2,9,3
1045,low,0,0,1
1045,low,0,1,1
1045,low,0,2,1
1045,low,0,3,1
1045,low,0,4,1
1045,low,0,5,1
1045,low,0,6,1
1045,low,0,7,0
1045,low,0,8,1
1045,low,0,9,1
1045,medium,1,0,1
1045,medium,1,1,1
1045,medium,1,2,1
1045,medium,1,3,1
1045,medium,1,4,1
1045,medium,1,5,1
1045,medium,1,6,1
1045,medium,1,7,1
1045,medium,1,8,1
1045,medium,1,9,1
1045,high,2,0,1
1045,high,2,1,1
1045,high,2,2,1
1045,high,2,3,1
1045,high,2,4,1
1045,high,2,5,1
1045,high,2,6,1
1045,high,2,7,2
1045,high,2,8,1
1045,high,2,9,1
1616,low,0,0,3
1616,low,0,1,3
1616,low,0,2,3
1616,low,0,3,3
1616,low,0,4,3
1616,low,0,5,3
1616,low,0,6,3
1616,low,0,7,2
1616,low,0,8,3
1616,low,0,9,3
1616,medium,1,0,3
1616,medium,1,1,3
1616,medium,1,2,3
1616,medium,1,3,3
1616,medium,1,4,3
1616,medium,1,5,3
1616,medium,1,6,3
1616,medium,1,7,2
1616,medium,1,8,3
1616,medium,1,9,3
1616,high,2,0,3
1616,high,2,1,3
1616,high,2,2,3
1616,high,2,3,3
1616,high,2,4,3
1616,high,2,5,3
1616,high,2,6,3
1616,high,2,7,3
1616,high,2,8,3
1616,high,2,9,3
813,low,0,0,1
813,low,0,1,1
813,low,0,2,1
813,low,0,3,1
813,low,0,4,1
813,low,0,5,1
813,low,0,6,1
813,low,0,7,0
813,low,0,8,1
813,low,0,9,1
813,medium,1,0,1
813,medium,1,1,1
813,medium,1,2,1
813,medium,1,3,1
813,medium,1,4,1
813,medium,1,5,1
813,medium,1,6,1
813,medium,1,7,1
813,medium,1,8,1
813,medium,1,9,1
813,high,2,0,1
813,high,2,1,1
813,high,2,2,1
813,high,2,3,1
813,high,2,4,1
813,high,2,5,1
813,high,2,6,1
813,high,2,7,1
813,high,2,8,1
813,high,2,9,1
4363,low,0,0,1
4363,low,0,1,1
4363,low,0,2,1
4363,low,0,3,1
4363,low,0,4,1
4363,low,0,5,1
4363,low,0,6,1
4363,low,0,7,1
4363,low,0,8,1
4363,low,0,9,1
4363,medium,1,0,1
4363,medium,1,1,1
4363,medium,1,2,1
4363,medium,1,3,1
4363,medium,1,4,1
4363,medium,1,5,1
4363,medium,1,6,1
4363,medium,1,7,1
4363,medium,1,8,1
4363,medium,1,9,1
4363,high,2,0,1
4363,high,2,1,1
4363,high,2,2,1
4363,high,2,3,1
4363,high,2,4,1
4363,high,2,5,1
4363,high,2,6,1
4363,high,2,7,1
4363,high,2,8,1
4363,high,2,9,1
1425,low,0,0,1
1425,low,0,1,1
1425,low,0,2,1
1425,low,0,3,2
1425,low,0,4,1
1425,low,0,5,2
1425,low,0,6,1
1425,low,0,7,1
1425,low,0,8,1
1425,low,0,9,1
1425,medium,1,0,2
1425,medium,1,1,2
1425,medium,1,2,2
1425,medium,1,3,2
1425,medium,1,4,2
1425,medium,1,5,2
1425,medium,1,6,2
1425,medium,1,7,1
1425,medium,1,8,2
1425,medium,1,9,2
1425,high,2,0,2
1425,high,2,1,2
1425,high,2,2,2
1425,high,2,3,1
1425,high,2,4,2
1425,high,2,5,2
1425,high,2,6,2
1425,high,2,7,2
1425,high,2,8,2
1425,high,2,9,2
3783,low,0,0,1
3783,low,0,1,1
3783,low,0,2,1
3783,low,0,3,1
3783,low,0,4,1
3783,low,0,5,1
3783,low,0,6,1
3783,low,0,7,1
3783,low,0,8,1
3783,low,0,9,1
3783,medium,1,0,1
3783,medium,1,1,1
3783,medium,1,2,1
3783,medium,1,3,1
3783,medium,1,4,1
3783,medium,1,5,1
3783,medium,1,6,1
3783,medium,1,7,1
3783,medium,1,8,1
3783,medium,1,9,1
3783,high,2,0,1
3783,high,2,1,1
3783,high,2,2,1
3783,high,2,3,1
3783,high,2,4,2
3783,high,2,5,2
3783,high,2,6,1
3783,high,2,7,2
3783,high,2,8,1
3783,high,2,9,1
1551,low,0,0,2
1551,low,0,1,2
1551,low,0,2,2
1551,low,0,3,2
1551,low,0,4,2
1551,low,0,5,2
1551,low,0,6,2
1551,low,0,7,1
1551,low,0,8,2
1551,low,0,9,2
1551,medium,1,0,2
1551,medium,1,1,2
1551,medium,1,2,2
1551,medium,1,3,2
1551,medium,1,4,2
1551,medium,1,5,2
1551,medium,1,6,2
1551,medium,1,7,2
1551,medium,1,8,2
1551,medium,1,9,2
1551,high,2,0,2
1551,high,2,1,2
1551,high,2,2,2
1551,high,2,3,2
1551,high,2,4,2
1551,high,2,5,2
1551,high,2,6,2
1551,high,2,7,2
1551,high,2,8,2
1551,high,2,9,2
1480,low,0,0,2
1480,low,0,1,2
1480,low,0,2,2
1480,low,0,3,2
1480,low,0,4,2
1480,low,0,5,2
1480,low,0,6,2
1480,low,0,7,2
1480,low,0,8,2
1480,low,0,9,2
1480,medium,1,0,2
1480,medium,1,1,2
1480,medium,1,2,2
1480,medium,1,3,2
